"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS19-07-31-007888","UPD","07/31/19 11:56","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RICHLAND AVE, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-31-007894","UPD","07/31/19 14:46","","Common Name: SHAFER STREET Location Detail: AT RICHLAND AVE, ATHENS, OH 45701","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-07-31-007900","UPD-190664","07/31/19 16:42","07/31/19 16:42","Common Name: UNION STREET Location Detail: IN FRONT OF LARRY'S DAWG HOUSE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-01-007911","UPD-190665","08/01/19 04:03","08/01/19 04:03","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: NFL HALL OF FAME GAME/CANTON, OH","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-01-007930","UPD","08/01/19 19:08","","S COURT STREET Common Name: LINDLEY HALL Location Detail: ROOM 24","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-02-007941","UPD","08/02/19 04:25","","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: NFL HALL OF FAME GAME/CANTON OH","EDC DEPLOYMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-02-007949","UPD","08/02/19 11:58","","Common Name: WEST GREEN Location Detail: OUTSIDE CONVO DOOR FACING WEST DREEN DR","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-02-007951","UPD","08/02/19 13:33","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: SMOKE DETECTOR ROOM 710, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-02-007967","UPD","08/02/19 22:20","","Common Name: SHAFER STREET Location Detail: @RICHLAND AVE, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-03-007974","UPD-190667","08/03/19 04:11","08/03/19 04:11","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: PRO FOOTBALL HALL OF FAME","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-03-007982","UPD","08/03/19 14:24","","Common Name: WILSON HALL - ADMINSTRATI Location Detail: ROOM 202, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-03-007991","UPD","08/03/19 22:36","","Common Name: COLLEGE STREET Location Detail: @E STATE STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-03-007994","UPD","08/03/19 23:08","","Common Name: UNION STREET Location Detail: @HIGH STREET","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-03-007995","UPD","08/03/19 23:46","","Common Name: COURT STREET Location Detail: @PRESIDENT ST, ATHENS, OH 45701","TRAFFIC BRAKE LIGHTS 4513.071","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-04-007996","UPD","08/04/19 01:11","","28 N MCKINLEY AVENUE Common Name: PICKERING HALL, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-04-007997","UPD-190668","08/04/19 01:33","08/04/19 01:33","Common Name: STEWART STREET Location Detail: & WASHINGTON STREET, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-04-008000","UPD-190669","08/04/19 04:22","08/01/19 04:22","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: PRO FOOTBALL HALL OF FAME-CANTON","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-04-008019","UPD-190671","08/04/19 20:51","08/04/19 20:51","Common Name: WEST UNION ST OFFICE CTR, ATHENS, OH 45701","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-05-008025","UPD-190672","08/05/19 01:02","08/05/19 01:02","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AREA OF LLC, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-05-008036","UPD","08/05/19 09:06","","Common Name: UNION STREET Location Detail: IN FRONT OF FAIRGROUNDS","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-05-008038","UPD","08/05/19 09:39","","Common Name: RICHLAND AVENUE Location Detail: @DAIRY LANE, ATHENS, OH 45701","TRAFFIC FICTITIOUS LICENSE PLATE 4549.08A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-05-008040","UPD","08/05/19 10:25","","Common Name: UNION STREET","TRAFFIC DRIVING UNDER ALS SUSPENSION 4510.14","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-05-008042","UPD","08/05/19 10:45","","Common Name: MULBERRY ST Location Detail: @ FRONT FOUR","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-06-008066","UPD-190674","08/06/19 06:06","08/06/19 06:06","Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: COLUMBUS/OHIO HISTORICAL SOCIETY","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-06-008077","UPD","08/06/19 11:25","","Common Name: STATE ROUTE 682 Location Detail: @ENTRANCE TO RIDGES, ATHENS, OH 45701","TRAFFIC FAIL TO TRANSFER REGISTRATION 4503.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-06-008078","UPD","08/06/19 12:09","","101 EAST UNION Common Name: JEFFERSON HALL Location Detail: SMOKE DETECTOR/ROOM 437, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-06-008085","UPD","08/06/19 15:39","","35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-06-008088","UPD","08/06/19 16:59","","35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-06-008092","UPD","08/06/19 20:53","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: SMOKE DETECTOR ROOM 219, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-07-008098","UPD","08/07/19 01:44","","Common Name: AQUATIC CENTER, ATHENS, OH 45701","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-07-008110","UPD","08/07/19 09:15","","Common Name: SHAFER STREET Location Detail: @127, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-07-008119","UPD-190675","08/07/19 15:04","08/07/19 15:04","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: CAREER LEADERSHIP DEVELOPMENT CENTER 533, ATHENS, OH 45701","THREAT ASSESSMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-08-008148","UPD","08/08/19 13:52","","Common Name: YAMADA HOUSE Location Detail: ROOM 104, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-08-008150","UPD","08/08/19 14:04","","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: ROOM 125B, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-08-008153","UPD","08/08/19 15:50","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: SMOKE DETECTOR ROOM 210, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-08-008157","UPD","08/08/19 18:46","","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: 4TH FLOOR STORAGE AREA WEST, ROOM 429, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-09-008173","UPD","08/09/19 07:59","","57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: GAS/CO DETECTOR ROOM 127A, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-09-008178","UPD","08/09/19 11:36","","RIDGES,BLDG. 1 Common Name: KENNEDY MUSEUM OF ART Location Detail: SMOKE DETECTOR CORRIDOR 0006, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-09-008179","UPD","08/09/19 11:39","","Common Name: PARKS HALL Location Detail: ROOM 146, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-09-008180","UPD-190676","08/09/19 12:26","08/09/19 12:26","Common Name: MAIL SERVICES","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-09-008196","UPD-190678","08/09/19 15:26","08/09/19 15:26","Common Name: DAIRY LANE, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING W/PREVIOUS OWNER'S PLATES 4549.11","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-09-008190","UPD-190677","08/09/19 15:26","08/09/19 15:26","Common Name: DAIRY LANE, ATHENS, OH 45701","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-10-008224","UPD","08/10/19 22:45","","Common Name: COLLEGE STREET Location Detail: & MILL STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-10-008227","UPD","08/10/19 23:01","","Common Name: UNIVERSITY TERRACE Location Detail: & UNION STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-10-008229","UPD","08/10/19 23:14","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: & UNION STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-10-008230","UPD","08/10/19 23:43","","Common Name: UNIVERSITY TERRACE Location Detail: UNION ST, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-11-008231","UPD","08/11/19 01:20","","Common Name: COURT STREET Location Detail: & WASHINGTON STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-11-008233","UPD","08/11/19 01:50","","WEST STATE STREET Common Name: WEST STATE STREET, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-11-008234","UPD","08/11/19 02:03","","Common Name: PARKING LOT 40, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-11-008243","UPD","08/11/19 13:21","","Common Name: SHAFER STREET Location Detail: PARKING LOT 127, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-11-008244","UPD","08/11/19 13:36","","Common Name: SHAFER STREET Location Detail: PARKING LOT 127, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-11-008245","UPD-190679","08/11/19 14:10","08/11/19 14:10","Common Name: BIKE PATH Location Detail: AT THE END OF MILL STREET","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008258","UPD","08/12/19 01:18","","Common Name: UNIVERSITY TERRACE Location Detail: & UNION STREET, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008260","UPD","08/12/19 02:00","","Common Name: UNION STREET Location Detail: & COURT STREET","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008267","UPD-190681","08/12/19 08:44","08/12/19 08:44","Common Name: BIKE PATH Location Detail: NEAR LIGHT POLE BP186","RECOVERED PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008275","UPD","08/12/19 12:15","","Common Name: UNION STREET Location Detail: AT SHAFER STREET","TRAFFIC ASSURED CLEAR DISTANCE/SPEED FOR CONDIT. 4511.21A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008279","UPD","08/12/19 13:55","","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008290","UPD","08/12/19 20:11","","Common Name: RICHLAND AVENUE Location Detail: ENTRANCE TO CARRIAGE HILL APARTMENTS, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008291","UPD","08/12/19 21:01","","Common Name: HUDSON DRIVE","TRAFFIC ASSURED CLEAR DISTANCE/SPEED FOR CONDIT. 4511.21A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-12-008292","UPD-190682","08/12/19 21:18","08/12/19 21:18","Common Name: RICHLAND AVENUE, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING W/PREVIOUS OWNER'S PLATES 4549.11","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-13-008308","UPD","08/13/19 09:04","","PRESIDENT ST. Common Name: BENTLEY ANNEX Location Detail: ROOM 228, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-13-008312","UPD","08/13/19 10:35","","W.UNION AND FACTORY STS. Common Name: HUMAN RESOURCES & TRAINING CTR Location Detail: ROOM 136A","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-13-008318","UPD","08/13/19 11:59","","Common Name: MILL STREET Location Detail: AT STEWART STREET","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-13-008319","UPD","08/13/19 12:33","","Common Name: SHAFER STREET Location Detail: AT RICHLAND AVENUE, ATHENS, OH 45701","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-13-008321","UPD","08/13/19 13:35","","Common Name: RICHLAND AVENUE Location Detail: AT SHAFER STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-13-008331","UPD","08/13/19 17:13","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 100, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-13-008337","UPD-190683","08/13/19 23:14","08/13/19 23:14","Common Name: WEST UNION ST OFFICE CTR, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-14-008365","UPD-190685","08/14/19 16:15","08/14/19 16:15","100 WEST GREEN DRIVE Common Name: BOYD HALL, ATHENS, OH 45701","MENACING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008376","UPD-190686","08/15/19 01:32","08/15/19 01:32","RUFUS DR Common Name: RUFUS DRIVE Location Detail: AT RIVERPARK, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING W/O REASONABLE CONTROL 4511.202","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008384","UPD","08/15/19 08:11","","Common Name: UNIVERSITY GARAGE Location Detail: PARKING SERVICES","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008386","UPD","08/15/19 08:27","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008390","UPD-190687","08/15/19 11:34","08/15/19 11:34","97 SOUTH GREEN DRIVE Common Name: CARR HALL, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008394","UPD","08/15/19 13:12","","Common Name: US ROUTE 50 Location Detail: AT SOUTH BLACKBURN RD","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008396","UPD","08/15/19 13:46","","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: ROOM 202, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008397","UPD-190688","08/15/19 14:04","08/15/19 14:04","Common Name: SHAFER STREET Location Detail: AT RICHLAND AVE, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-15-008414","UPD-190689","08/15/19 23:24","08/15/19 23:24","Common Name: RICHLAND AVENUE Location Detail: BOBCAT LANE, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-16-008447","UPD-190690","08/16/19 23:41","08/16/19 23:41","Common Name: STATE ROUTE 682 Location Detail: UNION ST, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008449","UPD","08/17/19 00:31","","Common Name: CONGRESS STREET Location Detail: UNION ST, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008452","UPD","08/17/19 02:19","","Common Name: PORTER HALL Location Detail: RICHLAND AVE SIDE, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008454","UPD-190691","08/17/19 02:43","08/17/19 02:43","Common Name: RICHLAND AVENUE Location Detail: WEST GREEN DRIVE, ATHENS, OH 45701","OPERATING A VEHICLE UNDER THE INFLUENCE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008460","UPD","08/17/19 10:49","","28 N MCKINLEY AVENUE Common Name: PICKERING HALL Location Detail: NEAR ROOM 228 HALLWAY, ATHENS, OH 45701","ANIMAL COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008462","UPD-190692","08/17/19 12:47","08/17/19 12:47","97 SOUTH GREEN DRIVE Common Name: CARR HALL Location Detail: STAFF OFFICE, ATHENS, OH 45701","RECOVERED PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008475","UPD","08/17/19 17:55","","Common Name: PRESIDENT ST, ATHENS, OH 45701","TRAFFIC ASSURED CLEAR DISTANCE/SPEED FOR CONDIT. 4511.21A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008477","UPD","08/17/19 18:37","","48 EAST GREEN STREET Common Name: READ HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008481","UPD","08/17/19 20:24","","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: 4TH FLOOR - ROOM 434, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008485","UPD","08/17/19 21:34","","Common Name: MILL STREET Location Detail: MILL STREET VILLAGE APARTMENTS","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008486","UPD","08/17/19 22:09","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: & RUFUS STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008489","UPD","08/17/19 22:31","","Common Name: WASHINGTON STREET","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008488","UPD","08/17/19 22:32","","104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM 434, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008494","UPD","08/17/19 23:12","","Common Name: COURT STREET Location Detail: & PRESIDENT STREET, ATHENS, OH 45701","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-17-008497","UPD","08/17/19 23:54","","Common Name: CONGRESS STREET Location Detail: WASHINGTON ST, ATHENS, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS19-08-18-008498","UPD","08/18/19 00:00","","Common Name: UNION STREET Location Detail: @CONGRESS STREET","CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
