Report Date,Report Time,Location,Offense Description,Earliest Date,Latest Date,Status,Incident
9/10/14 19:23,9/10/14 19:23,107 N Caraway Road,Found Article/Property,9/10/14 18:50,9/10/14 18:55,Closed,14-00789
9/11/14 4:54,9/11/14 4:54,2509 Aggie RD #430,University Referral - Residence Hall Violation,9/11/14 2:20,9/11/14 2:20,Closed,14-00790
9/11/14 14:02,9/11/14 14:02,Aggie Rd. / Red Wolf Blvd.,"HARASSMENT / IN PUBLIC INSULTS, TAUNTS, OR CHALLENGES ANOTHER TO PROVOKE A",9/11/14 12:45,9/11/14 12:45,Closed,14-00791
9/11/14 14:57,9/11/14 14:57,114 Cooley  DR,BREAKING OR ENTERING / ARTICLES FROM VEHICLE,9/11/14 12:30,9/11/14 13:00,Closed,14-00792
9/11/14 14:57,9/11/14 14:57,114 Cooley  DR,"THEFT $1,000 OR LESS - FROM VEHICLE",9/11/14 12:30,9/11/14 13:00,Closed,14-00792
9/11/14 16:14,9/11/14 16:14,2108 Aggie  Road,The Arkansas Clean Air on Campus Act of 2009,9/11/14 16:14,9/11/14 16:14,Closed,14-00793
9/11/14 16:19,9/11/14 16:19,2108 Aggie  Road,The Arkansas Clean Air on Campus Act of 2009,9/10/14 15:10,9/10/14 15:19,Closed,14-00794
9/11/14 18:25,9/11/14 18:25,2508 Aggie RD,Fire Alarm,9/11/14 17:45,9/11/14 17:50,Closed,14-00795
9/11/14 19:39,9/11/14 19:39,125 Dean  ST,"HARASSING COMMUNICATIONS / TELEPHONE REPEATEDLY, OR CAUSE TO RING REPEATED",9/11/14 18:35,9/11/14 19:20,Closed,14-00796
9/11/14 21:47,9/11/14 21:47,2509 Aggie RD 217,Fire Alarm,9/11/14 20:35,9/11/14 21:00,Closed,14-00797
9/11/14 21:47,9/11/14 21:47,2509 Aggie RD 217,University Referral - Dishonesty,9/11/14 20:35,9/11/14 21:00,Closed,14-00797
9/11/14 21:47,9/11/14 21:47,2509 Aggie RD 217,University Referral - Residence Hall Violation,9/11/14 20:35,9/11/14 21:00,Closed,14-00797
9/11/14 21:57,9/11/14 21:57,1115 University Loop East Building #1,Fire Alarm,9/11/14 21:00,9/11/14 21:35,Closed,14-00798
9/12/14 2:10,9/12/14 2:10,University Loop north of Aggie Rd.,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",9/12/14 1:28,9/12/14 1:45,Closed,14-00799
9/12/14 2:10,9/12/14 2:10,University Loop north of Aggie Rd.,University Referral - Alcohol Violation,9/12/14 1:28,9/12/14 1:45,Closed,14-00799
9/12/14 3:30,9/12/14 3:30,101 N Caraway Road,University Referral - Misuse of University Computer/Network,9/12/14 3:30,9/12/14 3:30,Closed,14-00829
9/12/14 3:35,9/12/14 3:35,1115 University Loop,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",9/12/14 3:18,9/12/14 3:21,Closed,14-00800
9/12/14 3:35,9/12/14 3:35,1115 University Loop,University Referral - Alcohol Violation,9/12/14 3:18,9/12/14 3:21,Closed,14-00800
9/12/14 9:18,9/12/14 9:18,111 N Caraway Road,"CRIMINAL MISCHIEF - 1ST DEGREE / PROPERTY OF ANOTHER W/VALUE OF $1,000 OR LESS",9/12/14 7:00,9/12/14 7:40,Closed,14-00801
9/12/14 9:42,9/12/14 9:42,1203 University Loop East,ACCIDENT-PARKING LOT,9/12/14 9:00,9/12/14 9:15,Closed,14-00802
9/12/14 12:43,9/12/14 12:43,101 N Caraway Road,Found Article/Property,9/12/14 12:43,9/12/14 12:43,Closed,14-00803
9/12/14 16:35,9/12/14 16:35,2009 Aggie Road,Welfare Concern,9/12/14 16:35,9/12/14 16:35,Closed,14-00804
9/12/14 19:16,9/12/14 19:16,322 University Loop West CRC,PNG Issued on this person for the ASU Campus,9/12/14 18:20,9/12/14 18:35,Closed,14-00805
9/13/14 9:47,9/13/14 9:47,113 Dean  ST,Accident - Hit and Run,9/12/14 20:47,9/13/14 8:30,Closed,14-00806
9/13/14 12:54,9/13/14 12:54,125 Dean  ST,Welfare Concern,9/13/14 12:02,9/13/14 12:02,Closed,14-00807
9/13/14 12:54,9/13/14 12:54,125 Dean  ST,PNG Issued on this person for the ASU Campus,9/13/14 12:02,9/13/14 12:02,Closed,14-00807
9/13/14 13:14,9/13/14 13:14,125 Dean  ST,University Referral - Residence Hall Violation,9/13/14 12:04,9/13/14 12:04,Closed,14-00808
9/13/14 16:12,9/13/14 16:12,125 Dean  ST,CONTRIBUTING TO THE DELINQUENCY OF A MINOR,9/13/14 12:00,9/13/14 16:12,Closed,14-00809
9/13/14 16:38,9/13/14 16:38,On Redwolf Blvd Overpass infront of Facilites Mngt,Found Article/Property,9/13/14 15:50,9/13/14 16:10,Closed,14-00810
9/13/14 19:33,9/13/14 19:33,217 Olympic DR,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES,9/13/14 17:25,9/13/14 18:35,Closed,14-00811
9/14/14 21:29,9/14/14 21:29,2509 Aggie  Road,Accident - Hit and Run,9/13/14 14:30,9/14/14 17:30,Closed,14-00813
9/15/14 2:51,9/15/14 2:51,119 Dean ST,Fire Alarm,9/15/14 23:51,9/15/14 0:36,Closed,14-00814
9/15/14 3:14,9/15/14 3:14,2214 E Johnson,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,9/15/14 1:55,9/15/14 2:14,Closed,14-00815
9/15/14 3:54,9/15/14 3:54,125 Dean  ST,University Referral - Alcohol Violation,9/14/14 23:50,9/15/14 0:54,Closed,14-00816
9/15/14 3:54,9/15/14 3:54,125 Dean  ST,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",9/14/14 23:50,9/15/14 0:54,Closed,14-00816
9/15/14 3:54,9/15/14 3:54,125 Dean  ST,University Referral - Dishonesty,9/14/14 23:50,9/15/14 0:54,Closed,14-00816
9/15/14 20:03,9/15/14 20:03,119 Dean ST,Fire Alarm,9/14/14 16:28,9/14/14 16:28,Closed,14-00812
9/15/14 22:08,9/15/14 22:08,1115 University Loop East Building #3,Fire Alarm,9/15/14 21:30,9/15/14 21:31,Closed,14-00817
9/15/14 22:08,9/15/14 22:08,1115 University Loop East Building #3,CRIMINAL MISCHIEF - 2ND DEGREE / RECKLESSLY DESTROYS,9/15/14 21:30,9/15/14 21:31,Closed,14-00817
9/16/14 4:00,9/16/14 4:00,1515 Aggie RD,"OBSTRUCTING GOVERNMENTAL OPERATIONS / OBSTRUCTS, IMPAIRS, HINDERS, THE PER",9/16/14 1:00,9/16/14 1:00,Closed,14-00818
9/16/14 10:02,9/16/14 10:02,101 N Caraway Road,LOST ARTICLE/PROPERTY,9/15/14 17:00,9/16/14 8:00,Closed,14-00819
9/16/14 10:49,9/16/14 10:49,111 N Caraway Road,Found Article/Property,9/15/14 14:00,9/15/14 14:49,Closed,14-00820
9/16/14 12:45,9/16/14 12:45,113 Dean ST,ACCIDENT-PARKING LOT,9/16/14 12:15,9/16/14 12:22,Closed,14-00821
9/16/14 19:42,9/16/14 19:42,201 Olympic DR,ACCIDENT-PARKING LOT,9/16/14 19:42,9/16/14 19:42,Closed,14-00822
9/17/14 10:49,9/17/14 10:49,111 N Caraway Road,ACCIDENT-PARKING LOT,9/17/14 10:49,9/17/14 10:49,Closed,14-00823
9/17/14 10:50,9/17/14 10:50,217 Olympic DR,ACCIDENT-PARKING LOT,9/17/14 10:09,9/17/14 10:37,Closed,14-00824
9/17/14 12:09,9/17/14 12:09,111 N Caraway Road,Found Article/Property,9/17/14 9:50,9/17/14 12:09,Closed,14-00825
9/17/14 18:02,9/17/14 18:02,101 N Caraway Road,University Referral - Dishonesty,9/17/14 17:30,9/17/14 18:02,Closed,14-00826
9/18/14 0:19,9/18/14 0:19,333  Stadium BLVD A,Burglary Alarm,9/17/14 23:30,9/17/14 23:33,Closed,14-00827
9/18/14 7:06,9/18/14 7:06,2509 Aggie RD,CRIMINAL MISCHIEF - 2ND DEGREE / RECKLESSLY DESTROYS,9/14/14 21:00,9/17/14 13:00,Awaiting Information,14-00828
9/18/14 12:26,9/18/14 12:26,101 N Caraway Road,Found Article/Property,9/18/14 12:26,9/18/14 12:30,Closed,14-00830
9/18/14 12:48,9/18/14 12:48,101 N Caraway Road,Fire Alarm,9/18/14 10:05,9/18/14 10:30,Closed,14-00831
9/18/14 14:51,9/18/14 14:51,2501 Danner Road,Sick or Injured person,9/18/14 13:30,9/18/14 14:10,Closed,14-00832
9/18/14 17:23,9/18/14 17:23,2509 Aggie RD,LOST ARTICLE/PROPERTY,9/17/14 15:30,9/18/14 17:23,Unfounded,14-00833
9/19/14 1:12,9/19/14 1:12,3405 Aggie RD,University Referral -,9/18/14 23:34,9/18/14 23:34,Closed,14-00834
9/19/14 8:04,9/19/14 8:04,2600 Alumni BLVD,Burglary Alarm,9/19/14 7:24,9/19/14 7:24,Closed,14-00835
9/19/14 15:23,9/19/14 15:23,111 N Caraway Road,ACCIDENT-PARKING LOT,9/19/14 15:15,9/19/14 15:23,Closed,14-00836
9/19/14 19:12,9/19/14 19:12,2407 Quapaw Way,LOST ARTICLE/PROPERTY,9/19/14 15:00,9/19/14 19:12,Closed,14-00837
9/19/14 21:35,9/19/14 21:35,101 N Driver ST,ACCIDENT-PARKING LOT,9/19/14 21:15,9/19/14 21:35,Closed,14-00838
9/19/14 22:59,9/19/14 22:59,101 N Caraway Road,Burglary Alarm,9/19/14 23:59,9/20/14 0:10,Closed,14-00841
9/20/14 1:09,9/20/14 1:09,2509 Aggie RD,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",9/20/14 1:09,9/20/14 1:09,Closed,14-00840
9/20/14 1:09,9/20/14 1:09,2509 Aggie RD,University Referral - Alcohol Violation,9/20/14 1:09,9/20/14 1:09,Closed,14-00840
9/20/14 1:09,9/20/14 1:09,2509 Aggie RD,University Referral - Residence Hall Violation,9/20/14 1:09,9/20/14 1:09,Closed,14-00840
9/20/14 2:12,9/20/14 2:12,125 Dean  ST,University Referral - Fail To Comply,9/20/14 1:15,9/20/14 1:53,Closed,14-00839
9/20/14 2:12,9/20/14 2:12,125 Dean  ST,PNG Issued on this person for the ASU Campus,9/20/14 1:15,9/20/14 1:53,Closed,14-00839
9/20/14 15:39,9/20/14 15:39,2406 Aggie RD,The Arkansas Clean Air on Campus Act of 2009,9/20/14 13:40,9/20/14 13:47,Closed,14-00842
9/20/14 21:13,9/20/14 21:13,Caraway / Johnson,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",9/20/14 21:13,9/20/14 21:13,Closed,14-00846
9/20/14 21:13,9/20/14 21:13,Caraway / Johnson,University Referral - Alcohol Violation,9/20/14 21:13,9/20/14 21:13,Closed,14-00846
9/20/14 21:13,9/20/14 21:13,Caraway / Johnson,No Proof of Liability Insurance,9/20/14 21:13,9/20/14 21:13,Closed,14-00846
9/20/14 22:58,9/20/14 22:58,2720 A ST,Found Article/Property,9/20/14 22:00,9/20/14 22:00,Closed,14-00843
9/21/14 1:23,9/21/14 1:23,Aggie / Marion Berry Pkwy,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,9/21/14 0:50,9/21/14 1:23,Closed,14-00844
9/21/14 2:03,9/21/14 2:03,121 N Caraway Road,The Arkansas Clean Air on Campus Act of 2009,9/21/14 1:45,9/21/14 1:45,Closed,14-00845
9/21/14 2:03,9/21/14 2:03,121 N Caraway Road,University Referral - Alcohol Violation,9/21/14 1:45,9/21/14 1:45,Closed,14-00845
9/21/14 4:25,9/21/14 4:25,1115 University Loop,DOMESTIC DISTURBANCE,9/21/14 4:00,9/21/14 4:00,Closed,14-00847
9/21/14 4:25,9/21/14 4:25,1115 University Loop,University Referral - Disorderly Conduct,9/21/14 4:00,9/21/14 4:00,Closed,14-00847
9/21/14 4:25,9/21/14 4:25,1115 University Loop,PNG Issued on this person for the ASU Campus,9/21/14 4:00,9/21/14 4:00,Closed,14-00847
9/21/14 13:05,9/21/14 13:05,217 Olympic DR,Found Article/Property,9/21/14 12:59,9/21/14 12:59,Closed,14-00848
9/22/14 1:48,9/22/14 1:48,2509 Aggie RD,Fire Alarm,9/22/14 0:37,9/22/14 1:00,Closed,14-00849
9/22/14 1:48,9/22/14 1:48,2509 Aggie RD,University Referral - Fail To Comply,9/22/14 0:37,9/22/14 1:00,Closed,14-00849
9/22/14 11:06,9/22/14 11:06,322 University Loop West CRC,LOST ARTICLE/PROPERTY,9/21/14 15:30,9/21/14 20:00,Closed,14-00850
9/22/14 21:39,9/22/14 21:39,1115 University Loop East,"THEFT $1,000 OR LESS - ALL OTHERS",9/22/14 14:00,9/22/14 20:00,Closed,14-00851
9/23/14 0:15,9/23/14 0:15,2509 Aggie RD,The Arkansas Clean Air on Campus Act of 2009,9/23/14 0:15,9/23/14 0:15,Closed,14-00852
9/23/14 19:59,9/23/14 19:59,101 N Caraway Road,University Referral - Dishonesty,9/23/14 14:12,9/23/14 14:13,Closed,14-00853
9/24/14 6:19,9/24/14 6:19,119 Dean ST,Fire Alarm,9/24/14 23:06,9/24/14 23:18,Closed,14-00854
9/24/14 16:10,9/24/14 16:10,113 Dean ST,LOST ARTICLE/PROPERTY,9/24/14 14:00,9/24/14 15:30,Closed,14-00855
9/25/14 16:55,9/25/14 16:55,1115 University Loop East Building #1,OUT OF TOWN WARRANT/ASSIST,9/25/14 15:40,9/25/14 16:15,Closed,14-00857
9/26/14 10:37,9/26/14 10:37,101 N Caraway Road,LOST ARTICLE/PROPERTY,9/26/14 10:37,9/26/14 10:37,Closed,14-00858
9/26/14 11:35,9/26/14 11:35,111 N Caraway Road,LOST ARTICLE/PROPERTY,9/25/14 15:30,9/25/14 16:00,Closed,14-00859
9/26/14 15:11,9/26/14 15:11,111 N Caraway Road,Accident - Hit and Run,9/26/14 8:00,9/26/14 14:45,Closed,14-00860
9/26/14 15:23,9/26/14 15:23,2515 Danner Building 1 ST,Fire Alarm,9/26/14 14:50,9/26/14 15:25,Closed,14-00861
9/26/14 20:19,9/26/14 20:19,Caraway / Johnson,Found Article/Property,9/26/14 20:19,9/26/14 20:19,Closed,14-00862
9/27/14 10:52,9/27/14 10:52,111 N Caraway Road,Accident - Hit and Run,9/27/14 8:00,9/27/14 10:52,Closed,14-00866
9/27/14 19:51,9/27/14 19:51,2515 Danner Bldg 3 ST,University Referral - False Alarm,9/27/14 19:34,9/27/14 19:41,Closed,14-00863
9/28/14 1:57,9/28/14 1:57,Marion Berry / Red Wolf Trl,DWI - DRUGS (UNLAWFUL ACT),9/28/14 1:01,9/28/14 3:00,Closed,14-00864
9/28/14 1:57,9/28/14 1:57,Marion Berry / Red Wolf Trl,REFUSAL TO SUBMIT,9/28/14 1:01,9/28/14 3:00,Closed,14-00864
9/28/14 1:57,9/28/14 1:57,Marion Berry / Red Wolf Trl,University Referral - Drug Violation,9/28/14 1:01,9/28/14 3:00,Closed,14-00864
9/28/14 4:53,9/28/14 4:53,Johnson/Dean,Sick or Injured person,9/28/14 2:29,9/28/14 3:13,Closed,14-00865
9/28/14 16:23,9/28/14 16:23,1007 University Loop East,PNG Issued on this person for the ASU Campus,9/28/14 15:40,9/28/14 16:23,Closed,14-00867
9/28/14 21:54,9/28/14 21:54,2505 Danner Bldg 4 ST,University Referral - False Alarm,9/28/14 21:45,9/28/14 21:54,Closed,14-00868
9/29/14 0:02,9/29/14 0:02,2319 U  ST,Welfare Concern,9/29/14 0:02,9/29/14 1:41,Closed,14-00869
9/29/14 9:00,9/29/14 9:00,504 University Loop East,ACCIDENT-PARKING LOT,9/29/14 8:47,9/29/14 8:47,Closed,14-00870
9/29/14 12:10,9/29/14 12:10,125 Dean  ST,University Referral - Drug Violation,9/29/14 10:28,9/29/14 10:28,Closed,14-00871
9/29/14 12:10,9/29/14 12:10,125 Dean  ST,University Referral - Fail To Comply,9/29/14 10:28,9/29/14 10:28,Closed,14-00871
9/29/14 16:25,9/29/14 16:25,703 S Caraway Road,Damaged Property not criminal in nature,9/29/14 14:00,9/29/14 14:30,Closed,14-00872
9/29/14 18:26,9/29/14 18:26,2412 Quapaw Way Road,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE",9/29/14 16:00,9/29/14 16:30,Closed,14-00873
9/29/14 22:43,9/29/14 22:43,101 N Caraway Road,Damaged Property not criminal in nature,9/29/14 7:00,9/29/14 22:10,Closed,14-00874
9/30/14 6:48,9/30/14 6:48,Bookout Crc / University Loop,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,9/30/14 6:03,9/30/14 6:48,Closed,14-00875
9/30/14 8:41,9/30/14 8:41,2009 Cedar Heights DR F-3,University Referral - Assault,9/27/14 19:16,9/27/14 19:49,Closed,14-00876
9/30/14 9:42,9/30/14 9:42,1910 Johnson,University Referral - Dishonesty,9/30/14 8:00,9/30/14 9:15,Closed,14-00877
9/30/14 9:42,9/30/14 9:42,1910 Johnson,University Referral - Fail To Comply,9/30/14 8:00,9/30/14 9:15,Closed,14-00877
9/30/14 10:14,9/30/14 10:14,Staduim Place Apartments,Welfare Concern,9/30/14 1:00,9/30/14 10:14,Closed,14-00878
9/30/14 14:21,9/30/14 14:21,2404 Quapaw Way,Sick or Injured person,9/29/14 13:26,9/29/14 13:57,Closed,14-00879
9/30/14 14:51,9/30/14 14:51,1115 University Loop East Building #2,Fire Alarm,9/30/14 11:31,9/30/14 11:41,Closed,14-00880
9/30/14 21:22,9/30/14 21:22,217 Olympic DR,Accident - Hit and Run,9/30/14 15:55,9/30/14 16:00,Closed,14-00881
10/1/14 1:24,10/1/14 1:24,113 Dean ST,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES,10/1/14 1:05,10/1/14 1:10,Closed,14-00882
10/1/14 1:24,10/1/14 1:24,113 Dean ST,OUT OF TOWN WARRANT/ASSIST,10/1/14 1:05,10/1/14 1:10,Closed,14-00882
10/1/14 14:09,10/1/14 14:09,120 Dean ST,Accident - Hit and Run,10/28/14 2:00,10/1/14 13:00,Closed,14-00883
10/1/14 19:40,10/1/14 19:40,2509 Aggie RD 331,Fire Alarm,10/1/14 19:35,10/1/14 19:35,Closed,14-00884
10/2/14 0:10,10/2/14 0:10,2505 Danner Bldg 4 ST,PNG Issued on this person for the ASU Campus,10/1/14 23:30,10/1/14 0:05,Closed,14-00885
10/2/14 7:46,10/2/14 7:46,2720 A ST,Found Article/Property,10/2/14 6:30,10/2/14 6:46,Closed,14-00886
10/2/14 10:59,10/2/14 10:59,Aggie RD,Found Article/Property,10/2/14 10:59,10/2/14 10:59,Closed,14-00887
10/2/14 15:23,10/2/14 15:23,2509 Aggie Road,"THEFT $1,000 OR LESS - FROM VEHICLE",10/1/14 22:00,10/2/14 14:00,Closed,14-00888
10/2/14 18:03,10/2/14 18:03,2505 Aggie Road,University Referral - Disorderly Conduct,10/2/14 17:40,10/2/14 17:50,Closed,14-00889
10/2/14 23:39,10/2/14 23:39,2509 Aggie RD,University Referral - Residence Hall Violation,10/2/14 23:39,10/2/14 23:39,Closed,14-00890
10/3/14 0:19,10/3/14 0:19,2509 Aggie RD,University Referral - Residence Hall Violation,10/3/14 0:19,10/3/14 0:19,Closed,14-00891
10/3/14 12:20,10/3/14 12:20,102 N Caraway Road,Found Article/Property,1/1/13,10/3/14 12:20,Closed,14-00892
10/3/14 14:09,10/3/14 14:09,113 Dean ST,ACCIDENT-PARKING LOT,10/3/14 13:52,10/3/14 13:52,Closed,14-00893
10/3/14 14:25,10/3/14 14:25,Old Caraway Road at the railroad tracks,ACCIDENT-PARKING LOT,10/2/14 22:19,10/2/14 22:23,Closed,14-00894
10/4/14 2:38,10/4/14 2:38,119 Dean ST,University Referral - Residence Hall Violation,10/4/14 2:38,10/4/14 2:38,Closed,14-00895
10/4/14 3:00,10/4/14 3:00,125 Dean  ST,OUT OF TOWN WARRANT/ASSIST,10/4/14 3:00,10/4/14 3:30,Closed,14-00856
10/4/14 3:00,10/4/14 3:00,125 Dean  ST,OUT OF TOWN WARRANT/ASSIST,10/4/14 3:00,10/4/14 3:30,Closed,14-00856
10/4/14 3:00,10/4/14 3:00,125 Dean  ST,University Referral - Residence Hall Violation,10/4/14 3:00,10/4/14 3:30,Closed,14-00856
10/4/14 3:02,10/4/14 3:02,2720 A ST,OUT OF TOWN WARRANT/ASSIST,10/4/14 0:17,10/4/14 2:02,Closed,14-00896
10/4/14 3:02,10/4/14 3:02,2720 A ST,FLEEING,10/4/14 0:17,10/4/14 2:02,Closed,14-00896
10/4/14 15:31,10/4/14 15:31,1203 University Loop Bldg 3 ST,"DOMESTIC BATTERING - 3RD DEGREE / PURPOSE OF CAUSING INJURY, CAUSES INJURY",10/4/14 4:30,10/4/14 15:14,Closed,14-00898
10/4/14 15:31,10/4/14 15:31,1203 University Loop Bldg 3 ST,FALSE IMPRISONMENT - 2ND DEGREE / INTERFERES WITH ANOTHER PERSONS LIBERTY,10/4/14 4:30,10/4/14 15:14,Closed,14-00898
10/5/14 2:02,10/5/14 2:02,2720 A ST,Welfare Concern,10/4/14 20:00,10/5/14 2:02,Closed,14-00899
10/5/14 2:08,10/5/14 2:08,Johnson / University Loop,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",10/5/14 3:45,10/5/14 5:00,Closed,14-00900
10/5/14 2:08,10/5/14 2:08,Johnson / University Loop,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",10/5/14 3:45,10/5/14 5:00,Closed,14-00900
10/5/14 2:08,10/5/14 2:08,Johnson / University Loop,POSSESSION OF SCH VI LT 4OZ,10/5/14 3:45,10/5/14 5:00,Closed,14-00900
10/5/14 2:08,10/5/14 2:08,Johnson / University Loop,No Proof of Liability Insurance,10/5/14 3:45,10/5/14 5:00,Closed,14-00900
10/5/14 4:53,10/5/14 4:53,1915 Aggie Road,DISORDERLY CONDUCT / UNREASONABLE OR EXCESSIVE BEHAVIOR,10/5/14 1:00,10/5/14 1:30,Closed,14-00901
10/5/14 6:25,10/5/14 6:25,2509 Aggie RD,Fire Alarm,10/5/14 18:28,10/5/14 18:36,Closed,14-00902
10/5/14 13:46,10/5/14 13:46,217 Olympic DR,Accident - Hit and Run,10/4/14 15:50,10/4/14 14:00,Closed,14-00903
10/5/14 20:12,10/5/14 20:12,101 N Caraway Road,Burglary Alarm,10/5/14 16:17,10/5/14 16:20,Closed,14-00904
10/5/14 20:21,10/5/14 20:21,2505 Danner Bldg 4 ST,Fire Alarm,10/5/14 17:21,10/5/14 17:25,Closed,14-00905
10/6/14 7:42,10/6/14 7:42,2720 A ST,Found Article/Property,10/5/14 6:30,10/6/14 7:42,Closed,14-00906
10/6/14 8:34,10/6/14 8:34,101 N Caraway Road,Found Article/Property,10/6/14 8:34,10/6/14 8:34,Closed,14-00907
10/6/14 18:03,10/6/14 18:03,121 N Caraway Road,PNG Issued on this person for the ASU Campus,10/6/14 13:55,10/6/14 14:14,Closed,14-00908
10/6/14 18:03,10/6/14 18:03,121 N Caraway Road,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES,10/6/14 13:55,10/6/14 14:14,Closed,14-00908
10/6/14 22:17,10/6/14 22:17,Marion Berry Parkway,"Drunk, Insane, or Disorderly",10/6/14 20:35,10/6/14 20:37,Closed,14-00909
10/6/14 22:17,10/6/14 22:17,Marion Berry Parkway,POSSESSION OF A CONTROLLED SUBSTANCE,10/6/14 20:35,10/6/14 20:37,Closed,14-00909
10/6/14 23:31,10/6/14 23:31,2723 Iroquois ST,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEHOLD MEMBER,10/6/14 23:31,10/6/14 23:31,Closed,14-00910
10/6/14 23:31,10/6/14 23:31,2723 Iroquois ST,PNG Issued on this person for the ASU Campus,10/6/14 23:31,10/6/14 23:31,Closed,14-00910
10/7/14 8:21,10/7/14 8:21,101 N Caraway Road,Found Article/Property,10/6/14 11:50,10/6/14 11:55,Closed,14-00911
10/7/14 18:32,10/7/14 18:32,Chocataw / University Loop,OUT OF TOWN WARRANT/ASSIST,10/7/14 17:25,10/7/14 17:55,Closed,14-00912
10/7/14 19:19,10/7/14 19:19,University Loop At SW-5A,The Arkansas Clean Air on Campus Act of 2009,10/7/14 16:20,10/7/14 16:25,Closed,14-00913
10/8/14 1:27,10/8/14 1:27,1203 University Loop East,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/8/14 1:04,10/8/14 1:04,Closed,14-00914
10/8/14 5:30,10/8/14 5:30,2505 Aggie Road,"THEFT $1,000 OR LESS - ALL OTHERS",10/7/14 9:00,10/7/14 11:30,Closed,14-00915
10/8/14 19:55,10/8/14 19:55,Between Post Office and North Park Quads,LOST ARTICLE/PROPERTY,10/7/14 19:30,10/7/14 19:45,Closed,14-00916
10/9/14 1:03,10/9/14 1:03,,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/8/14 23:18,10/8/14 23:59,Closed,14-00917
10/9/14 7:29,10/9/14 7:29,2509 Aggie  Road,Found Article/Property,10/6/14 8:00,10/8/14 14:00,Closed,14-00918
10/9/14 10:12,10/9/14 10:12,1203 University Loop East,Found Article/Property,10/9/14 9:15,10/9/14 9:30,Closed,14-00919
10/9/14 10:12,10/9/14 10:12,1203 University Loop East,"THEFT $1,000 OR LESS - ALL OTHERS",10/9/14 9:15,10/9/14 9:30,Closed,14-00919
10/9/14 12:23,10/9/14 12:23,101 N Caraway Road,Found Article/Property,10/9/14 12:23,10/9/14 12:23,Closed,14-00920
10/9/14 16:16,10/9/14 16:16,2319 U  ST,ACCIDENT-PARKING LOT,10/9/14 16:00,10/9/14 16:20,Closed,14-00921
10/9/14 17:19,10/9/14 17:19,322 University Loop West CRC,FRAUDULENT USE OF A CREDIT CARD / CARD OR ACCOUNT NUMBER IS STOLEN,10/7/14 8:00,10/8/14 8:00,Closed,14-00922
10/10/14 0:36,10/10/14 0:36,Marion Berry Parkway,DWI - OPERATION OF VEHICLE DURING DWI LICENSE SUSPENSION OR REVOCATION,10/10/14 0:05,10/10/14 0:40,Closed,14-00923
10/10/14 5:09,10/10/14 5:09,2605 A ST,POSSESSION OF METH OR COCAINE LT 2GM,10/10/14 4:25,10/10/14 4:25,Closed,14-00924
10/10/14 5:09,10/10/14 5:09,2605 A ST,POSSESSION OF SCH III LT 2GM,10/10/14 4:25,10/10/14 4:25,Closed,14-00924
10/10/14 5:09,10/10/14 5:09,2605 A ST,PNG Issued on this person for the ASU Campus,10/10/14 4:25,10/10/14 4:25,Closed,14-00924
10/10/14 5:09,10/10/14 5:09,2605 A ST,DISORDERLY CONDUCT / IN PUBLIC EXPOSES THEIR PRIVATE PARTS,10/10/14 4:25,10/10/14 4:25,Closed,14-00924
10/11/14 5:53,10/11/14 5:53,113 Dean  ST,PNG Issued on this person for the ASU Campus,10/11/14 5:53,10/11/14 5:53,Closed,14-00925
10/11/14 23:16,10/11/14 23:16,2509 Aggie RD,CRIMINAL MISCHIEF - 2ND DEGREE / PURPOSELY TAMPERS,10/11/14 15:00,10/11/14 19:00,Closed,14-00926
10/12/14 20:26,10/12/14 20:26,101 N Caraway Road,Found Article/Property,10/12/14 20:26,10/12/14 20:26,Closed,14-00927
10/13/14 20:23,10/13/14 20:23,2509 Aggie RD,Fire Alarm,10/13/14 20:05,10/13/14 20:08,Closed,14-00928
10/14/14 21:11,10/14/14 21:11,2509 Aggie RD 218,Fire Alarm,10/14/14 20:46,10/14/14 21:11,Closed,14-00929
10/14/14 21:11,10/14/14 21:11,2509 Aggie RD 218,University Referral - Fail To Comply,10/14/14 20:46,10/14/14 21:11,Closed,14-00929
10/15/14 1:49,10/15/14 1:49,2509 Aggie RD,University Referral - Residence Hall Violation,10/14/14 23:40,10/14/14 23:45,Closed,14-00930
