2/3/2019,16:40,,,,,PEDESTRIAN STOP,,,,,PEDESTRIAN STOP,,,,,,,,UCPD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/3/2019,17:21,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,UCPD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/3/2019,17:25,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,ASUC GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
2/3/2019,17:25,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,2120 OXFORD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/3/2019,18:22,,,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,DWINELLE HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/3/2019,20:59,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,BANCROFT W TELE,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/3/2019,21:58,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,CHANNING IFO UNDERHILL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
2/3/2019,22:47,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,2424 CHANNING WAY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/3/2019,23:15,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,UNIT-2,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/3/2019,23:44,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,,TANG CENTER,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2019             to       02/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2019,0:14,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,RED OAK/GOODING,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/4/2019,0:23,,,,,BIKE STOP,,,,,BIKE STOP,,,,,,,,MONROE ACROSS APPARATUS,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/4/2019,0:49,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,,WURSTER HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,1:14,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS PERSON,,,,,,,,GENETICS & PLANT BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,1:18,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,WEST END WAY,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/4/2019,5:48,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,ANNA HEAD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,5:55,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-GROUNDS",,,,,,,,ANNA HEAD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,8:03,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE - REPORT,,,,,,,,BLAKE ESTATE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,9:29,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,CSS,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/4/2019,9:40,,,,,OUTSIDE ASSIST,,,,,OUTSDE ASSIST BPD COVER,,,,,,,,GRIZZLY PEAK BLVD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,9:53,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS PERSON,,,,,,,,MEMORIAL STADIUM,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,10:18,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,OXFORD UNI,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/4/2019,10:22,,,,,MISC. SERVICE,,,,,MISC SERVICE,,,,,,,,HEARST FIELD ANNEX,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2019,10:46,,19-00302,,,MEDICAL EVENT,,,,,MENTALLY ILL COMMITMENT,,,,,,,,TANG CENTER,,,,,,,"OCCD 2/4/19, 1046 HRS
(FB-22-S) TAKEN FOR PSYCHIATRIC EVALUATION TO ABH THEN HERRICK HOSPITAL VIA NORCAL AMBULANCE, TANG CENTER.",,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,11:14,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,CESAR CHAVEZ CENTER,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,11:31,,,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,2451 RIDGE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,11:32,,19-00305,,,LARCENY/THEFT,,,,,GRAND THEFT -REPORT,,,,,,,,HAAS PAVILION,,,,,,,"OCCD 2/2/2019 1430-2/4/2019 1000
(FW-22-E) REPORTS THE THEFT CASH FROM HER OFFICE, HAAS PAVILION.  LOSS: UNKNOWN.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/4/2019,12:04,,19-00303,,,DISORDERLY CONDUCT,,,,,LODGING,,,,,,,,2614 DWIGHT WAY,,,,,,,"OCCD 2/4/2019 1231
TURNER, TAMAR (MB-32-O) ARRESTED FOR AN SFPD MISDEMEANOR WARRANT, 2614 DWIGHT TO BPD JAIL.",,,,,,,,,,,,,,,,,,CLOSED BY ARREST,,,
2/4/2019,12:51,,19-00304,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,STEPHENS HALL,,,,,,,"OCCD 2/4/19, 1251 HRS
(MW-56-O) VICTIM OF INJURY, STEPHENS HALL. TO ABH VIA BFD.",,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,13:56,,,,,LARCENY/THEFT,,,,,PETTY THEFT -BIKE REPORT,,,,,,,,MAXWELL FIELD,,,,,,,,,,,,,,,,,,,,,,,,,CANCELLED,,,
2/4/2019,14:07,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,LIFE SCIENCE ADDITION,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,14:17,,,,,HAZARD,,,,,HAZARDOUS CONDITION,,,,,,,,LATIMER HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,14:29,,19-00307,,,ALL OTHER OFFENSES,,,,,VIOLATION OF COURT ORDER,,,,,,,,OCTAGON BR,,,,,,,"OCCD 2/4/2019 1458
WHITMORE, HENRY (MB-51-O) ARRESTED FOR VIOLATION OF PROBATION AND VIOLATION OF A COURT ORDER, OCTAGON BRIDGE TO BPD JAIL.",,,,,,,,,,,,,,,,,,CLOSED BY ARREST,,,
2/4/2019,14:34,,19-00306,,,MISC. SERVICE,,,,,LOST UC KEYS,,,,,,,,9520 INTERNATIONAL BLVD,,,,,,,(FHA-E) REPORTS THE LOSS OF 6 UC KEYS,,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/4/2019,15:19,,19-00308,,,MISC. SERVICE,,,,,FOUND PROPERTY,,,,,,,,BANC TELE,,,,,,,"OCCD 2/4/19, 1519 HRS
FOUND MEDICATION, BANCROFT/TELEGRAPH. TO UCPD FOR SAFEKEEPING.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/4/2019,16:21,,,,,DISORDERLY CONDUCT,,,,,DRUNK IN PUBLIC,,,,,,,,BWW,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/4/2019,17:19,,19-00309,,,LARCENY/THEFT,,,,,GRAND THEFT -REPORT,,,,,,,,MLK,,,,,,,"OCCD 2/4/2019 1200-1630
(MH-28-S) REPORTS THEFT FROM A PERSON, UPPER SPROUL PLAZA. LOSS $20.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/4/2019,17:36,,19-00310,,,ALL OTHER OFFENSES,,,,,"OBSCENE, THREAT, ANNOYING CALL",,,,,,,,CAMPUS,,,,,,,"(FB-23-S) REPORTS ANNOYING, AND HARASSING COMMUNICATION VIA EMAILS/TEXTS, CAMPUS, OCCURED: 10/17/18-02/04/19 1736.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/4/2019,18:00,,,,,DISORDERLY CONDUCT,,,,,LODGING,,,,,,,,UNIVERSITY HALL,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2019,18:29,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,ASUC GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
2/4/2019,18:54,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-GROUNDS",,,,,,,,BANWAY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,19:08,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,DWINELLE HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,19:16,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,PIMENTEL HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,19:30,,,,,WELFARE CHECK,,,,,WELFARE CHECK,,,,,,,,MINOR HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,21:07,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,LOWER SPROUL PLAZA,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,21:13,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-UTILITIES",,,,,,,,UNIVERSITY VILLAGE ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,21:33,,19-00311,,,LARCENY/THEFT,,,,,"AUTO BURGLARY
-REPORT",,,,,,,,FRANK SCHLESSINGER WAY,,,,,,,CASE CANCELLED,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,21:36,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS VEHICLE,,,,,,,,FOOTHILL LOT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,21:45,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,HEARST GYM,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,22:04,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,BAN W PIED,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
2/4/2019,22:08,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,LOWER SPROUL PLAZA,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/4/2019,22:14,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,BANC/W COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/4/2019,22:53,,,,,OUTSIDE ASSIST,,,,,OUTSIDE ASSIST - BPD,,,,,,,,DULTON/ELLSWORTH,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2019             to       02/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2019,0:30,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,KINKEAD/RED OAK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,0:31,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,DWIGHT/IFO ROCHDALE,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/5/2019,0:38,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,MLK,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,0:45,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,JACKSON/MONROE,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/5/2019,0:49,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,UNDERHILL LOT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,0:53,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,,GENETICS & PLANT BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,0:55,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,COLLEGE/DURANT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
2/5/2019,0:58,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,,MORGAN HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,0:59,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,UNDERHILL LOT,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/5/2019,1:03,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,UVA OFFICE IFO,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
2/5/2019,1:12,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,ANNA HEAD,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/5/2019,1:30,,19-00313,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,CKC-7,,,,,,,"(MW-21-S) VICTIM OF ILLNESS, CKC-7. BFD RESPONDED AND TRANSPORTED TO ALTA BATES",,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,1:41,,19-00312,,,VANDALISM,,,,,MALICIOUS MISCHIEF - REPORT,,,,,,,,HILDEBRAND HALL,,,,,,,"VANDALISM VIA RED SPRAY PAINT, HILDEBRAND HALL.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/5/2019,1:46,,,,,OUTSIDE ASSIST,,,,,OUTSIDE ASSIST - BPD,,,,,,,,2518 DURANT AV,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,2:46,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,DURANT /ELLSWORTH,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2019,3:52,,,,,WELFARE CHECK,,,,,WELFARE CHECK,,,,,,,,STERN HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,5:21,,19-00314,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,SOUTH HALL,,,,,,,"(FW-35-E) REPORTS THREATENING EMAILS, SOUTH HALL.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/5/2019,7:21,,,,,DISORDERLY CONDUCT,,,,,LODGING,,,,,,,,REC SPRT FAC GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/5/2019,9:12,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,BOALT HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,9:48,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,CALVIN LAB,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,10:36,,,,,TOW,,,,,TOWED VEHICLE-POSTED TOW AREA,,,,,,,,NORTH SPROUL LOT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,11:01,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS VEHICLE,,,,,,,,8TH HARRISON,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/5/2019,11:12,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,HEARST EUCLID,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/5/2019,11:22,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,LEROY LECONTE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,,,
2/5/2019,11:46,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,BANWAY LOT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,11:41,,19-00316,,,MISC. SERVICE,,,,,LOST UC KEYS,,,,,,,,UNKNOWN - UNITED KINGDOM,,,,,,,"OCCURRED: 12/27/2019
(MXA-S) REPORTS THE LOSS OF 2 UC KEYS.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/5/2019,12:15,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,OXFORD UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/5/2019,12:17,,,,,ALL OTHER OFFENSES,,,,,DISTURBING THE PEACE,,,,,,,,DWINELLE HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,12:36,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,LAWRENCE HALL OF SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,13:31,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,BANWAY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,13:41,,,,,WELFARE CHECK,,,,,WELFARE CHECK,,,,,,,,2109 BANCROFT,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/5/2019,13:54,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,UNIVERSITY HALL WEST LOT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,13:56,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,14:05,,,,,VEHICLE CODE VIOLATION,,,,,VEHICLE CODE VIOLATION,,,,,,,,SPROUL HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,14:22,,19-00317,,,MEDICAL EVENT,,,,,INJURY OR ILLNESS,,,,,,,,UNIT-1 FREEBORN,,,,,,,"(FA-18-S) VICTIM OF ILLNESS, UNIT-1 FREEBORN TO ABH VIA BFD.",,,,,,,,,,,,,,,,,,CLOSED,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2019,14:31,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,GILMAN HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,15:37,,,,,MISC. SERVICE,,,,,CIVIL ADVICE,,,,,,,,UPPER SPROUL PLAZA,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,16:13,,,,,SUPPLEMENT,,,,,SUPPLEMENT,,,,,,,,BANCROFT ELLSWORTH,,,,,,,"OCCURRED: 02/05/19 1618 HOURS SUPPLEMENT UCPD CASE : 18-02282
GUIZA, MARCO (MH-37-O) ARRESTED FOR ONE UCPD MISDEMEANOR WARRANT, 2300 BLK TELEGRAPH AVE. TO BPD JAIL.",,,,,,,,,,,,,,,,,,CLOSED BY ARREST,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"SUPPLEMENT UCPD CASE 15-03132
GUIZA, MARCO (MH-37-O) ARRESTED FOR ONE UCPD MISDEMEANOR WARRANT, 2300 BLK TELEGRAPH AVE. TO BPD JAIL",,,,,,,,,,,,,,,,,,,,,
2/5/2019,16:23,,19-00318,,,ALL OTHER OFFENSES,,,,,WARRANT ARREST,,,,,,,,BANCROFT ELLSWORTH,,,,,,,"OCCURRED: 02/05/19 1618 HOURS
GUIZA, MARCO (MH-37-O) ARRESTED FOR ONE BPD MISDEMEANOR WARRANT, 2300 BLK TELEGRAPH AVE. TO BPD JAIL.",,,,,,,,,,,,,,,,,,CLOSED BY ARREST,,,
2/5/2019,17:06,,,,,MISC. SERVICE,,,,,CODE 5,,,,,,,,UNIVERSITY VILLAGE ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,17:28,,,,,MAINTENANCE ISSUE,,,,,"CAMPUS CONDITION
-GROUNDS",,,,,,,,COFFER DAM,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/5/2019,21:03,,19-00319,,,LARCENY/THEFT,,,,,"AUTO BURGLARY
-REPORT",,,,,,,,EPWORTH LOT,,,,,,,"OCCD 02/05/2019 1815-1835
(MH-52-E) REPORTS AUTO BURGLARY VIA WINDOW SMASH TO GRAY 2004 VW PASSAT, 5GKE355, EPWORTH LOT. TAKE OF A BLUE BACKPACK, LOSS $50.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/5/2019,21:11,,,,,LARCENY/THEFT,,,,,PETTY THEFT -REPORT,,,,,,,,CKC TRACK,,,,,,,,,,,,,,,,,,,,,,,,,CANCELLED,,,
2/5/2019,21:31,,,,,TRAFFIC STOP,,,,,TRAFFIC STOP,,,,,,,,HEARST/LECONTE,,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,,,
2/5/2019,22:00,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,2614 DWIGHT WAY,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2019             to       02/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2019,0:50,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,LOWER SPROUL PLAZA,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,1:01,,,,,OUTSIDE ASSIST,,,,,OUTSIDE ASSIST - BPD,,,,,,,,HASTE/TELE,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,1:20,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,RED OAK/6TH,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/6/2019,1:35,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,GPB GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/6/2019,3:40,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS VEHICLE,,,,,,,,BOALT LOT,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,5:49,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,MEMORIAL GLADE,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/6/2019,6:22,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS PERSON,,,,,,,,UNIT-1 DEUTSCH,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,7:05,,,,,DISORDERLY CONDUCT,,,,,LODGING,,,,,,,,REC SPRT FAC GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
2/6/2019,7:29,,19-00320,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,,SPROUL HALL,,,,,,,"OCCD 2/6/2019 0729
BROKEN PELLET GUN FOUND, TAKEN FOR DESTRUCTION, SPROUL HALL.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
2/6/2019,8:17,,,,,SUPPLEMENT,,,,,SUPPLEMENT,,,,,,,,UCPD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,8:41,,,,,SUSPICIOUS EVENT,,,,,SUSPICIOUS VEHICLE,,,,,,,,865 KINKEAD,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,11:20,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,CALVIN LAB,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,12:54,,,,,PEDESTRIAN STOP,,,,,SUSPECT STOP,,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,,,
Date/Time        Case #,,,,,,,Category,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2019,13:07,,,,,WELFARE CHECK,,,,,CHECK WELFARE- 911 CALL,,,,,,,,WURSTER HALL,,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,
2/6/2019,13:18,,19-00321,,,VANDALISM,,,,,MALICIOUS MISCHIEF - REPORT,,,,,,,,MAGNES BLDG,,,,,,,"OCCD 2/1/2019-2/6/2019 UNK TIME
(MUA-E) REPORTS VANDALISM VIA WAX CRAYON, MARKER, AND STICKER, MAGNES BLDG.",,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,,
