1/17/18,0:51,,18-00140,,,ALL OTHER OFFENSES,,,,,,WARRANT ARREST,,,,,,,UNIT-1,,,,,,,,,"OCCD 1/17/2018, 0051
LEE, NICHOLAS K (MW-57-O) ARRESTED ON TWO BPD MISDEMEANOR WARRANTS, UNIT-1 LOADING DOCK TO BPD JAIL.",,,,,,,,,,,,,,,CLOSED BY ARREST,
1/17/18,2:47,,,,,PEDESTRIAN STOP,,,,,,SUSPECT STOP,,,,,,,UNIT-2 SOUTH,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/17/18,3:19,,,,,PEDESTRIAN STOP,,,,,,SUSPECT STOP,,,,,,,BECHTEL TERRACE / E,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,5:28,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,CROSSROADS,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,6:48,,,,,MISC. SERVICE,,,,,,FURNISH TRANSPORT,,,,,,,SACRAMENTO,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,7:40,,18-00141,,,MISC. SERVICE,,,,,,LOST PROPERTY,,,,,,,FRANK SCHLESSINGER WAY,,,,,,,,,"OCCD 1/16/2018, 1200-1300
(FA-23-E) REPORTS LOSS OF HER CAL 1 CARD, FRANK SCHLESSINGER WAY.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,7:57,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,8:29,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,2121 ALLSTON WAY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,8:39,,,,,ALARM SERVICE,,,,,,ALARM TEST-SERVICE IN PROGRESS,,,,,,,SIMPSON CENTER,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/17/18,9:06,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,GAYLEY/RIM WAY,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/17/18,9:26,,18-00142,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,14704 PIRCHARD ST,,,,,,,,,"OCCD 1/17/2018, 0926
(MXA-E) REPORTS THE LOSS OF 2 UC KEYS.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,10:18,,18-00143,,,ALL OTHER OFFENSES,,,,,,TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT,,,,,,,945 OHLONE AVE,,,,,,,,,"OCCD 1/17/18, 1018
(FWA-E) REPORTS TRESPASSER, UVA-963
SUSPECT: MW, 35-40, 5'06, BROWN HAIR, HEAVY BUILD.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,10:44,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS VEHICLE,,,,,,,600 RED OAK AVE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,11:13,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,FOOTHILL-1,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,11:19,,,,,OUTSIDE ASSIST,,,,,,"OUTSIDE ASSIST
-MISCELLANEOUS",,,,,,,2601 COLLEGE AVE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,11:32,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-UTILITIES",,,,,,,WICKSON GATE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,11:33,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS VEHICLE,,,,,,,405 RED OAK AVE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,12:35,,18-00145,,,LARCENY/THEFT,,,,,,PETTY THEFT -REPORT,,,,,,,DONNER LAB,,,,,,,,,"OCCD 01/16/2018, 1500-1830
(MH-66-F) REPORTS THEFT OF UC PARKING PERMIT FROM HIS UNSECURED VEHICLE,DONNER LAB.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,12:37,,18-00144,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,2100 CHANNING WAY,,,,,,,,,"OCCD 1/16/18, 1700
(MWA-E), (MWA-E), (FWA-E) AND (MWA-E) VICTIMS OF EXPOSURE, 2100 CHANNING. WILL SEEK OWN MEDICAL.",,,,,,,,,,,,,,,CLOSED,
1/17/18,13:19,,18-00146,,,LARCENY/THEFT,,,,,,PETTY THEFT -BIKE REPORT,,,,,,,UVA-163,,,,,,,,,"OCCD 1/17/18, 0700-1320
(FX-22-S) REPORTS THEFT OF SILVER ADVENTURER FOLDING BIKE, UVA-163, LOSS $100.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,13:36,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,KROEBER PLAZA,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/17/18,13:54,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,LAWRENCE HALL OF SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,14:15,,,,,VEHICLE CODE VIOLATION,,,,,,VEHICLE CODE VIOLATION,,,,,,,A & E,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/17/18,14:33,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,UNIT-1 CHRISTIAN,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,14:34,,,,,ALL OTHER OFFENSES,,,,,,DISTURBING THE PEACE,,,,,,,DWINELLE LOT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,14:44,,,,,PEDESTRIAN STOP,,,,,,SUSPECT STOP,,,,,,,LBNL-67,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,14:45,,,,,LARCENY/THEFT,,,,,,GRAND THEFT -ATTEMPT,,,,,,,CLARK KERR CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/17/18,15:00,,,,,OTHER ASSAULTS,,,,,,BATTERY -REPORT,,,,,,,PEOPLES PARK,,,,,,,,,,,,,,,,,,,,,,,,UNFOUNDED,
1/17/18,15:10,,18-00147,,,FORGERY AND COUNTERFEITING,,,,,,FRAUDULENT USE OF CREDIT CARD,,,,,,,BANCROFT LIBRARY,,,,,,,,,"OCCD 01/17/18, 1510
(FX-49-E) REPORTS ATTEMPTED FRAUDULENT USE OF UC BLU CARD, BANCROFT LIBRARY. NO LOSS.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,15:17,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,JACKSON AND 8TH,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,15:30,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,BOWDITCH S/ HASTE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,15:37,,18-00148,,,ALL OTHER OFFENSES,,,,,,"OBSCENE, THREAT, ANNOYING CALL",,,,,,,MANVILLE APTS,,,,,,,,,"OCCD 05/2016-05/2017
(FA-24-S) REPORTS HARRASING/UNWANTED EMAILS, HAAS BUSINESS SCHOOL.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,15:50,,,,,SPECIAL EVENT,,,,,,SPECIAL EVENT -SPORTS,,,,,,,HAAS PAVILION,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,16:30,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,BANCROFT AND BOWDITCH,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/17/18,17:14,,,,,ALL OTHER OFFENSES,,,,,,DISTURBING THE PEACE,,,,,,,DWINELLE HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,17:21,,,,,ALL OTHER OFFENSES,,,,,,DISTURBING THE PEACE,,,,,,,ANNA HEAD,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,17:51,,,,,ALL OTHER OFFENSES,,,,,,DISTURBING THE PEACE,,,,,,,ANNA HEAD,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,18:16,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,ANNA HEAD,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/17/18,18:29,,,,,OUTSIDE ASSIST,,,,,,"OUTSIDE ASSIST
-MISCELLANEOUS",,,,,,,GRIZZLY PEAK BLVD,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,20:12,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON - REPORT,,,,,,,I HOUSE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,20:13,,18-00149,,,DRUG VIOLATIONS,,,,,,POSS OF MARIJUANA FOR SALE,,,,,,,LHS TERRACE LOT,,,,,,,,,"OCCD 1/17/18, 2013
TECLE, DAMON (MB-21-O) CITED FOR POSSESSION OF MARIJUANA FOR SALE, LHS TERRACE LOT.",,,,,,,,,,,,,,,CLOSED BY CITATION,
1/17/18,21:59,,18-00150,,,MISC. SERVICE,,,,,,CIVIL ADVICE,,,,,,,ESHLEMAN HALL,,,,,,,,,"OCCD 1/17/18, 2159
(FOA-S) GIVEN ADVICE REGARDING POSSIBLE STALKER, ESHLEMAN HALL.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/17/18,22:00,,,,,MISC. SERVICE,,,,,,TIPNOW SERVICE CALL,,,,,,,FULTON DURANT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/17/18,22:23,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,ESHLEMAN HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/17/18,,23:04,,18-00151,,LARCENY/THEFT,,,,,PETTY THEFT -REPORT,,,,,,,CROSSROADS,,,,,"OCCD 1/17/18 1900-2230
(MA-18-S) REPORTS THEFT OF BLACK SWISS GEAR BACKPACK AND SILVER SURFACE PRO TABLET, CROSSROADS. LOSS $880.",,,,,,,,,,,,,,,,,,,UNDER INVESTIGATION,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/18/2018             to       01/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/18/18,0:14,,,,,ALL OTHER OFFENSES,,,,,,"DISTURBING
PEACE-ENTERTAINMENT",,,,,,,LHS VISTA LOT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,0:23,,,,,MISC. SERVICE,,,,,,MISC SERVICE,,,,,,,CORY HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,0:31,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,LHS VISTA LOT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/18/18,2:01,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-SECURITY",,,,,,,HAAS PAVILION,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,2:10,,18-00152,,,ALL OTHER OFFENSES,,,,,,EXCLUSION FROM CAMPUS,,,,,,,GRINNELL PATH,,,,,,,,,"OCCD 1/18/18, 0210 HRS
(MB-54-O) CURFEW VIOLATION, LITTERING, AND EXCLUDED FROM UC PROPERTY FOR 7 DAYS, GRINNELL PATH.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,3:14,,18-00153,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,TOLMAN HALL,,,,,,,,,"OCCD 1/18/18, 0314
MCCLAY, JAVARRI (MB-21-O) CITED FOR LODGING, TOLMAN HALL.",,,,,,,,,,,,,,,CLOSED BY CITATION,
1/18/18,5:38,,18-00154,,,ALL OTHER OFFENSES,,,,,,TAMPER WITH FIRE ALARM,,,,,,,UNDERHILL LOT,,,,,,,,,"OCCD 1/18/18, 0538
UNKNOWN SUBJECT TAMPERED WITH THE FIRE ALARM, UNDERHILL LOT.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,8:17,,18-00159,,,OTHER ASSAULTS,,,,,,BATTERY -REPORT,,,,,,,WARRING ST,,,,,,,,,"OCCD 01/17/2018, UNKNOWN TIME
(MX-A-S) VICTIM OF INJURY, WARRING STREET.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,8:55,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,LATIMER HALL,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
1/18/18,9:09,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS VEHICLE,,,,,,,RED OAK W OF 8TH,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,9:16,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON - REPORT,,,,,,,2339 HASTE ST,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,11:41,,18-00155,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,DURANT HALL,,,,,,,,,"OCCD 01/18/2018, 1141
(FW-44-E) REPORTS THE LOSS OF 1 UC KEY, DURANT HALL.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,11:51,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,BANC/SHATTUCK,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,
1/18/18,11:59,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS PERSON,,,,,,,UNIVERSITY HALL,,,,,,,,,,,,,,,,,,,,,,,,FIELD IDENTIFICATION CARD,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/18/18,12:05,,18-00160,,,MISC. SERVICE,,,,,,CIVIL ADVICE,,,,,,,420 KULA GULF AVE.,,,,,,,,,"OCCD 01/18/2018, 1205
(MH-A-O) GIVEN CIVIL ADVICE REGARDING PREVIOSLY REPORTED INCIDENTS, UCPD.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,12:47,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,LAWRENCE HALL OF SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,12:49,,18-00156,,,MISC. SERVICE,,,,,,FOUND PROPERTY,,,,,,,BEARS LAIR,,,,,,,,,"OCCD 01/18/2018, 1250
FOUND DUFFEL BAG, BEARS LAIR TO UCPD FOR SAFE KEEPING.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,13:00,,18-00157,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,1243 ALLSTON WAY,,,,,,,,,"OCCD 01/18/2018, 1302
(MXA-S) REPORTS THE LOSS OF 1 UC KEY.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,13:11,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,CORY HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,14:18,,,,,ALARM,,,,,,EMERGENCY ALARM,,,,,,,2000 CARLETON,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,14:21,,,,,MISC. SERVICE,,,,,,FURNISH TRANSPORT,,,,,,,DWINELLE HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,14:39,,18-00158,,,LARCENY/THEFT,,,,,,PETTY THEFT -BIKE REPORT,,,,,,,UNIT-1 DEUTSCH,,,,,,,,,"OCCD 11/15/17 - 11/25/17
(MW-18-S) REPORTS THEFT OF BLACK 3 SPEED CREME TEMPO-SOLO MENS HYBRID BICYCLE, UNIT-1. LOSS $764.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,15:49,,18-00161,,,MOTOR VEHICLE THEFT,,,,,,VEHICLE THEFT -REPORT,,,,,,,ELLSWORTH PARKING STRUCTURE,,,,,,,,,"OCCD 1/17/2018, 1700 - 01/18/2018, 1030
(MH-44-E) REPORTS THEFT OF SILVER 2007 TOYOTA CORROLA, 6LHN452, ELLSWORTH PARKING STRUCTURE.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/18/18,15:56,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,2533 TELEGRAPH AV,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,16:01,,18-00162,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,UNIVERSITY VILLAGE ALBANY,,,,,,,,,"OCCD 01/18/2018, 1601
(MH-A-E) VICTIM OF INJURY, UVA. SOUGHT OWN MEDICAL ATTENTION.",,,,,,,,,,,,,,,CLOSED,
1/18/18,16:18,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,LBNL-50A,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,16:28,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,CHAN W BOWDITCH,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/18/18,16:47,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE - REPORT,,,,,,,HEARST FIELD ANNEX,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,18:19,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,2100 CENTER,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,
1/18/18,18:34,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS VEHICLE,,,,,,,UNIVERSITY HALL WEST LOT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/18/18,18:58,,,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,TANG CENTER,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,21:04,,,,,PEDESTRIAN STOP,,,,,,PEDESTRIAN STOP,,,,,,,SPACE SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,22:05,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,MEMORIAL STADIUM,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/18/18,22:14,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS VEHICLE,,,,,,,HAAS CLUBHOUSE POOL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/18/18,22:16,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,6 ST N HARRISON,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,
1/18/18,23:15,,18-00163,,,TOW,,,,,,TOWED VEHICLE-NO ONE WITH DL,,,,,,,6TH / N GILMAN,,,,,,,,,"OCCD 1/18/2018, 2315
BLACK 2001 NISSAN ALTIMA, 4UUT790, TOWED FOR NO LICENSED DRIVER AND REGISTRATION EXPIRED OVER 6 MONTHS, 6TH/GILMAN TO AVENUE TOW.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY CRIME LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2018             to       01/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
1/19/18,0:24,,18-00164,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,UNIT-3 SPENS/BLACK,,,,,,,,,"OCCD 01/19/2018, 0024
(FA-18-S) VICTIM OF ALCOHOL RELATED ILLNESS, UNIT-3 SPENS-BLACK TO ABH VIA BFD.",,,,,,,,,,,,,,,CLOSED,
1/19/18,0:34,,18-00165,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,HAAS PAVILION,,,,,,,,,"OCCD 1/19/2018, 0034
(FW-21-S) VICTIM OF ALCOHOL RELATED ILLNESS, HAAS PAVILION TO ABH VIA BFD.",,,,,,,,,,,,,,,CLOSED,
1/19/18,0:34,,,,,VEHICLE CODE VIOLATION,,,,,,VEHICLE CODE VIOLATION,,,,,,,755 OHLONE AVE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/19/18,1:02,,18-00166,,,ALL OTHER OFFENSES,,,,,,TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT,,,,,,,LATIMER HALL,,,,,,,,,"OCCD 1/19/2018, 0102
THOMAS, BAKARI N (MB-30-O) ARRESTED FOR PROWLING, TRESPASSING WITHOUT CONSENT AND EXCLUDED FROM UC PROPERTY FOR 7 DAYS, LATIMER HALL TO BPD JAIL.",,,,,,,,,,,,,,,CLOSED BY ARREST,
1/19/18,7:20,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE,,,,,,,DWINELLE HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,7:44,,,,,OUTSIDE ASSIST,,,,,,OUTSIDE ASSIST - BPD,,,,,,,B&T,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,8:30,,,,,MAINTENANCE ISSUE,,,,,,"CAMPUS CONDITION
-GROUNDS",,,,,,,LBNL-62,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,8:44,,,,,ALL OTHER OFFENSES,,,,,,DISTURBING THE PEACE,,,,,,,CESAR CHAVEZ CENTER,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,8:52,,,,,TRAFFIC,,,,,,ACCIDENT / NO INJURIES,,,,,,,CENTENNIEL DR,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,9:48,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,PIED/DURANT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/19/18,10:05,,,,,MISC. SERVICE,,,,,,PROPERTY DAMAGE,,,,,,,1995 UNIVERSITY AV,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,11:00,,18-00167,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,MCCONE HALL,,,,,,,,,"OCCD 05/01/2017 - 05/10/2017
(FO-22-S) REPORTS LOSS OF ONE UC KEY, UNKNOWN LOCATION.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/19/18,11:09,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,KOSHLAND HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
Date/Time        Case #,,,,,,Category,,,Incident Description,,,,,,,,,,Location,,,Synopsis                                                                                               Disposition,,,,,,,,,,,,,,,,,,,,,,
"1/19/18
1/19/18","11:16
11:48",,,,,"SUSPICIOUS EVENT
VEHICLE CODE",,,,,,"SUSPICIOUS CIRCUMSTANCE
VEHICLE CODE",,,,,,,"ASUC
BANCROFT IFO KROEBER",,,,,,,,,,,,,,,,,,,,,,,,"CLOSED
CLOSED BY CITATION",
,,,,,,VIOLATION,,,,,,VIOLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18,12:46,,18-00168,,,TOW,,,,,,TOWED VEHICLE-POSTED TOW AREA,,,,,,,UVA-107,,,,,,,,,"OCCD 01/19/2018, 1246
GREY 2004 CHEVY TAHOE, 5HYN619, TOWED FOR PARKING IN POSTED TOW AWAY ZONE, UVA-107 TO EAST BAY TOW.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/19/18,12:52,,,,,MISC. SERVICE,,,,,,SMOKE INVESTIGATION,,,,,,,STRUCTURE B,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,14:14,,18-00169,,,LARCENY/THEFT,,,,,,PETTY THEFT -REPORT,,,,,,,MORGAN HALL,,,,,,,,,"OCCD 01/18/2018, 1100
(MW-16-S) REPORTS THEFT OF WALLET AND CONTENTS, MORGAN HALL. LOSS $85.00.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/19/18,14:38,,,,,WELFARE CHECK,,,,,,CHECK WELFARE- 911 CALL,,,,,,,MINOR HALL ADDITION,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,14:44,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,SPACE SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,15:47,,,,,TRAFFIC STOP,,,,,,TRAFFIC STOP,,,,,,,CHANNING AND PEIDMONT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/19/18,16:24,,,,,MISC. SERVICE,,,,,,LOST UC KEYS,,,,,,,UNIVERSITY HALL,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,16:31,,,,,MEDICAL EVENT,,,,,,INJURY OR ILLNESS,,,,,,,TANG CENTER,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,17:07,,18-00170,,,LARCENY/THEFT,,,,,,PETTY THEFT-IN PROGRESS,,,,,,,2120 OXFORD,,,,,,,,,"OCCD 01/19/2018, 1700
(MA-27-E) REPORTS THEFT OF TWO HEADPHONES, BAMPFA MUSEUM. $24 LOSS.",,,,,,,,,,,,,,,UNDER INVESTIGATION,
1/19/18,17:47,,,,,VEHICLE CODE VIOLATION,,,,,,VEHICLE CODE VIOLATION,,,,,,,ELLSWORTH DURANT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED BY CITATION,
1/19/18,17:48,,,,,ALL OTHER OFFENSES,,,,,,DISTURBING THE PEACE,,,,,,,WEST CRESCENT,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,19:47,,,,,SUSPICIOUS EVENT,,,,,,SUSPICIOUS CIRCUMSTANCE - REPORT,,,,,,,MEMORIAL GLADE,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
1/19/18,20:11,,,,,DISORDERLY CONDUCT,,,,,,LODGING,,,,,,,CESAR CHAVEZ CENTER,,,,,,,,,,,,,,,,,,,,,,,,WARNING ISSUED,
1/19/18,20:13,,,,,MISC. SERVICE,,,,,,FURNISH TRANSPORT,,,,,,,UCPD,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,
