date_reported,case_number,incident,location,date_occurred,time_occurred,time_reported,university
2016-06-03,16-01315,MISC. SERVICE--PROPERTY CONFISCATION,PEOPLES PARK,2016-06-03,16:42,NA,University of California-Berkeley
2016-06-03,16-01316,OUTSIDE ASSIST--OUTSIDE ASSIST -,GRIZZLY PEAK BLVD,2016-06-03,8:50,NA,University of California-Berkeley
2016-06-03,16-01317,STOLEN PROPERTY--POSSESSION OF STOLEN,605 OHLONE AVE,2016-06-03,19:57,NA,University of California-Berkeley
2016-06-03,16-01318,MEDICAL EVENT--INJURY OR ILLNESS,GREEK THEATER,2016-06-03,22:17,NA,University of California-Berkeley
2016-06-04,16-01319,OUTSIDE ASSIST--OUTSIDE ASSIST - BPD,IFO PAPPYS,2016-06-04,2:45,NA,University of California-Berkeley
2016-06-04,16-01320,MEDICAL EVENT--INJURY OR ILLNESS,REC SPRT FAC,2016-06-04,12:05,NA,University of California-Berkeley
2016-06-04,16-01322,MEDICAL EVENT--INJURY OR ILLNESS,MEMORIAL STADIUM,2016-06-04,23:45,NA,University of California-Berkeley
2016-06-04,16-01321,MISC. SERVICE--PROPERTY CONFISCATION,WEST END WAY,2016-06-04,23:21,NA,University of California-Berkeley
2016-06-05,16-01323,LARCENY/THEFT--BICYCLE THEFT -IN PROGRESS,ALUMNI HOUSE,2016-06-05,12:40,NA,University of California-Berkeley
2016-06-05,16-01324,FIRE--FIRE OF UNKNOWN TYPE,670 KULA GULF WAY,2016-06-05,12:52,NA,University of California-Berkeley
2016-06-05,16-01325,ALL OTHER OFFENSES--OBEDIENCE OF TRAFFIC,SHATT ADDISON,2016-06-05,14:37,NA,University of California-Berkeley
2016-06-06,16-01330,LARCENY/THEFT--BICYCLE THEFT -IN PROGRESS,HERTZ HALL,2016-06-06,9:10,NA,University of California-Berkeley
2016-06-06,16-01326,LARCENY/THEFT--PETTY THEFT -BIKE REPORT,605 OHLONE AVE,2016-05-31,18:00,NA,University of California-Berkeley
2016-06-06,16-01327,MISC. SERVICE--LOST UC KEYS,UNKNOWN,2014-12-01,0:01,NA,University of California-Berkeley
2016-06-06,16-01328,MISC. SERVICE--LOST UC KEYS,UNIVERSITY HALL,2016-05-31,16:00,NA,University of California-Berkeley
2016-06-06,16-01329,MEDICAL EVENT--INJURY OR ILLNESS,STEPHENS HALL,2016-06-06,13:35,NA,University of California-Berkeley
2016-06-06,16-01331,MISC. SERVICE--LOST UC KEYS,UNKNOWN,2016-05-27,19:00,NA,University of California-Berkeley
2016-06-06,16-01332,MEDICAL EVENT--INJURY OR ILLNESS,3200 REGATTA BLVD,2016-06-06,15:20,NA,University of California-Berkeley
2016-06-06,16-01333,MISC. SERVICE--PROPERTY CONFISCATION,CENTER OXFORD,2016-06-06,15:32,NA,University of California-Berkeley
2016-06-06,16-01334,MAINTENANCE ISSUE--CAMPUS CONDITION -,CESAR CHAVEZ CENTER,2016-06-06,17:38,NA,University of California-Berkeley
2016-06-06,16-01335,CALIFORNIA CODE OF--CALIFORNIA CODE OF,PEOPLES PARK,2016-06-06,20:50,NA,University of California-Berkeley
2016-06-06,16-01336,ALL OTHER OFFENSES--WARRANT ARREST,UNIT-3 IDA SPROUL,2016-06-06,22:31,NA,University of California-Berkeley
2016-06-07,16-01337,SEX OFFENSES--INDECENT EXPOSURE,REC SPRT FAC,2016-06-07,6:25,NA,University of California-Berkeley
2016-06-07,16-01338,MISC. SERVICE--PROPERTY CONFISCATION,OXFORD LOT,2016-06-07,8:16,NA,University of California-Berkeley
2016-06-07,16-01339,LARCENY/THEFT--PETTY THEFT -BIKE REPORT,UVA-121,2016-06-06,20:00,NA,University of California-Berkeley
2016-06-07,16-01340,LARCENY/THEFT--PETTY THEFT -REPORT,UNDERHILL LOT,2016-06-01,16:30,NA,University of California-Berkeley
2016-06-07,16-01341,LARCENY/THEFT--PETTY THEFT -BIKE REPORT,UVA-123,2016-06-06,19:00,NA,University of California-Berkeley
2016-06-07,16-01342,SUSPICIOUS EVENT--SUSPICIOUS PERSON,2427 DWIGHT WAY,2016-06-07,14:10,NA,University of California-Berkeley
2016-06-07,16-01343,MEDICAL EVENT--MENTALLY ILL COMMITMENT,TELEGRAPH AV,2016-06-07,14:23,NA,University of California-Berkeley
2016-06-07,16-01346,LARCENY/THEFT--GRAND THEFT -BIKE REPORT,UVA-102,2016-06-06,20:00,NA,University of California-Berkeley
2016-06-07,16-01344,MISC. SERVICE--PROPERTY DAMAGE,OAKLAND,2016-06-02,21:12,NA,University of California-Berkeley
2016-06-07,16-01345,WEAPONS VIOLATIONS--POSS KNIFE ON UNIV,PEOPLES PARK,2016-06-07,14:23,NA,University of California-Berkeley
2016-06-08,16-01347,MAINTENANCE ISSUE--CAMPUS CONDITION -,CENTENNIAL GATE,2016-06-08,3:56,NA,University of California-Berkeley
2016-06-08,16-01348,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE -,EVANS HALL,2016-05-22,14:03,NA,University of California-Berkeley
2016-06-08,16-01349,MEDICAL EVENT--INJURY OR ILLNESS,RICHMOND FIELD STATION,2016-06-08,13:40,NA,University of California-Berkeley
2016-06-08,16-01350,LARCENY/THEFT--PETTY THEFT -BIKE REPORT,865 KINKEAD WAY,2016-05-30,12:00,NA,University of California-Berkeley
2016-06-08,16-01351,RAPE--RAPE -REPORT,UNIT-3,2016-05-29,23:00,NA,University of California-Berkeley
2016-06-09,16-01355,LARCENY/THEFT--AUTO BURGLARY -REPORT,UVA-167,2016-06-09,0:30,NA,University of California-Berkeley
2016-06-09,16-01352,MISC. SERVICE--FOUND PROPERTY,PEOPLES PARK,2016-06-09,8:56,NA,University of California-Berkeley
2016-06-09,16-01353,MISC. SERVICE--CIVIL ADVICE,MOSES HALL,2016-06-09,9:34,NA,University of California-Berkeley
2016-06-09,16-01354,MISC. SERVICE--FOUND PROPERTY,ASUC,2016-06-09,11:33,NA,University of California-Berkeley
2016-06-09,16-01356,FIRE--FIRE OF UNKNOWN TYPE,UVA COMMUNITY CENTER,2016-06-09,14:00,NA,University of California-Berkeley
2016-06-09,16-01357,MEDICAL EVENT--INJURY OR ILLNESS,CAMPUS,2016-06-09,11:20,NA,University of California-Berkeley
2016-06-09,16-01358,MISC. SERVICE--FOUND PROPERTY,DOE LIBRARY,2016-06-09,15:33,NA,University of California-Berkeley
2016-06-09,16-01359,DRUG VIOLATIONS--POSSESSION OF CANNABIS,EUCALYPTUS GROVE,2016-06-09,16:22,NA,University of California-Berkeley
2016-06-09,16-01360,ALL OTHER OFFENSES--VIOLATION OF COURT ORDER,UPPER SPROUL PLAZA,2016-06-09,17:14,NA,University of California-Berkeley
2016-06-09,16-01361,ALL OTHER OFFENSES--EXCLUSION FROM CAMPUS,GRINNELL PATH,2016-06-09,21:44,NA,University of California-Berkeley
2016-06-10,16-01362,ALL OTHER OFFENSES--EXCLUSION FROM CAMPUS,415 KULA GULF,2016-06-10,4:18,NA,University of California-Berkeley
2016-06-10,16-01363,MISC. SERVICE--PROPERTY DAMAGE,BARROWS HALL,2016-06-10,12:56,NA,University of California-Berkeley
2016-06-10,16-01366,MOTOR VEHICLE THEFT--VEHICLE THEFT -REPORT,5044 WOODMINSTER LN,2016-06-10,17:41,NA,University of California-Berkeley
2016-06-10,16-01364,LARCENY/THEFT--PETTY THEFT-IN PROGRESS,HAAS PAVILION,2016-06-10,21:03,NA,University of California-Berkeley
2016-06-10,16-01365,ALL OTHER OFFENSES--VIOLATION OF PROBATION,URBAN OUTFITTERS,2016-06-10,21:34,NA,University of California-Berkeley
2016-06-10,16-01367,ALL OTHER OFFENSES--RULE VIOLATION,HAAS BUSINESS SCHOOL,2016-06-10,21:59,NA,University of California-Berkeley
2016-06-11,16-01368,MISC. SERVICE--PROPERTY DAMAGE,DWINELLE HALL,2016-06-11,9:44,NA,University of California-Berkeley
2016-06-11,16-01369,VANDALISM--TAMPERING WITH VEHICLE-,UNDERHILL LOT,2016-06-10,22:30,NA,University of California-Berkeley
2016-06-11,16-01370,VANDALISM--MALICIOUS MISCHIEF - REPORT,MOFFITT LIBRARY,2016-06-10,23:00,NA,University of California-Berkeley
2016-06-11,16-01371,MEDICAL EVENT--INJURY OR ILLNESS,BANCROFT BOWDITCH,2016-06-10,21:34,NA,University of California-Berkeley
2016-06-13,16-01372,LARCENY/THEFT--AUTO BURGLARY -REPORT,COFFER DAM,2016-06-13,8:34,NA,University of California-Berkeley
2016-06-13,16-01373,TRAFFIC--ACCIDENT / NO INJURIES,SPIEKER PLAZA,2016-06-13,9:11,NA,University of California-Berkeley
2016-06-13,16-01374,OUTSIDE ASSIST--OUTSIDE ASSIST -,UCPD RENO,2016-06-06,8:00,NA,University of California-Berkeley
2016-06-14,16-01375,LARCENY/THEFT--PETTY THEFT -REPORT,UNIT-1,2016-06-13,11:30,NA,University of California-Berkeley
2016-06-14,16-01376,LARCENY/THEFT--BICYCLE THEFT -IN PROGRESS,MORGAN HALL,2016-06-14,1:40,NA,University of California-Berkeley
2016-06-14,16-01377,MEDICAL EVENT--INJURY OR ILLNESS,RICHMOND FIELD STATION,2016-06-13,7:00,NA,University of California-Berkeley
2016-06-14,16-01378,SUSPICIOUS EVENT--SUSPICIOUS PERSON - REPORT,2339 HASTE ST,2016-06-07,14:00,NA,University of California-Berkeley
2016-06-14,16-01379,LARCENY/THEFT--PETTY THEFT -REPORT,ROCHDALE VILLAGE,2016-06-12,10:00,NA,University of California-Berkeley
2016-06-14,16-01380,MISC. SERVICE--PROPERTY DAMAGE,DWINELLE HALL,2016-06-14,16:08,NA,University of California-Berkeley
2016-06-15,16-01381,MOTOR VEHICLE THEFT--VEHICLE THEFT -REPORT,UVA-117,2016-06-14,21:00,NA,University of California-Berkeley
2016-06-15,16-01382,MISC. SERVICE--CIVIL ADVICE,TANG CENTER,2016-06-14,0:00,NA,University of California-Berkeley
2016-06-15,16-01383,ALL OTHER OFFENSES--EXCLUSION FROM CAMPUS,PEOPLES PARK,2016-06-15,19:30,NA,University of California-Berkeley
2016-06-16,16-01384,LARCENY/THEFT--PETTY THEFT -REPORT,UVA LAUNDRY-9,2016-06-15,23:30,NA,University of California-Berkeley
2016-06-16,16-01386,SUSPICIOUS EVENT--SUSPICIOUS PERSON,LI KA SHING,2016-06-16,12:26,NA,University of California-Berkeley
2016-06-16,16-01385,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,HARGROVE MUSIC LIBRARY,2016-06-16,12:30,NA,University of California-Berkeley
2016-06-16,16-01387,DISORDERLY CONDUCT--PROWLING/PRIV PROP,1952 OXFORD,2016-06-16,14:15,NA,University of California-Berkeley
2016-06-16,16-01388,FIRE--FIRE OF UNKNOWN TYPE,UNIVERSITY HALL WEST LOT,2016-06-16,15:00,NA,University of California-Berkeley
2016-06-16,16-01389,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE -,MINOR HALL ADDITION,2016-06-13,0:00,NA,University of California-Berkeley
2016-06-16,16-01390,MISC. SERVICE--PROPERTY DAMAGE,CAMPUS,2016-06-16,15:20,NA,University of California-Berkeley
2016-06-17,16-01391,LARCENY/THEFT--AUTO BURGLARY -REPORT,2223 FULTON ST,2016-06-16,15:00,NA,University of California-Berkeley
2016-06-17,16-01393,OUTSIDE ASSIST--OUTSIDE ASSIST -BOMB UNIT,812 TAMALPIAS AVE -,2016-06-17,14:02,NA,University of California-Berkeley
2016-06-17,16-01392,MISC. SERVICE--PROPERTY DAMAGE,2200 BANCROFT WAY,2016-06-10,17:00,NA,University of California-Berkeley
2016-06-17,16-01394,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE -,CAMPUS,2016-06-17,15:10,NA,University of California-Berkeley
2016-06-17,16-01395,MEDICAL EVENT--INJURY OR ILLNESS,3200 REGATTA,2016-06-13,14:00,NA,University of California-Berkeley
2016-06-17,16-01396,MISSING PERSON--MISSING PERSON,CAMPUS,2016-06-14,20:40,NA,University of California-Berkeley
2016-06-18,16-00404,SUPPLEMENT--SUPPLEMENT,INTERNET,2016-06-18,15:54,NA,University of California-Berkeley
2016-06-18,16-01399,SUSPICIOUS EVENT--SUSPICIOUS PERSON - REPORT,LOWER FIRE TRAIL,2016-06-17,17:30,NA,University of California-Berkeley
2016-06-18,16-01397,ALL OTHER OFFENSES--EXCLUSION FROM CAMPUS,PEOPLES PARK,2016-06-18,14:11,NA,University of California-Berkeley
2016-06-18,16-01398,MEDICAL EVENT--MENTALLY ILL COMMITMENT,PEOPLES PARK,2016-06-18,15:10,NA,University of California-Berkeley
2016-06-19,16-01400,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,GRINNELL PATH,2016-06-19,2:19,NA,University of California-Berkeley
2016-06-19,16-01401,OUTSIDE ASSIST--OUTSIDE ASSIST -,BERKELEY,2016-06-18,17:00,NA,University of California-Berkeley
2016-06-19,16-01402,MEDICAL EVENT--INJURY OR ILLNESS,DWINELLE HALL,2016-06-19,20:14,NA,University of California-Berkeley
2016-06-19,16-01403,MEDICAL EVENT--INJURY OR ILLNESS,DWINELLE HALL,2016-06-19,21:37,NA,University of California-Berkeley
2016-06-20,16-01404,MEDICAL EVENT--MENTALLY ILL COMMITMENT,UCPD,2016-06-20,4:15,NA,University of California-Berkeley
2016-06-20,16-01406,MISC. SERVICE--PROPERTY DAMAGE,SHARED SERVICES,2016-06-17,18:00,NA,University of California-Berkeley
2016-06-20,16-01405,MEDICAL EVENT--INJURY OR ILLNESS,UNIT-2 WADA,2016-06-20,10:00,NA,University of California-Berkeley
2016-06-20,16-01407,WELFARE CHECK--WELFARE CHECK,I HOUSE,2016-06-16,19:16,NA,University of California-Berkeley
2016-06-20,16-01408,WELFARE CHECK--WELFARE CHECK,MAX MARTINEZ,2016-06-20,18:06,NA,University of California-Berkeley
2016-06-20,16-01409,LARCENY/THEFT--PETTY THEFT -REPORT,ASUC,2016-06-20,17:00,NA,University of California-Berkeley
2016-06-20,16-01410,ALL OTHER OFFENSES--WARRANT ARREST,LOWER SPROUL PLAZA,2016-06-20,23:35,NA,University of California-Berkeley
2016-06-21,16-01411,OTHER ASSAULTS--SPOUSAL/COHAB ABUSE,WEST CRESCENT,2016-06-21,6:30,NA,University of California-Berkeley
2016-06-21,16-01412,LARCENY/THEFT--AUTO BURGLARY -REPORT,2111 BANCROFT WAY,2016-06-20,22:00,NA,University of California-Berkeley
2016-06-21,16-01413,WEAPONS VIOLATIONS--BRANDISHING WEAPON,ELLSWORTH PARKING,2016-06-20,20:15,NA,University of California-Berkeley
2016-06-21,16-01414,TRAFFIC--ACCIDENT / NO INJURIES,ASUC GARAGE,2016-06-21,10:44,NA,University of California-Berkeley
2016-06-21,16-01415,ALL OTHER OFFENSES--TRESPASS - INTENT TO,ZELLERBACH HALL,2016-06-21,12:33,NA,University of California-Berkeley
2016-06-21,16-01432,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE -,LBNL-46,2016-06-21,12:00,NA,University of California-Berkeley
2016-06-21,16-01416,LARCENY/THEFT--PETTY THEFT -REPORT,REC SPRT FAC,2016-03-15,6:00,NA,University of California-Berkeley
2016-06-21,16-01417,LARCENY/THEFT--PETTY THEFT -REPORT,UNIT-1 FREEBORN,2016-06-20,14:40,NA,University of California-Berkeley
2016-06-21,16-01418,FIRE--FIRE OF UNKNOWN TYPE,SIGNPOST-18,2016-06-21,17:01,NA,University of California-Berkeley
2016-06-21,16-01419,TRAFFIC--ACCIDENT / NO INJURIES,BARROWS LANE,2016-06-21,18:17,NA,University of California-Berkeley
2016-06-21,16-01420,BERKELEY MUNICIPAL--BERKELEY MUNICIPAL CODE,2160 CENTER,2016-06-21,20:05,NA,University of California-Berkeley
2016-06-21,16-01421,LARCENY/THEFT--BICYCLE THEFT -IN PROGRESS,CESAR CHAVEZ CENTER,2016-06-21,21:44,NA,University of California-Berkeley
2016-06-22,16-01422,MEDICAL EVENT--INJURY OR ILLNESS,UPPER SPROUL PLAZA,2016-06-21,10:01,NA,University of California-Berkeley
2016-06-22,16-01423,LARCENY/THEFT--PETTY THEFT -REPORT,MOFFITT LIBRARY,2016-06-22,12:40,NA,University of California-Berkeley
2016-06-22,16-01424,ALL OTHER OFFENSES--MISD. HIT & RUN -REPORT,LBNL-65,2016-06-22,15:15,NA,University of California-Berkeley
2016-06-22,16-01426,LARCENY/THEFT--PETTY THEFT -REPORT,ETCHEVERRY HALL,2016-06-22,16:20,NA,University of California-Berkeley
2016-06-22,16-01425,AGGRAVATED--SPOUSE BEATING,HASTE DANA,2016-06-22,17:05,NA,University of California-Berkeley
2016-06-22,16-01427,LARCENY/THEFT--PETTY THEFT -BIKE REPORT,UVA-158,2016-06-21,22:00,NA,University of California-Berkeley
2016-06-22,16-01428,SUSPICIOUS EVENT--SUSPICIOUS PERSON,MULFORD HALL,2016-06-22,18:30,NA,University of California-Berkeley
2016-06-22,16-01429,MEDICAL EVENT--MENTALLY ILL COMMITMENT,TANG CENTER,2016-06-22,18:50,NA,University of California-Berkeley
2016-06-22,16-01430,LARCENY/THEFT--AUTO BURGLARY -REPORT,UNDERHILL LOT,2016-06-22,19:46,NA,University of California-Berkeley
2016-06-23,16-01431,ALL OTHER OFFENSES--WARRANT ARREST,670 KULA GULF WAY,2016-06-23,4:04,NA,University of California-Berkeley
2016-06-23,16-01433,OUTSIDE ASSIST--OUTSDE ASSIST BPD COVER,HEARST AND CALIFORNIA,2016-06-23,8:07,NA,University of California-Berkeley
2016-06-23,16-01434,MOTOR VEHICLE THEFT--RECOVERED STOLEN VEHICLE,UNIVERSITY VILLAGE,2016-06-20,18:00,NA,University of California-Berkeley
2016-06-23,16-01435,MOTOR VEHICLE THEFT--VEHICLE THEFT -REPORT,UVA-155,2016-06-21,7:30,NA,University of California-Berkeley
2016-06-23,16-01436,LARCENY/THEFT--PETTY THEFT -REPORT,DOE LIBRARY,2016-06-23,22:23,NA,University of California-Berkeley
2016-06-24,16-01437,OTHER ASSAULTS--BATTERY,PEOPLES PARK,2016-06-23,23:59,NA,University of California-Berkeley
2016-06-24,16-01438,MEDICAL EVENT--INJURY OR ILLNESS,BARROWS LANE,2016-06-24,9:30,NA,University of California-Berkeley
2016-06-24,16-01439,MISC. SERVICE--CIVIL ADVICE,DWINELLE HALL,2016-06-24,12:34,NA,University of California-Berkeley
2016-06-24,16-01440,TOW--EXPIRED REGISTRATION OVER,DWIGHT REGENT,2016-06-24,15:58,NA,University of California-Berkeley
2016-06-24,16-01441,OTHER ASSAULTS--BATTERY,PEOPLES PARK,2016-06-24,18:08,NA,University of California-Berkeley
2016-06-24,16-01442,MEDICAL EVENT--INJURY OR ILLNESS,MAX MARTINEZ,2016-06-24,14:30,NA,University of California-Berkeley
2016-06-24,16-01443,MEDICAL EVENT--INJURY OR ILLNESS,UNIT-2 DAVIDSON,2016-06-24,23:00,NA,University of California-Berkeley
2016-06-25,16-01444,"ALL OTHER OFFENSES--TRESPASS-CULTIVATED,",MEMORIAL STADIUM,2016-06-25,1:17,NA,University of California-Berkeley
2016-06-25,16-01446,ROBBERY--ROBBERY -REPORT,SIGNPOST-15,2016-06-25,3:00,NA,University of California-Berkeley
2016-06-25,16-01445,LARCENY/THEFT--AUTO BURGLARY -REPORT,UNIT-1,2016-06-24,23:30,NA,University of California-Berkeley
2016-06-25,16-01447,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,UNIT-2,2016-06-21,22:30,NA,University of California-Berkeley
2016-06-26,16-01448,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,GRIZZLY PEAK BLVD,2016-06-26,3:39,NA,University of California-Berkeley
2016-06-26,16-01449,LARCENY/THEFT--AUTO BURGLARY -REPORT,SIGNPOST-28,2016-06-26,9:15,NA,University of California-Berkeley
2016-06-26,16-01450,LARCENY/THEFT--AUTO BURGLARY -REPORT,STRUCTURE C,2016-06-26,7:30,NA,University of California-Berkeley
2016-06-26,16-01452,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,LI KA SHING,2016-06-26,19:43,NA,University of California-Berkeley
2016-06-26,16-01451,MEDICAL EVENT--INJURY OR ILLNESS,UCPD,2016-06-21,11:00,NA,University of California-Berkeley
2016-06-27,16-01453,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,TANG CENTER,2016-06-22,23:30,NA,University of California-Berkeley
2016-06-27,16-01454,MEDICAL EVENT--INJURY OR ILLNESS,UCPD,2016-06-27,10:00,NA,University of California-Berkeley
2016-06-27,16-01455,LARCENY/THEFT--PETTY THEFT -REPORT,LEWIS HALL,2016-06-21,16:30,NA,University of California-Berkeley
2016-06-27,16-01456,MOTOR VEHICLE THEFT--RECOVERED STOLEN VEHICLE,685 LIBERTY SHIP WAY,2016-06-27,15:12,NA,University of California-Berkeley
2016-06-27,16-01457,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,LAWRENCE HALL OF,2016-06-27,15:00,NA,University of California-Berkeley
2016-06-27,16-01458,LARCENY/THEFT--AUTO BURGLARY -REPORT,BERKELEY ART MUSEUM,2016-06-27,8:00,NA,University of California-Berkeley
2016-06-27,16-01459,LARCENY/THEFT--AUTO BURGLARY -REPORT,BERKELEY ART MUSEUM,2016-06-27,10:00,NA,University of California-Berkeley
2016-06-27,16-01460,MISC. SERVICE--PROPERTY DAMAGE,BARROWS LANE,2016-06-27,21:30,NA,University of California-Berkeley
2016-06-27,16-01461,MEDICAL EVENT--INJURY OR ILLNESS,UCPD,2016-05-01,0:00,NA,University of California-Berkeley
2016-06-28,16-01462,LARCENY/THEFT--PETTY THEFT -REPORT,CALIFORNIA HALL,2016-06-23,17:33,NA,University of California-Berkeley
2016-06-28,16-01463,SUSPICIOUS EVENT--SUSPICIOUS PERSON - REPORT,MLK,2016-06-24,14:15,NA,University of California-Berkeley
2016-06-28,16-01464,MEDICAL EVENT--INJURY OR ILLNESS,STRAWBERRY GATE,2016-06-28,12:27,NA,University of California-Berkeley
2016-06-28,16-01465,LARCENY/THEFT--PETTY THEFT -REPORT,BANCROFT LIBRARY,2016-06-28,12:00,NA,University of California-Berkeley
2016-06-28,16-01466,FORGERY AND--FRAUDULENT USE OF CREDIT,DURANT HALL,2016-06-21,10:00,NA,University of California-Berkeley
2016-06-28,16-01468,BURGLARY--BURGLARY -REPORT,UNIT-3 SPENS/BLACK,2016-06-28,10:20,NA,University of California-Berkeley
2016-06-28,16-01467,MISC. SERVICE--LOST UC KEYS,UNKNOWN,2011-09-01,0:01,NA,University of California-Berkeley
2016-06-28,16-01469,OUTSIDE ASSIST--OUTSDE ASSIST BPD COVER,TELE DURANT,2016-06-28,17:47,NA,University of California-Berkeley
2016-06-28,16-01470,MISC. SERVICE--PROPERTY DAMAGE,LBNL-71B,2016-06-28,20:31,NA,University of California-Berkeley
2016-06-28,16-01471,LARCENY/THEFT--AUTO BURGLARY -REPORT,STRUCTURE C,2016-06-28,18:45,NA,University of California-Berkeley
2016-06-29,16-01472,ARSON--ARSON - IN PROGRESS FIRE,PEOPLES PARK,2016-06-29,3:22,NA,University of California-Berkeley
2016-06-29,16-01473,VANDALISM--TAMPERING WITH VEHICLE-,STRUCTURE C,2016-06-28,19:20,NA,University of California-Berkeley
2016-06-29,16-01474,MISC. SERVICE--PROPERTY DAMAGE,CSS,2016-06-29,15:36,NA,University of California-Berkeley
2016-06-29,16-01475,LARCENY/THEFT--PETTY THEFT -BIKE REPORT,GIANNINI HALL,2016-06-29,8:00,NA,University of California-Berkeley
2016-06-30,16-01476,FORGERY AND--FRAUDULENT USE OF CREDIT,2607 HEARST AV,2016-05-27,0:00,NA,University of California-Berkeley
2016-06-30,16-01477,ALL OTHER OFFENSES--RULE VIOLATION,PEOPLES PARK,2016-06-30,11:00,NA,University of California-Berkeley
2016-06-30,16-01478,LARCENY/THEFT--PETTY THEFT -REPORT,SIMON HALL,2016-06-23,16:00,NA,University of California-Berkeley
2016-06-30,16-01479,VANDALISM--MALICIOUS MISCHIEF,UNIVERSITY ART MUSEUM,2016-06-30,15:15,NA,University of California-Berkeley
2016-06-30,16-01480,FIRE--FIRE OF UNKNOWN TYPE,SIGNPOST-14,2016-06-30,16:23,NA,University of California-Berkeley
2016-06-30,16-01481,MEDICAL EVENT--INJURY OR ILLNESS,CYCLOTRON ROAD,2016-06-30,17:44,NA,University of California-Berkeley
2016-07-01,16-01482,MEDICAL EVENT--INJURY OR ILLNESS,ESHLEMAN HALL,2016-07-01,0:26,NA,University of California-Berkeley
2016-07-01,16-01483,MEDICAL EVENT--MENTALLY ILL COMMITMENT,UPPER SPROUL PLAZA,2016-07-01,10:08,NA,University of California-Berkeley
2016-07-01,16-01485,MISC. SERVICE--LOST PROPERTY,UNKNOWN,2016-06-29,13:00,NA,University of California-Berkeley
2016-07-01,16-01484,MISC. SERVICE--PROPERTY DAMAGE,LBNL-65,2016-07-01,10:45,NA,University of California-Berkeley
2016-07-01,16-01486,MISC. SERVICE--PROPERTY DAMAGE,UCPD,2016-07-01,11:25,NA,University of California-Berkeley
2016-07-01,16-01487,LARCENY/THEFT--GRAND THEFT -REPORT,EAST ASIAN LIBRARY,2016-07-01,13:20,NA,University of California-Berkeley
2016-07-01,16-01488,LARCENY/THEFT--GRAND THEFT -REPORT,KOSHLAND HALL,2016-07-01,12:10,NA,University of California-Berkeley
2016-07-01,16-01489,LARCENY/THEFT--PETTY THEFT -REPORT,HILGARD HALL,2016-07-01,13:00,NA,University of California-Berkeley
2016-07-01,16-01490,DRUG VIOLATIONS--SALES OF MARIJUANA,PEOPLES PARK,2016-07-01,17:00,NA,University of California-Berkeley
2016-07-01,16-01491,LARCENY/THEFT--BICYCLE THEFT -IN PROGRESS,LOWER SPROUL PLAZA,2016-07-01,23:55,NA,University of California-Berkeley
2016-07-02,16-01492,MISC. SERVICE--FOUND PROPERTY,UCPD,2016-07-02,3:02,NA,University of California-Berkeley
2016-07-02,16-01493,LARCENY/THEFT--PETTY THEFT -REPORT,540 RED OAK AVE,2016-07-01,18:00,NA,University of California-Berkeley
2016-07-03,16-01494,TOW--EXPIRED REGISTRATION OVER,8TH/UVA,2016-07-03,14:52,NA,University of California-Berkeley
2016-07-03,16-01495,LARCENY/THEFT--BICYCLE THEFT -IN PROGRESS,LI KA SHING,2016-07-03,17:01,NA,University of California-Berkeley
2016-07-03,16-01496,LARCENY/THEFT--AUTO BURGLARY -REPORT,COFFER DAM,2016-07-03,17:30,NA,University of California-Berkeley
2016-07-03,16-01497,SUSPICIOUS EVENT--SUSPICIOUS CIRCUMSTANCE,1401 PARK AVE,2016-07-03,23:40,NA,University of California-Berkeley
2016-07-04,16-01498,ALL OTHER OFFENSES--DISTURBING THE PEACE,UNIT-3,2016-07-04,2:15,NA,University of California-Berkeley
2016-07-04,16-01499,ALL OTHER OFFENSES--DISTURBING THE PEACE,UVA-124,2016-07-04,10:39,NA,University of California-Berkeley
2016-07-04,16-01500,MEDICAL EVENT--INJURY OR ILLNESS,UNIT-1,2016-07-04,13:24,NA,University of California-Berkeley
2016-07-05,16-01501,OTHER ASSAULTS--BATTERY -REPORT,UNIT-2 EHRMAN,2016-07-05,3:16,NA,University of California-Berkeley
2016-07-05,16-01502,DISORDERLY CONDUCT--LODGING,EVANS HALL,2016-07-05,7:35,NA,University of California-Berkeley
2016-07-05,16-01503,MOTOR VEHICLE THEFT--VEHICLE THEFT -REPORT,ASUC GARAGE,2016-07-01,15:30,NA,University of California-Berkeley
2016-07-05,16-01505,MISC. SERVICE--PROPERTY DAMAGE,UVA-164,2016-07-02,15:00,NA,University of California-Berkeley
2016-07-05,16-01504,"ALL OTHER OFFENSES--OBSCENE, THREAT, ANNOYING CALL",UCPD,2013-12-12,15:09,NA,University of California-Berkeley
