case_number,time_occurred,time_reported,university,date_reported,date_occurred,location,incident
13003242,22:07,22:07,University of Iowa,2013-11-15,2013-11-15,BROTHERS BAR,"CITY,IN BARS AFTER HOURS"
13003244,01:34,00:00,University of Iowa,2013-11-16,2013-11-16,114 E COLLEGE ST,"CITY,SMOKING IN SMOKE FREE ZONE"
13003245,02:09,02:09,University of Iowa,2013-11-16,2013-11-16,GILBERT/JEFFERSON,PERSONS U/AGE 21 (.02 VIOL)
13003246,02:36,02:36,University of Iowa,2013-11-16,2013-11-16,LOT 2,INTERFERENCE W/OFFICIAL ACTS PUBLIC INTOX
13003248,11:45,11:45,University of Iowa,2013-11-16,2013-11-16,I-80/239,HABITUAL OFFENDER
13003249,16:43,16:43,University of Iowa,2013-11-16,2013-11-16,"MAPF, LEVEL 1, S GRAND SIDE",STRIKING UNATTENDED VEHICLE
13003250,17:53,17:53,University of Iowa,2013-11-16,2013-11-16,DUBUQUE/BLOOMINGTON,PUBLIC INTOX
13003253,00:00,21:14,University of Iowa,2013-11-16,2013-10-01,PBB,HARASSMENT 3RD DEGREE
13003254,22:09,22:09,University of Iowa,2013-11-16,2013-11-16,SPORTS COLUMN BAR,"ASSIST OTHER AGENCY CITY,IN BARS AFTER HOURS"
13003255,21:37,21:37,University of Iowa,2013-11-16,2013-11-16,"HOSPITAL, 5TH FL JPP",SUSPICIOUS PERSONS/ACTIVITY
13003256,22:46,22:46,University of Iowa,2013-11-16,2013-11-16,DC S BAR,"CITY,IN BARS AFTER HOURS"
13003257,00:33,00:33,University of Iowa,2013-11-17,2013-11-17,MAYFLOWER HALL,INTOXICATED SUBJECTS
13003258,00:54,00:54,University of Iowa,2013-11-17,2013-11-17,SLATER HALL,INTOXICATED SUBJECTS
13003259,01:18,01:18,University of Iowa,2013-11-17,2013-11-17,"MAYFLOWER HALL, N ENT","CITY,PUBLIC URINATION & DEFECATION PUBLIC INTOX"
13003260,01:53,01:53,University of Iowa,2013-11-17,2013-11-17,UNION BAR,DISORDERLY CONDUCT
13003261,03:13,03:13,University of Iowa,2013-11-17,2013-11-17,BURLINGTON/MADISON,PUBLIC INTOX
13003262,04:09,04:09,University of Iowa,2013-11-17,2013-11-17,"BURGE HALL, LOBBY BATHROOM",POSSESSION:CONTROL SUBSTANCE INTOXICATED SUBJECTS PUBLIC INTOX
13003263,12:12,12:12,University of Iowa,2013-11-17,2013-11-17,CRWC,HARASSMENT 3RD DEGREE CTW ISSUED
13003265,00:05,00:05,University of Iowa,2013-11-18,2013-11-18,CURRIER HALL,SUSPICIOUS PERSONS/ACTIVITY
13003266,00:00,02:44,University of Iowa,2013-11-18,2013-11-16,"IMU, IOWA HOUSE",DOMESTIC ASSAULT-STRANGULATION
13003267,03:36,03:36,University of Iowa,2013-11-18,2013-11-18,BURGE HALL,SUSPICIOUS PERSONS/ACTIVITY
13003269,00:00,09:35,University of Iowa,2013-11-18,2013-08-01,BOWEN SCIENCE BLDG,THEFT 3RD DEGREE SUSPICIOUS PERSONS/ACTIVITY
13003271,00:00,16:14,University of Iowa,2013-11-18,2013-11-14,"HOSPITAL, MAIN ENT",1050PI:MV/PEDESTRIAN
13003272,12:29,12:31,University of Iowa,2013-11-18,2013-11-18,LOT 55,1050PD:MV/MOTOR VEH
13003274,21:50,21:50,University of Iowa,2013-11-18,2013-11-18,CRWC,THEFT 4TH - POSS STLN PROPERTY THEFT 4TH DEGREE
13003275,10:54,10:54,University of Iowa,2013-11-19,2013-11-19,CAMPUS,IDENTITY THEFT O/$1000 THEFT 1ST DEGREE FORGERY UNAUTHORIZED COMPUTER ACCESS-AGG
13003276,12:29,12:29,University of Iowa,2013-11-19,2013-11-19,220 HAWKINS DR,TOWS
13003277,21:47,21:47,University of Iowa,2013-11-19,2013-11-19,COLLEGE/CLINTON,POSSESSION:CONTROL SUBSTANCE OWI/DRUGGED 1ST OFFENSE
13003282,12:23,12:23,University of Iowa,2013-11-20,2013-11-20,408 S VAN BUREN,TOWS
13003283,14:29,14:29,University of Iowa,2013-11-20,2013-11-20,"HOSPITAL, 3 JCW NURSING STATION",THEFT 4TH DEGREE CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
13003285,17:43,17:43,University of Iowa,2013-11-20,2013-11-20,"HOSPITAL RAMP I, ENTRANCE",1050PD:MV/FIXED OBJECT
13003290,00:00,00:00,University of Iowa,2013-11-21,2013-11-21,"IMU RAMP, LEVEL 2",1050PD:MV/MOTOR VEH
13003292,01:54,01:54,University of Iowa,2013-11-21,2013-11-21,"HOSPITAL, W ENT",CTW ISSUED CRIMINAL TRESPASS
13003294,00:00,12:55,University of Iowa,2013-11-21,2013-10-12,N RIVERSIDE RECITAL HALL,THEFT 2ND DEGREE
13003295,00:00,14:25,University of Iowa,2013-11-21,2013-11-18,MAPF,HARASSMENT 3RD DEGREE
13003296,00:00,15:22,University of Iowa,2013-11-21,2013-11-20,MARCHING BAND PRACTICE FIELD,CRIMINAL MISCHIEF 2ND DEGREE SUSPICIOUS PERSONS/ACTIVITY
13003297,00:00,16:41,University of Iowa,2013-11-21,2013-11-20,"BOWEN SCIENCE BLDG, PHARMACOLOGY DEPT",THEFT 3RD DEGREE
13003298,20:15,20:15,University of Iowa,2013-11-21,2013-11-21,"NORTH HALL, N WOODS",POSSESSION:CONTROL SUBSTANCE
13003299,21:44,21:44,University of Iowa,2013-11-21,2013-11-21,"CRWC, COURT #1",THEFT 3RD DEGREE
13003301,00:13,00:13,University of Iowa,2013-11-22,2013-11-22,"HILLCREST, S DINING HALL EXTERIOR",CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
13003303,03:20,03:20,University of Iowa,2013-11-22,2013-11-22,QUADRANGLE HALL,SUSPICIOUS PERSONS/ACTIVITY DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
13003304,12:38,12:38,University of Iowa,2013-11-22,2013-11-22,MAPF,DRIVING WHILE LICENSE REVOKED
13003305,13:25,13:34,University of Iowa,2013-11-22,2013-11-22,"HOSPITAL, FOUNTAIN ENT INSIDE",CTW ISSUED THEFT 5TH DEGREE
13003306,15:29,15:29,University of Iowa,2013-11-22,2013-11-22,"CRWC, 2ND FL CUBBIES",THEFT 5TH DEGREE
13003307,17:13,17:13,University of Iowa,2013-11-22,2013-11-22,MELROSE/HAWKINS DR,1050PD:MV/MOTOR VEH
13003308,21:40,21:40,University of Iowa,2013-11-22,2013-11-22,"IMU, HUBBARD COMMONS",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY ASSIST OTHER AGENCY
13003310,00:03,00:03,University of Iowa,2013-11-23,2013-11-23,"IMU RAMP, LEVEL 6",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13003311,01:19,01:19,University of Iowa,2013-11-23,2013-11-23,111 S DUBUQUE ST,PUBLIC INTOX
13003312,01:34,01:34,University of Iowa,2013-11-23,2013-11-23,JEFFERSON/DUBUQUE,PUBLIC INTOX
13003313,02:54,02:45,University of Iowa,2013-11-23,2013-11-23,100 BLK S DUBUQUE ST,PERSONAL INJURY
13003314,02:14,02:18,University of Iowa,2013-11-23,2013-11-23,WASHINGTON/CAPITOL,DAMAGED UI PROPERTY CRIMINAL MISCHIEF 5TH DEGREE
13003315,06:09,06:09,University of Iowa,2013-11-23,2013-11-23,LOT 43,SMOKING IN PROHIBITED AREA
13003316,09:55,09:55,University of Iowa,2013-11-23,2013-11-23,MELROSE CT/MELROSE AVE,SUSPICIOUS PERSONS/ACTIVITY
13003317,11:02,11:02,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE M",PUBLIC INTOX
13003318,11:03,11:03,University of Iowa,2013-11-23,2013-11-23,LOT 43,PUBLIC INTOX
13003319,11:13,11:13,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE A",PUBLIC INTOX
13003320,11:20,11:20,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE B",PUBLIC INTOX
13003321,11:21,11:21,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE A",PUBLIC INTOX
13003322,11:40,11:40,University of Iowa,2013-11-23,2013-11-23,KINNICK STADIUM,PUBLIC INTOX
13003323,11:43,11:43,University of Iowa,2013-11-23,2013-11-23,KINNICK STADIUM,PUBLIC INTOX
13003324,11:56,11:56,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, SECT 136",PUBLIC INTOX
13003325,12:51,12:51,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE K",PUBLIC INTOX
13003326,12:01,12:01,University of Iowa,2013-11-23,2013-11-23,IMU FOOTBRIDGE,PUBLIC INTOX
13003327,13:07,13:07,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE B RESTROOM",PUBLIC INTOX
13003328,13:08,13:08,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE D",PUBLIC INTOX
13003329,13:44,13:44,University of Iowa,2013-11-23,2013-11-23,"KINNICK STADIUM, GATE A","CITY,POSS OF OPEN CONTAINER PUBLIC INTOX"
13003332,19:06,19:06,University of Iowa,2013-11-23,2013-11-23,VAN ALLEN HALL,CRIMINAL TRESPASS
13003333,23:36,23:36,University of Iowa,2013-11-23,2013-11-23,QUAD METERS,DAMAGED UI PROPERTY CRIMINAL MISCHIEF 5TH DEGREE
13003334,02:11,02:11,University of Iowa,2013-11-24,2013-11-24,WASHINGTON/LINN,OWI/DRUGGED 1ST OFFENSE
13003335,00:00,13:13,University of Iowa,2013-11-24,2013-11-23,LOT 25,STRIKING UNATTENDED VEHICLE
13003336,00:00,16:06,University of Iowa,2013-11-24,2013-11-15,"HOSPITAL, SNICU",SUSPICIOUS PERSONS/ACTIVITY
13003337,20:58,20:58,University of Iowa,2013-11-24,2013-11-24,JEFFERSON BLDG,UNAUTHORIZED PERSONS/ACTIVITY CTW ISSUED
13003338,00:00,02:44,University of Iowa,2013-11-18,2013-11-17,"IMU, IOWA HOUSE",DOMESTIC ASSAULT W/DANG WEAPON OR W/INT SER INJ DOMESTIC ASSAULT-STRANGULATION
13003338,NA,NA,University of Iowa,NA,NA,NA,"NA"
13003339,22:32,22:32,University of Iowa,2013-11-24,2013-11-24,"IMU RAMP, 7TH FL STAIRWELL","UNAUTHORIZED PERSONS/ACTIVITY CITY,POSS OF OPEN CONTAINER"
13003341,00:00,12:28,University of Iowa,2013-11-25,2013-11-22,"HOSPITAL, MARKETPLACE CAFETERIA",THEFT 5TH DEGREE
13003342,00:28,00:28,University of Iowa,2013-11-26,2013-11-26,DC S BAR,"UNLAWFUL USE OF DRIVER'S LICEN CITY,IN BARS AFTER HOURS"
13003343,00:51,00:51,University of Iowa,2013-11-26,2013-11-26,VINE BAR,"CITY,IN BARS AFTER HOURS"
13003344,16:29,16:29,University of Iowa,2013-11-26,2013-11-26,S HOSPITAL DR/PAPPAJOHN S ENT,1050PD:MV/MOTOR VEH DAMAGED UI PROPERTY
13003345,01:57,01:57,University of Iowa,2013-11-27,2013-11-27,DUBUQUE/MARKET,UNLAWFUL USE OF DRIVER'S LICEN OWI/DRUGGED 1ST OFFENSE
13003346,10:13,10:13,University of Iowa,2013-11-27,2013-11-27,"SPENCE LABS, 1ST FL E HALLWAY",SUSPICIOUS PERSONS/ACTIVITY
13003347,14:28,14:28,University of Iowa,2013-11-27,2013-11-27,"HOSPITAL RAMP I, LEVEL 4",ANIMAL COMPLAINTS
13003348,18:35,18:35,University of Iowa,2013-11-27,2013-11-27,JEFFERSON BLDG,CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
13003351,01:00,01:00,University of Iowa,2013-11-28,2013-11-28,"HOSPITAL, 8 JCP",ASSIST OTHER AGENCY
13003352,01:49,01:49,University of Iowa,2013-11-28,2013-11-28,"118 S DUBUQUE ST, ALLEY",DISORDERLY CONDUCT
13003358,23:48,23:48,University of Iowa,2013-11-29,2013-11-29,BURLINGTON/LINN,OWI/DRUGGED 1ST OFFENSE
13003359,01:10,01:10,University of Iowa,2013-11-30,2013-11-30,STANLEY HALL,SUSPICIOUS PERSONS/ACTIVITY
13003360,02:26,02:26,University of Iowa,2013-11-30,2013-11-30,GRAND/BYINGTON,DISORDERLY CONDUCT PUBLIC INTOX
13003361,12:20,12:20,University of Iowa,2013-11-30,2013-11-30,HIGHLAND/GILBERT CT,TOWS
13003364,00:53,00:53,University of Iowa,2013-12-01,2013-12-01,"CURRIER, NE EXT",SMOKING IN PROHIBITED AREA
13003365,02:00,02:00,University of Iowa,2013-12-01,2013-12-01,118 E WASHINGTON ST,"CITY,PUBLIC URINATION & DEFECATION PUBLIC INTOX"
13003366,03:08,03:08,University of Iowa,2013-12-01,2013-12-01,BURLINGTON/CAPITOL,OWI/DRUGGED 1ST OFFENSE
13003376,21:50,21:50,University of Iowa,2013-12-01,2013-12-01,"HOSPITAL, ED",ASSAULT ON PO/HCP PUBLIC INTOX 2ND CONV
13003378,08:02,08:03,University of Iowa,2013-12-02,2013-12-02,2652 ROBERTS RD,1050PD:POLICE VEH/MOTOR VEH
13003379,08:07,08:17,University of Iowa,2013-12-02,2013-12-02,"MAPF, SECOND LEVEL",1050PD:MV/MOTOR VEH
13003380,13:25,13:25,University of Iowa,2013-12-02,2013-12-02,"HALSEY HALL, LOCKER RMS",CRIMINAL TRESPASS
13003381,18:01,18:01,University of Iowa,2013-12-02,2013-12-02,N RIVERSIDE/RIVER,ASSIST OTHER AGENCY
13003384,19:44,19:44,University of Iowa,2013-12-02,2013-12-02,N DUBUQUE ST/TAFT SPEEDWAY,ASSIST OTHER AGENCY
13003385,20:32,20:32,University of Iowa,2013-12-02,2013-12-02,550 1ST AVE,OWI/DRUGGED 2ND OFFENSE
13003386,21:56,21:56,University of Iowa,2013-12-02,2013-12-02,"HOSPITAL, ED",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13003388,00:00,11:55,University of Iowa,2013-12-03,2013-11-25,CAMPUS,FORGERY/TAMPERING W/RECORDS UNAUTHORIZED COMPUTER ACCESS-AGG
13003390,20:25,20:25,University of Iowa,2013-12-03,2013-12-03,LOT 46,OPEN CONTAINER IN A VEHICLE OWI/DRUGGED 1ST OFFENSE
13003392,22:36,22:36,University of Iowa,2013-12-03,2013-12-03,"HOSPITAL, ED",CRIMINAL TRESPASS
13003394,00:02,00:02,University of Iowa,2013-12-04,2013-12-04,HILLCREST HALL,SUSPICIOUS PERSONS/ACTIVITY
13003397,00:00,09:36,University of Iowa,2013-12-04,2013-12-03,CARVER HAWKEYE ARENA,THEFT 5TH DEGREE
13003398,12:27,12:27,University of Iowa,2013-12-04,2013-12-04,EPB,THEFT 5TH DEGREE
13003399,12:55,12:55,University of Iowa,2013-12-04,2013-12-04,MAYFLOWER,SUSPICIOUS PERSONS/ACTIVITY
13003400,13:56,09:29,University of Iowa,2013-12-04,2013-12-04,1039 W BENTON ST,ASSIST OTHER AGENCY
13003411,21:44,21:44,University of Iowa,2013-12-04,2013-12-04,DAUM HALL,SUICIDE:THREATENED
13003413,00:59,00:59,University of Iowa,2013-12-05,2013-12-05,BURGE HALL,INTOXICATED SUBJECTS
13003414,01:15,01:15,University of Iowa,2013-12-05,2013-12-05,DC S BAR,"CITY,IN BARS AFTER HOURS"
13003415,01:44,01:44,University of Iowa,2013-12-05,2013-12-05,11 S DUBUQUE ST,PUBLIC INTOX
13003416,02:13,02:13,University of Iowa,2013-12-05,2013-12-05,CLINTON/WASHINGTON,OWI/DRUGGED 1ST OFFENSE
13003417,03:38,03:38,University of Iowa,2013-12-05,2013-12-05,QUADRANGLE HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13003418,00:00,10:28,University of Iowa,2013-12-05,2013-12-04,"MBSB, S DOCK",STOLEN UI PROPERTY THEFT 5TH DEGREE
13003419,11:19,11:19,University of Iowa,2013-12-05,2013-12-05,"CDD, PARKING LOT",PERSONAL INJURY
13003420,00:00,12:27,University of Iowa,2013-12-05,2013-12-04,CRWC,THEFT 3RD DEGREE
13003421,13:16,13:16,University of Iowa,2013-12-05,2013-12-05,"IMU, BUSINESS OFFICE",FORGERY
13003422,15:42,15:42,University of Iowa,2013-12-05,2013-12-05,GILBERT/COLLEGE,1050PD:POLICE VEH/MOTOR VEH
13003423,00:00,15:20,University of Iowa,2013-12-05,2013-11-22,HOSPITAL,ASSAULT ON PO/HCP
13003424,00:00,16:03,University of Iowa,2013-12-05,2013-11-18,LIBRARY,THEFT 2ND DEGREE
13003425,00:00,16:44,University of Iowa,2013-12-05,2013-12-01,LIBRARY,THEFT 2ND DEGREE
13003430,19:14,19:14,University of Iowa,2013-12-05,2013-12-05,"HOSPITAL, ED",CRIMINAL TRESPASS
13003431,19:21,19:21,University of Iowa,2013-12-05,2013-12-05,"CWRC, 2ND FL",CRIMINAL TRESPASS
13003433,22:36,22:36,University of Iowa,2013-12-05,2013-12-05,MARTINIS BAR,"CITY,IN BARS AFTER HOURS"
13003434,22:26,22:26,University of Iowa,2013-12-05,2013-12-05,SLATER HALL,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
13003435,23:20,23:20,University of Iowa,2013-12-05,2013-12-05,RIENOW HALL,SUSPICIOUS PERSONS/ACTIVITY
13003436,01:29,01:29,University of Iowa,2013-12-06,2013-12-06,"PBB, ENT 1",INTOXICATED SUBJECTS
13003438,06:15,06:15,University of Iowa,2013-11-22,2013-11-22,100 BLK S GRAND,MINOR COMPLAINTS
13003439,07:45,07:45,University of Iowa,2013-12-06,2013-12-06,"PBB, S 1ST FL",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY PROVIDE FALSE ID INFO
13003440,12:56,13:02,University of Iowa,2013-12-06,2013-12-06,"HOSPITAL, PFP VALET PARKING",1050PD:MV/MOTOR VEH
13003441,13:53,13:53,University of Iowa,2013-12-06,2013-12-06,100 BLK HAWKEYE COURT,1050PI:MV/FIXED OBJECT
13003442,15:42,15:42,University of Iowa,2013-12-06,2013-12-06,PBB,PUBLIC INTOX
13003443,17:04,17:04,University of Iowa,2013-12-06,2013-12-06,CALVIN HALL,ASSIST OTHER AGENCY
13003444,20:04,20:04,University of Iowa,2013-12-06,2013-12-06,"IMU, 2ND FL BALLROOM",INTERFERENCE W/OFFICIAL ACTS PUBLIC INTOX
13003445,19:59,19:59,University of Iowa,2013-12-06,2013-12-06,"HOSPITAL RAMP III, LEVEL 2",STRIKING UNATTENDED VEHICLE
13003446,23:14,23:14,University of Iowa,2013-12-06,2013-12-06,215 E WASHINGTON ST,DISORDERLY CONDUCT
13003447,00:18,00:18,University of Iowa,2013-12-07,2013-12-07,MAYFLOWER HALL,SUSPICIOUS PERSONS/ACTIVITY
13003448,03:38,03:38,University of Iowa,2013-12-07,2013-12-07,"MAYFLOWER HALL, OUTSIDE S ENT",3RD PARTY REPORT ASSAULT - SIMPLE
13003449,09:49,09:49,University of Iowa,2013-12-07,2013-12-07,"HOSPITAL, ED",ASSIST OTHER AGENCY
13003450,14:17,14:17,University of Iowa,2013-12-07,2013-12-07,HOSPITAL,SUSPICIOUS PERSONS/ACTIVITY CTW ISSUED
13003452,22:08,22:08,University of Iowa,2013-12-07,2013-12-07,10 S CLINTON ST,INTERFERENCE W/OFFICIAL ACTS PUBLIC INTOX ASSAULT ON PO/HCP ASSAULT ON PO/HCP C/INJURY
13003453,02:20,02:20,University of Iowa,2013-12-08,2013-12-08,CAMBUS GARAGE,INTOXICATED SUBJECTS
13003454,06:26,06:26,University of Iowa,2013-12-08,2013-12-08,"HOSPITAL, 5TH FL MICU",CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
13003455,14:33,14:33,University of Iowa,2013-12-08,2013-12-08,DUBUQUE/BROWN,1050PD:POLICE VEH/MOTOR VEH
13003456,23:41,23:41,University of Iowa,2013-12-08,2013-12-08,MAYFLOWER HALL,DRUG PARAPHERNALIA
13003458,02:46,02:46,University of Iowa,2013-12-09,2013-12-09,HALSEY HALL,CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13003459,00:00,08:14,University of Iowa,2013-12-09,2013-11-05,BOWEN SCIENCE BLDG,BURGLARY 3RD DEGREE
13003460,11:44,11:45,University of Iowa,2013-12-09,2013-12-09,"309 S MADISON ST, METERED PARKING",STRIKING UNATTENDED VEHICLE
13003461,08:33,08:33,University of Iowa,2013-12-06,2013-12-06,100 BLK HAWKEYE CT,ABANDONED VEHICLE
13003462,11:36,11:36,University of Iowa,2013-12-07,2013-12-07,"HALSEY HALL, STUDENT LOUNGE",SUSPICIOUS PERSONS/ACTIVITY
13003464,00:00,18:20,University of Iowa,2013-12-09,2013-12-06,SEASHORE HALL,STOLEN UI PROPERTY THEFT 5TH DEGREE
13003471,17:39,17:39,University of Iowa,2013-12-10,2013-12-10,"HILLCREST, METERED PARKING",1050PD:MV/MOTOR VEH
13003475,22:32,22:32,University of Iowa,2013-12-10,2013-12-10,BROTHERS BAR,"UNLAWFUL USE OF DRIVER'S LICEN CITY,IN BARS AFTER HOURS"
13003476,22:58,22:58,University of Iowa,2013-12-10,2013-12-10,MARTINIS BAR,"CITY,IN BARS AFTER HOURS POSSESSION/SUPPLY ALCOHOL U/21"
13003478,22:56,22:56,University of Iowa,2013-12-10,2013-12-10,MARTINIS BAR,"CITY,IN BARS AFTER HOURS INTERFERENCE W/OFFICIAL ACTS"
13003479,08:32,08:32,University of Iowa,2013-12-11,2013-12-11,DENTAL SCIENCE BLDG,MINOR COMPLAINTS
13003480,11:13,11:18,University of Iowa,2013-12-11,2013-12-11,LOT 33,STRIKING UNATTENDED VEHICLE
13003481,15:02,15:02,University of Iowa,2013-12-11,2013-12-11,"HOSPITAL, PFP, EXTERIOR NE DOOR",PERSONAL INJURY
13003482,00:00,18:07,University of Iowa,2013-12-11,2013-05-01,MAYFLOWER HALL,HARASSMENT 3RD DEGREE
13003484,22:38,22:38,University of Iowa,2013-12-11,2013-12-11,BURGE HALL,SUICIDE:THREATENED
13003487,00:00,11:28,University of Iowa,2013-12-12,2013-12-11,"CRWC, BASKETBALL COURT BLEACHERS",THEFT 3RD DEGREE
13003488,11:54,11:54,University of Iowa,2013-12-12,2013-12-12,CRWC,ASSAULT C/INJURY CTW ISSUED THEFT 4TH DEGREE
13003489,12:34,12:34,University of Iowa,2013-12-12,2013-12-12,"CRWC, 2ND FL",THEFT 5TH DEGREE
13003490,13:54,14:02,University of Iowa,2013-12-12,2013-12-12,LOT 3,SUSPICIOUS PERSONS/ACTIVITY
13003491,18:11,18:11,University of Iowa,2013-12-12,2013-12-12,"HOSPITAL, ED",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
13003492,00:00,16:34,University of Iowa,2013-12-12,2013-12-11,"MAPF, 2ND LEVEL",1050PD:MV/MOTOR VEH
13003493,01:04,01:04,University of Iowa,2013-12-13,2013-12-13,"HOSPTIAL RAMP III, 3RD LEVEL",SUSPICIOUS PERSONS/ACTIVITY
13003494,01:49,01:49,University of Iowa,2013-12-13,2013-12-13,WASHINGTON/DUBUQUE,PUBLIC INTOX
13003495,03:40,03:41,University of Iowa,2013-12-13,2013-12-13,QUAD HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13003496,09:12,09:12,University of Iowa,2013-12-13,2013-12-13,UIPD GARAGE ENTRANCE,1050PD:POLICE VEH/FIXED OBJECT DAMAGED UI PROPERTY
13003498,00:00,16:13,University of Iowa,2013-12-13,2013-12-07,UCC,STOLEN UI PROPERTY THEFT 4TH DEGREE
13003500,18:37,18:37,University of Iowa,2013-12-13,2013-12-13,CURRIER,ASSIST OTHER AGENCY
13003502,20:08,20:08,University of Iowa,2013-12-13,2013-12-13,STUDIO ARTS,FALSE REPORT - LAW ENFORCEMENT PROPERTY DAMAGE
13003503,22:12,22:12,University of Iowa,2013-12-13,2013-12-13,FIELDHOUSE BAR,"UNLAWFUL USE OF DRIVER'S LICEN CITY,IN BARS AFTER HOURS"
13003504,22:34,22:34,University of Iowa,2013-12-13,2013-12-13,DC S BAR,"CITY,POSS OF OPEN CONTAINER CITY,IN BARS AFTER HOURS"
13003505,22:46,22:46,University of Iowa,2013-12-13,2013-12-13,DC S BAR,FALSIFYING DRIVER LICENSES PUBLIC INTOX
13003506,23:16,23:16,University of Iowa,2013-12-13,2013-12-13,N OF HANCHER FOOTBRIDGE,SUSPICIOUS PERSONS/ACTIVITY DRUG PARAPHERNALIA
13003507,01:14,01:14,University of Iowa,2013-12-14,2013-12-14,"NORTH CAMPUS RAMP, 3RD FL",SUSPICIOUS PERSONS/ACTIVITY
13003508,01:48,01:48,University of Iowa,2013-12-14,2013-12-14,CLINTON/WASHINGTON,PUBLIC INTOX
13003509,01:53,01:53,University of Iowa,2013-12-14,2013-12-14,MARKET/DUBUQUE,OWI/DRUGGED 1ST OFFENSE
13003510,14:25,14:31,University of Iowa,2013-12-14,2013-12-14,LOT 3,1050PD:MV/MOTOR VEH
13003511,13:46,13:46,University of Iowa,2013-12-14,2013-12-14,"HOSPITAL, ED",ASSIST OTHER AGENCY
13003517,20:57,20:57,University of Iowa,2013-12-14,2013-12-14,HOSPITAL,LOST/MISSING:ADULT
13003521,01:06,01:06,University of Iowa,2013-12-15,2013-12-15,SUMMIT BAR,"CITY,IN BARS AFTER HOURS"
13003522,01:30,01:30,University of Iowa,2013-12-15,2013-12-15,FIELDHOUSE BAR,"CITY,IN BARS AFTER HOURS"
13003527,15:48,15:48,University of Iowa,2013-12-15,2013-12-15,"LIBRARY, 1ST FL",CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
13003535,01:01,01:01,University of Iowa,2013-12-16,2013-12-16,RIENOW HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
13003536,00:00,11:02,University of Iowa,2013-12-16,2013-12-12,COMMUNICATIONS CTR,CRIMINAL MISCHIEF 3RD DEGREE DAMAGED UI PROPERTY
13003537,00:00,15:00,University of Iowa,2013-12-16,2013-12-15,UCC,VIOLATION NCO/PROTECT ORDER
13003538,00:00,17:32,University of Iowa,2013-12-16,2013-12-13,BURGE HALL,SUSPICIOUS PERSONS/ACTIVITY
13003539,18:05,18:05,University of Iowa,2013-12-16,2013-12-16,LOT 3,SUSPICIOUS PERSONS/ACTIVITY
13003540,23:55,23:53,University of Iowa,2013-12-16,2013-12-16,1987 2ND ST,ASSIST OTHER AGENCY
13003541,00:46,00:46,University of Iowa,2013-12-17,2013-12-17,QUAD,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
13003542,00:25,01:15,University of Iowa,2013-12-17,2013-12-17,OFF CAMPUS,SUSPICIOUS PERSONS/ACTIVITY
13003543,04:37,04:37,University of Iowa,2013-12-17,2013-12-17,MORMON HANDCART PARK,PROPERTY DAMAGE DAMAGED UI PROPERTY
13003545,13:34,13:34,University of Iowa,2013-12-17,2013-12-17,SOUTH QUAD,SUSPICIOUS PERSONS/ACTIVITY
13003547,16:02,16:02,University of Iowa,2013-12-17,2013-12-17,MERF,DAMAGED UI PROPERTY FIRE:BUILDING PERSONAL INJURY
13003548,16:32,16:32,University of Iowa,2013-12-17,2013-12-17,LOT 43,PROPERTY DAMAGE DAMAGED UI PROPERTY
13003551,19:58,19:58,University of Iowa,2013-12-17,2013-12-17,LOT 49,PERSONAL INJURY
13003554,00:00,00:00,University of Iowa,2013-12-18,2013-12-17,CRWC,THEFT 3RD DEGREE
13003555,08:15,08:15,University of Iowa,2013-12-18,2013-12-18,RIENOW HALL,INTOXICATED SUBJECTS
13003556,00:00,10:30,University of Iowa,2013-12-18,2013-12-14,"UCC, INTERNATIONAL PROGRAMS",SUSPICIOUS PERSONS/ACTIVITY
13003558,13:18,13:18,University of Iowa,2013-12-18,2013-12-18,AB METERS,1050PD:MV/MOTOR VEH
