case_number,date_reported,time_reported,date_occurred,time_occurred,incident,location,university
2014-00039703,2014-12-18,18:28,2014-12-18,17:00,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2014-00039727,2014-12-19,00:05,2014-12-19,00:05,Liquor Laws,CHERRY Columbia MO 65201,University of Missouri-Columbia
2014-00039734,2014-12-19,01:07,2014-12-19,01:07,Driving Under The Influence,ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2014-00039734,2014-12-19,01:07,2014-12-19,01:07,Not Counted For UCR,ROCK QUARRY Columbia MO 65201,University of Missouri-Columbia
2014-00039740,2014-12-19,01:45,2014-12-19,01:45,Driving Under The Influence,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2014-00039740,2014-12-19,01:45,2014-12-19,01:45,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2014-00039759,2014-12-19,09:16,2014-12-19,09:14,All Other Offenses (Except Traffic),HITT Columbia MO 65201,University of Missouri-Columbia
2014-00039759,2014-12-19,09:16,2014-12-19,09:14,Not Counted For UCR,HITT Columbia MO 65201,University of Missouri-Columbia
2014-00039759,2014-12-19,09:16,2014-12-19,09:14,"Possession Marijuana, Hashish, etc.",HITT Columbia MO 65201,University of Missouri-Columbia
2014-00039759,2014-12-19,09:16,2014-12-19,09:14,"Possession Marijuana, Hashish, etc.",HITT Columbia MO 65201,University of Missouri-Columbia
2014-00039777,2014-12-19,12:39,2014-12-14,15:00,Burglary Breaking and Entering,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00039777,2014-12-19,12:39,2014-12-14,15:00,Burglary Breaking and Entering,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00039813,2014-12-20,01:53,2014-12-20,01:53,Discoderly Conduct,1300 E BROADWAY Columbia MO 65201,University of Missouri-Columbia
2014-00039819,2014-12-20,02:50,2014-12-20,02:50,Driving Under The Influence,S 10TH Columbia MO 65201,University of Missouri-Columbia
2014-00039819,2014-12-20,02:50,2014-12-20,02:50,Not Counted For UCR,S 10TH Columbia MO 65201,University of Missouri-Columbia
2014-00039827,2014-12-20,10:06,2014-12-19,00:00,Vandalism,9761  SAINT CHARLES Columbia MO 65202,University of Missouri-Columbia
2014-00039827,2014-12-20,10:06,2014-12-19,00:00,Vandalism,9761  SAINT CHARLES Columbia MO 65202,University of Missouri-Columbia
2014-00039991,2014-12-22,00:27,2014-12-22,00:27,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2014-00040018,2014-12-22,10:42,2014-12-21,22:00,All Other Offenses (Except Traffic),701 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2014-00040018,2014-12-22,10:42,2014-12-21,22:00,All Other Offenses (Except Traffic),701 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2014-00040018,2014-12-22,10:42,2014-12-21,22:00,All Other Offenses (Except Traffic),701 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2014-00040021,2014-12-22,10:56,2014-12-18,08:00,All Other Offenses (Except Traffic),701 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2014-00040029,2014-12-22,14:20,2014-12-11,09:10,Theft Non-Motor Vehicle,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2014-00040029,2014-12-22,14:20,2014-12-11,09:10,Theft Non-Motor Vehicle,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2014-00040047,2014-12-22,19:22,2014-11-28,22:00,Burglary Breaking and Entering,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00040047,2014-12-22,19:22,2014-11-28,22:00,Burglary Breaking and Entering,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00040047,2014-12-22,19:22,2014-11-28,22:00,Theft Non-Motor Vehicle,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00040047,2014-12-22,19:22,2014-11-28,22:00,Theft Non-Motor Vehicle,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00040050,2014-12-22,21:04,2014-12-22,09:30,All Other Offenses (Except Traffic),1250  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2014-00040050,2014-12-22,21:04,2014-12-22,09:30,All Other Offenses (Except Traffic),1250  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2014-00040246,2014-12-24,12:45,2014-12-23,23:30,Theft Non-Motor Vehicle,411 S 6TH Columbia MO 65201,University of Missouri-Columbia
2014-00040246,2014-12-24,12:45,2014-12-23,23:30,Theft Non-Motor Vehicle,411 S 6TH Columbia MO 65201,University of Missouri-Columbia
2014-00040448,2014-12-26,12:51,2014-12-26,06:00,All Other Offenses (Except Traffic),E STADIUM Columbia MO 65201,University of Missouri-Columbia
2014-00040486,2014-12-27,00:08,2014-12-27,00:05,Not Counted For UCR,E BROADWAY Columbia MO 65201,University of Missouri-Columbia
2014-00040498,2014-12-27,02:02,2014-12-27,02:02,Driving Under The Influence,MO 163 / ROLLINS Columbia MO,University of Missouri-Columbia
2014-00040498,2014-12-27,02:02,2014-12-27,02:02,Not Counted For UCR,MO 163 / ROLLINS Columbia MO,University of Missouri-Columbia
2014-00040498,2014-12-27,02:02,2014-12-27,02:02,Not Counted For UCR,MO 163 / ROLLINS Columbia MO,University of Missouri-Columbia
2014-00040535,2014-12-27,13:28,2014-12-26,15:00,Vandalism,5550  63 Columbia MO 65201,University of Missouri-Columbia
2014-00040535,2014-12-27,13:28,2014-12-26,15:00,Vandalism,5550  63 Columbia MO 65201,University of Missouri-Columbia
2014-00040545,2014-12-27,15:56,2014-12-26,15:30,All Other Offenses (Except Traffic),503 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2014-00040545,2014-12-27,15:56,2014-12-26,15:30,All Other Offenses (Except Traffic),503 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2014-00040767,2014-12-29,10:41,2014-12-29,10:41,Not Counted For UCR,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2014-00040981,2014-12-30,12:03,2014-12-23,11:14,All Other Offenses (Except Traffic),301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00040981,2014-12-30,12:03,2014-12-23,11:14,All Other Offenses (Except Traffic),301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00040981,2014-12-30,12:03,2014-12-23,11:14,Simple Assault,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00040981,2014-12-30,12:03,2014-12-23,11:14,Simple Assault,301  CAMPUSVIEW Columbia MO 65201,University of Missouri-Columbia
2014-00041004,2014-12-30,16:02,2013-10-01,00:00,Theft Non-Motor Vehicle,612  HITT Columbia MO 65201,University of Missouri-Columbia
2014-00041004,2014-12-30,16:02,2013-10-01,00:00,Theft Non-Motor Vehicle,612  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00000006,2015-01-01,00:57,2015-01-01,00:57,Driving Under The Influence,500 N COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00000006,2015-01-01,00:57,2015-01-01,00:57,Not Counted For UCR,500 N COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00000009,2015-01-01,01:37,2015-01-01,01:37,Driving Under The Influence,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000009,2015-01-01,01:37,2015-01-01,01:37,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000142,2015-01-03,01:16,2015-01-03,01:16,Driving Under The Influence,WAUGH Columbia MO 65201,University of Missouri-Columbia
2015-00000142,2015-01-03,01:16,2015-01-03,01:16,Not Counted For UCR,WAUGH Columbia MO 65201,University of Missouri-Columbia
2015-00000193,2015-01-03,21:20,2015-01-03,21:20,Driving Under The Influence,800  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00000193,2015-01-03,21:20,2015-01-03,21:20,Not Counted For UCR,800  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00000193,2015-01-03,21:20,2015-01-03,21:20,Not Counted For UCR,800  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00000193,2015-01-03,21:20,2015-01-03,21:20,Not Counted For UCR,800  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00000205,2015-01-04,00:33,2015-01-04,00:30,Driving Under The Influence,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000205,2015-01-04,00:33,2015-01-04,00:30,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000205,2015-01-04,00:33,2015-01-04,00:30,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000209,2015-01-04,01:18,2015-01-04,01:18,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000209,2015-01-04,01:18,2015-01-04,01:18,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000381,2015-01-05,17:29,2015-01-05,15:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00000381,2015-01-05,17:29,2015-01-05,15:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00000520,2015-01-06,14:05,2015-01-06,14:05,All Other Offenses (Except Traffic),502  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00000520,2015-01-06,14:05,2015-01-06,14:05,All Other Offenses (Except Traffic),502  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00000564,2015-01-07,00:32,2015-01-07,00:32,Driving Under The Influence,RICHMOND Columbia MO 65201,University of Missouri-Columbia
2015-00000564,2015-01-07,00:32,2015-01-07,00:32,Not Counted For UCR,RICHMOND Columbia MO 65201,University of Missouri-Columbia
2015-00000565,2015-01-07,01:06,2015-01-07,01:06,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00000565,2015-01-07,01:06,2015-01-07,01:06,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00000625,2015-01-07,15:20,2014-12-30,10:30,Simple Assault,900 E CAMPUS Columbia MO 65201,University of Missouri-Columbia
2015-00000625,2015-01-07,15:20,2014-12-30,10:30,Simple Assault,900 E CAMPUS Columbia MO 65201,University of Missouri-Columbia
2015-00000647,2015-01-08,00:36,2014-01-08,00:36,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00000825,2015-01-09,01:30,2015-01-09,01:30,Not Counted For UCR,PROVIDENCE/ROLLINS Columbia MO,University of Missouri-Columbia
2015-00000825,2015-01-09,01:30,2015-01-09,01:30,Not Counted For UCR,PROVIDENCE/ROLLINS Columbia MO,University of Missouri-Columbia
2015-00000825,2015-01-09,01:30,2015-01-09,01:30,Not Counted For UCR,PROVIDENCE/ROLLINS Columbia MO,University of Missouri-Columbia
2015-00000920,2015-01-09,22:23,2015-01-09,21:15,All Other Offenses (Except Traffic),1107 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000920,2015-01-09,22:23,2015-01-09,21:15,All Other Offenses (Except Traffic),1107 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000926,2015-01-10,01:18,2015-01-10,01:18,Driving Under The Influence,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000926,2015-01-10,01:18,2015-01-10,01:18,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00000926,2015-01-10,01:18,2015-01-10,01:18,"Possession Marijuana, Hashish, etc.",S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00001108,2015-01-11,08:46,2014-11-30,12:00,Vandalism,1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00001108,2015-01-11,08:46,2014-11-30,12:00,Vandalism,1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00001124,2015-01-11,09:33,2015-01-07,07:00,Vandalism,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00001124,2015-01-11,09:33,2015-01-07,07:00,Vandalism,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00001279,2015-01-12,10:26,2015-01-12,08:00,Theft Non-Motor Vehicle,1002  MONK Columbia MO 65201,University of Missouri-Columbia
2015-00001279,2015-01-12,10:26,2015-01-12,08:00,Theft Non-Motor Vehicle,1002  MONK Columbia MO 65201,University of Missouri-Columbia
2015-00001365,2015-01-13,00:51,2015-01-13,00:51,Driving Under The Influence,HITT / LOCUST Columbia MO,University of Missouri-Columbia
2015-00001365,2015-01-13,00:51,2015-01-13,00:51,Not Counted For UCR,HITT / LOCUST Columbia MO,University of Missouri-Columbia
2015-00001432,2015-01-13,11:04,2015-01-13,10:33,All Other Offenses (Except Traffic),15  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00001432,2015-01-13,11:04,2015-01-13,10:33,All Other Offenses (Except Traffic),15  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00001632,2015-01-15,01:24,2015-01-15,01:24,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00001632,2015-01-15,01:24,2015-01-15,01:24,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00001750,2015-01-16,01:37,2015-01-16,01:37,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00001750,2015-01-16,01:37,2015-01-16,01:37,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00001792,2015-01-16,08:51,2015-01-16,08:50,Not Counted For UCR,1002  MONK Columbia MO 65201,University of Missouri-Columbia
2015-00001799,2015-01-16,10:17,2015-01-14,11:00,Vandalism,1009  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00001799,2015-01-16,10:17,2015-01-14,11:00,Vandalism,1009  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002014,2015-01-17,17:19,2015-01-14,09:00,Theft Non-Motor Vehicle,1009  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002014,2015-01-17,17:19,2015-01-14,09:00,Theft Non-Motor Vehicle,1009  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002014,2015-01-17,17:19,2015-01-14,09:00,Vandalism,1009  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002014,2015-01-17,17:19,2015-01-14,09:00,Vandalism,1009  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002015,2015-01-17,17:42,2015-01-17,17:42,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002015,2015-01-17,17:42,2015-01-17,17:42,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002015,2015-01-17,17:42,2015-01-17,17:42,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002040,2015-01-18,01:06,2015-01-18,01:06,Driving Under The Influence,906 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002040,2015-01-18,01:06,2015-01-18,01:06,Not Counted For UCR,906 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002040,2015-01-18,01:06,2015-01-18,01:06,Not Counted For UCR,906 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002040,2015-01-18,01:06,2015-01-18,01:06,Offenses Against Family & Children,906 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002041,2015-01-18,01:21,2015-01-18,01:21,Not Counted For UCR,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002130,2015-01-18,21:55,2015-01-18,12:00,Motor Vehicle Theft,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00002270,2015-01-20,02:13,2015-01-20,02:13,Liquor Laws,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002270,2015-01-20,02:13,2015-01-20,02:13,Not Counted For UCR,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002270,2015-01-20,02:13,2015-01-20,02:13,Not Counted For UCR,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002272,2015-01-20,02:48,2015-01-20,02:48,Driving Under The Influence,411 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002272,2015-01-20,02:48,2015-01-20,02:48,Not Counted For UCR,411 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002272,2015-01-20,02:48,2015-01-20,02:48,"Possession Marijuana, Hashish, etc.",411 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002272,2015-01-20,02:48,2015-01-20,02:48,"Possession Marijuana, Hashish, etc.",411 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00002370,2015-01-20,17:25,2013-08-14,00:25,Forcible Rape,1400  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002370,2015-01-20,17:25,2013-08-14,00:25,Forcible Rape,1400  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002370,2015-01-20,17:25,2013-08-14,00:25,Forcible Rape,1400  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002378,2015-01-20,20:36,2015-01-20,20:35,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002378,2015-01-20,20:36,2015-01-20,20:35,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002403,2015-01-21,00:40,2015-01-21,00:40,Liquor Laws,CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00002409,2015-01-21,00:59,2015-01-21,00:59,All Other Offenses (Except Traffic),S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00002409,2015-01-21,00:59,2015-01-21,00:59,Driving Under The Influence,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00002409,2015-01-21,00:59,2015-01-21,00:59,Fraud,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00002409,2015-01-21,00:59,2015-01-21,00:59,Not Counted For UCR,S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00002409,2015-01-21,00:59,2015-01-21,00:59,"Possession Marijuana, Hashish, etc.",S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00002410,2015-01-21,01:51,2015-01-21,01:43,All Other Offenses (Except Traffic),504 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002410,2015-01-21,01:51,2015-01-21,01:43,Liquor Laws,504 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002432,2015-01-21,10:04,2015-01-21,06:30,Vandalism,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002432,2015-01-21,10:04,2015-01-21,06:30,Vandalism,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002457,2015-01-21,14:24,2014-11-01,08:00,Theft Non-Motor Vehicle,900 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00002457,2015-01-21,14:24,2014-11-01,08:00,Theft Non-Motor Vehicle,900 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00002464,2015-01-21,17:04,2015-01-21,10:00,Theft Non-Motor Vehicle,920 E CAMPUS Columbia MO 65201,University of Missouri-Columbia
2015-00002464,2015-01-21,17:04,2015-01-21,10:00,Theft Non-Motor Vehicle,920 E CAMPUS Columbia MO 65201,University of Missouri-Columbia
2015-00002468,2015-01-21,19:05,2014-09-01,00:00,Simple Assault,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00002468,2015-01-21,19:05,2014-09-01,00:00,Simple Assault,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00002485,2015-01-22,01:07,2015-01-07,01:07,All Other Offenses (Except Traffic),ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002485,2015-01-22,01:07,2015-01-07,01:07,Driving Under The Influence,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002485,2015-01-22,01:07,2015-01-07,01:07,Not Counted For UCR,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002489,2015-01-22,01:52,2015-01-22,01:52,All Other Offenses (Except Traffic),1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002489,2015-01-22,01:52,2015-01-22,01:52,All Other Offenses (Except Traffic),1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002494,2015-01-22,04:23,2015-01-22,04:23,All Other Offenses (Except Traffic),519 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002494,2015-01-22,04:23,2015-01-22,04:23,Liquor Laws,519 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002494,2015-01-22,04:23,2015-01-22,04:23,Vandalism,519 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002566,2015-01-22,23:13,2015-01-22,23:13,"Possession Marijuana, Hashish, etc.",1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002566,2015-01-22,23:13,2015-01-22,23:13,"Possession Marijuana, Hashish, etc.",1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002571,2015-01-23,00:38,2015-01-23,00:38,All Other Offenses (Except Traffic),500 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002571,2015-01-23,00:38,2015-01-23,00:38,All Other Offenses (Except Traffic),500 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002571,2015-01-23,00:38,2015-01-23,00:38,Liquor Laws,500 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002592,2015-01-23,05:55,2015-01-23,05:55,Liquor Laws,900  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00002608,2015-01-23,09:01,2015-01-23,09:00,Fraud,WC2 Columbia MO,University of Missouri-Columbia
2015-00002608,2015-01-23,09:01,2015-01-23,09:00,Fraud,WC2 Columbia MO,University of Missouri-Columbia
2015-00002666,2015-01-23,17:20,2015-01-19,13:00,Motor Vehicle Theft,1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00002681,2015-01-23,23:57,2015-01-23,23:57,Driving Under The Influence,500  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00002681,2015-01-23,23:57,2015-01-23,23:57,Not Counted For UCR,500  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00002689,2015-01-24,01:57,2015-01-24,01:57,Driving Under The Influence,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002689,2015-01-24,01:57,2015-01-24,01:57,Not Counted For UCR,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002748,2015-01-24,14:10,2015-01-22,17:00,All Other Offenses (Except Traffic),1612  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002794,2015-01-25,00:41,2015-01-25,00:41,"Possession Marijuana, Hashish, etc.",ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002794,2015-01-25,00:41,2015-01-25,00:41,Driving Under The Influence,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002794,2015-01-25,00:41,2015-01-25,00:41,Not Counted For UCR,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002794,2015-01-25,00:41,2015-01-25,00:41,"Possession Marijuana, Hashish, etc.",ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00002803,2015-01-25,02:17,2015-01-25,02:15,Liquor Laws,LOCUST Columbia MO 65201,University of Missouri-Columbia
2015-00002807,2015-01-25,02:50,2015-01-25,02:50,Driving Under The Influence,1401 GRINDSTONE PKY Columbia MO,University of Missouri-Columbia
2015-00002807,2015-01-25,02:50,2015-01-25,02:50,Not Counted For UCR,1401 GRINDSTONE PKY Columbia MO,University of Missouri-Columbia
2015-00002809,2015-01-25,02:56,2015-01-25,02:56,Driving Under The Influence,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00002809,2015-01-25,02:56,2015-01-25,02:56,Not Counted For UCR,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00002809,2015-01-25,02:56,2015-01-25,02:56,"Possession Marijuana, Hashish, etc.",901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00002809,2015-01-25,02:56,2015-01-25,02:56,"Possession Marijuana, Hashish, etc.",901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00002810,2015-01-25,03:01,2015-01-25,03:01,All Other Offenses (Except Traffic),E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00002810,2015-01-25,03:01,2015-01-25,03:01,Driving Under The Influence,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00002810,2015-01-25,03:01,2015-01-25,03:01,Not Counted For UCR,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00002827,2015-01-25,10:39,2015-01-25,10:39,All Other Offenses (Except Traffic),1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00002958,2015-01-26,09:35,2015-01-26,09:35,Not Counted For UCR,S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00002960,2015-01-26,09:45,2015-01-20,08:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002960,2015-01-26,09:45,2015-01-20,08:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00002961,2015-01-26,09:48,2015-01-23,16:00,Vandalism,916 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00002961,2015-01-26,09:48,2015-01-23,16:00,Vandalism,916 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00002965,2015-01-26,11:17,2015-01-26,11:00,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002965,2015-01-26,11:17,2015-01-26,11:00,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002965,2015-01-26,11:17,2015-01-26,11:00,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002965,2015-01-26,11:17,2015-01-26,11:00,Simple Assault,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00002976,2015-01-26,12:48,2015-01-23,17:30,Motor Vehicle Theft,601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00002976,2015-01-26,12:48,2015-01-23,17:30,Motor Vehicle Theft,601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00002986,2015-01-26,13:39,2015-01-26,11:00,Theft Non-Motor Vehicle,416 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00002986,2015-01-26,13:39,2015-01-26,11:00,Theft Non-Motor Vehicle,416 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00002986,2015-01-26,13:39,2015-01-26,11:00,Forgery and Counterfeiting,416 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00002986,2015-01-26,13:39,2015-01-26,11:00,Forgery and Counterfeiting,416 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00002986,2015-01-26,13:39,2015-01-26,11:00,Fraud,416 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00002986,2015-01-26,13:39,2015-01-26,11:00,Fraud,416 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00002993,2015-01-26,14:10,2015-01-26,14:10,Not Counted For UCR,HITT Columbia MO 65201,University of Missouri-Columbia
2015-00002993,2015-01-26,14:10,2015-01-26,14:10,Not Counted For UCR,HITT Columbia MO 65201,University of Missouri-Columbia
2015-00002993,2015-01-26,14:10,2015-01-26,14:10,Not Counted For UCR,HITT Columbia MO 65201,University of Missouri-Columbia
2015-00002994,2015-01-26,14:52,2014-10-21,00:00,Not Counted For UCR,3  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
