id,date,description,location,address,disposition,narrative,status,latitude,longitude
1800024036,2018-03-18 03:37:00.0,DOMESTIC ASSAULT - IP,COUZENS HALL,1300 E ANN ST,CASE FOLDER #1890301136<br>,"Report of two subjects arguing in a common area. Officers determined no physical contact occurred, just loud arguing.  ",CASE FOLDER #1890301136 - CLOSED AS OF 03/20/2018 ,42.28193002,-83.73257557
1800024025,2018-03-18 02:43:00.0,MINOR IN POSSESSION,MARKLEY MARY BUTLER HALL,1503 WASHINGTON HTS,CITATION <br>,A subject was cited for minor in possession of alcohol.,  ,42.28089639,-83.72886493
1800024017,2018-03-18 02:07:00.0,DISORDERLY CONDUCT,EAST QUADRANGLE,701 E UNIVERSITY AVE,DISCIPLINARY REFERRAL<br>,"A subject reported that an intoxicated subject had grabbed her. He later was taken by ambulance to U-M Emerg Dept for evaluation. Possible alcohol violation to be referred to staff. 
",CASE FOLDER #1890301135 - CLOSED AS OF 03/20/2018 ,42.27295044,-83.73515401
1800024005,2018-03-18 00:47:00.0,SUSPICIOUS INCIDENT OR PERSON / EXTORTION,EAST QUADRANGLE,701 E UNIVERSITY AVE,CASE FOLDER #1890301134<br>,Subject reported receiving an online extortion threat from an unknown subject.  ,CASE FOLDER #1890301134 - CLOSED AS OF 01/24/2019 ,42.27295044,-83.73515401
1800024004,2018-03-18 00:45:00.0,NON CRIMINAL HEALTH AND SAFETY,WEST QUADRANGLE,541 THOMPSON ST,ASSISTANCE PROVIDED<br>,A subject was taken by ambulance to Mott Hospital Emerg Dept for treatment. ,CASE FOLDER #1890301133 - CLOSED AS OF 03/20/2018 ,42.27493073,-83.74257361
1800024551,2018-03-19 23:43:00.0,DRUG VIOLATION - VCSA,MARKLEY MARY BUTLER HALL,1503 WASHINGTON HTS,UTL/GOA<br>,"Report of smell of marijuana.  Source could not be located.

",  ,42.28089639,-83.72886493
1800024482,2018-03-19 18:34:00.0,ASSAULT OR BATTERY,UH ADULT EMERGENCY SERVICES,1500 E MEDICAL CENTER DR,<br>,An employee reportedly was assaulted by a patient around 6:30 pm.,CASE FOLDER #1890301160 - CLOSED AS OF 05/16/2018 ,42.28468705,-83.72847253
1800024482,2018-03-19 18:34:00.0,ASSAULT OR BATTERY,UH ADULT EMERGENCY SERVICES,1500 E MEDICAL CENTER DR,<br>,An employee reportedly was assaulted by a patient around 6:30 pm.,CASE FOLDER #1890301160 - CLOSED AS OF 05/16/2018 WITH ARREST ON 05/16/2018,42.28468705,-83.72847253
1800024478,2018-03-19 18:29:00.0,SUSPICIOUS INCIDENT OR PERSON / STALKING,CAMPUS SAFETY SERVICES BUILDING,1239 KIPKE DR,<br>,Subject reported stalking behavior by a known suspect. The suspect was contacted and told to stop all contact. ,CASE FOLDER #1890301167 - CLOSED AS OF 06/03/2018 ,42.26519173,-83.74395283
1800024478,2018-03-19 18:29:00.0,SUSPICIOUS INCIDENT OR PERSON / STALKING,CAMPUS SAFETY SERVICES BUILDING,1239 KIPKE DR,<br>,Subject reported stalking behavior by a known suspect. The suspect was contacted and told to stop all contact. ,CASE FOLDER #1890301167 - CLOSED AS OF 06/03/2018 WITH ARREST ON 06/01/2018,42.26519173,-83.74395283
1800024422,2018-03-19 14:43:00.0,DISORDERLY CONDUCT,UNIVERSITY HOSPITAL,1500 E MEDICAL CENTER DR,"ASSISTANCE PROVIDED, ASSISTANCE PROVIDED<br>",Two subjects reportedly were involved in a verbal dispute in a parking lot.,  ,42.28463232,-83.72943174
1800024420,2018-03-19 14:36:00.0,PROPERTY DAMAGE - MDOP,SOUTH QUADRANGLE,600 E MADISON ST,<br>,A pool table reportedly was damaged sometime between March 16 and 19. No suspects.,CASE FOLDER #1890301156 - CLOSED AS OF 03/24/2018 ,42.27370450,-83.74213790
1800024407,2018-03-19 13:50:00.0,WEAPONS OFFENSE,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,1540 E HOSPITAL DR,INFORMATION ONLY<br>,"Report of a subject in possession of a weapon. Subject informed staff he was a retired police officer; however, he left the area prior to verification by DPSS. ",  ,42.28202194,-83.72749663
1800024399,2018-03-19 13:16:00.0,FRAUDULENT ACTIVITY,UNIVERSITY HOSPITAL,1500 E MEDICAL CENTER DR,<br>,A subject was arrested for passing a counterfeit bill in the cafe around 1:15 pm. He was taken to jail.,CASE FOLDER #1890301155 - CLOSED AS OF 05/24/2018 ,42.28463232,-83.72943174
1800024399,2018-03-19 13:16:00.0,FRAUDULENT ACTIVITY,UNIVERSITY HOSPITAL,1500 E MEDICAL CENTER DR,<br>,A subject was arrested for passing a counterfeit bill in the cafe around 1:15 pm. He was taken to jail.,CASE FOLDER #1890301155 - CLOSED AS OF 05/24/2018 WITH ARREST ON 03/19/2018,42.28463232,-83.72943174
1800024363,2018-03-19 11:01:00.0,HARASSMENT,CAMPUS SAFETY SERVICES BUILDING,1239 KIPKE DR,<br>,"A subject reported receiving unwanted communications from a known subject. Officer made contact with the subject and directed him to stop communications.
",CASE FOLDER #1890301153 - CLOSED AS OF 03/21/2018 ,42.26519173,-83.74395283
1800024343,2018-03-19 09:56:00.0,TRAFFIC STOP,,CATHERINE ST / N DIVISION ST,<br>,"During a traffic stop for an expired vehicle registration, the driver was arrested for driving on a suspended license. She was released pending prosecutor review. The vehicle was towed.",CASE FOLDER #1890301150 - CLOSED AS OF 06/03/2019 WITH ARREST ON 03/19/2018,42.28313722,-83.74371019
1800024266,2018-03-19 02:34:00.0,DRUG VIOLATION - VCSA,MOSHER ELIZA M HALL & JORDAN MYRA B HALL,200 S OBSERVATORY ST,DISCIPLINARY REFERRAL<br>,Possible marijuana violation to be handled internally by staff.,CASE FOLDER #1890301148 - CLOSED AS OF 03/27/2018 ,42.28007133,-83.73153362
1800024246,2018-03-19 00:15:00.0,DRUG VIOLATION - VCSA,NORTHWOOD III APTS ,1600 BLK MURFIN AVE,UTL/GOA<br>,Report of smell of marijuana.  Source could not be located.,  ,42.29636759,-83.71791409
1800024822,2018-03-20 19:38:00.0,SUSPICIOUS INCIDENT OR PERSON,CAMPUS SAFETY SERVICES BUILDING,1239 KIPKE DR,<br>,Multiple tweets posted by a subject on March 16 that contain threatening language toward another subject. ,CASE FOLDER #1890301183 - CLOSED AS OF 03/28/2018 ,42.26519173,-83.74395283
1800024789,2018-03-20 17:28:00.0,DRUG VIOLATION - VCSA,UNIVERSITY HOSPITAL,1500 E MEDICAL CENTER DR,<br>,Suspected controlled substances confiscated from a patient&#39;s belongings. ,CASE FOLDER #1890301181 - CLOSED AS OF 03/22/2018 ,42.28463232,-83.72943174
1800024788,2018-03-20 17:25:00.0,SEX OFFENSE OTHER - IND EXPOSE,DIAG,920 N UNIVERSITY AVE,UTL/GOA<br>,"Report that a pedestrian urinated on the middle of the Diag about 4:50pm and then walked into Hatcher Library. Officers were unable to locate the subject.
",CASE FOLDER #1890301182 - CLOSED AS OF 03/22/2018 ,42.27687693,-83.73821968
1800024784,2018-03-20 17:20:00.0,SUSPICIOUS INCIDENT OR PERSON,WEST QUADRANGLE,541 THOMPSON ST,ASSISTANCE PROVIDED<br>,"A wallet may have been stolen. Unknown location or timeframe. 
",  ,42.27493073,-83.74257361
1800024768,2018-03-20 16:39:00.0,CRASH - FAILURE TO REPORT,SIMPSON CIRCLE PARKING STRUCTURE,1535 E HOSPITAL DR,<br>,A vehicle reportedly was struck by an unknown vehicle while parked in the structure between 8am and 4:30pm resulting in bumper damage.,CASE FOLDER #1890301180 - CLOSED AS OF 03/22/2018 ,42.28198538,-83.72921177
1800024759,2018-03-20 16:11:00.0,CRASH - FAILURE TO REPORT,MED CTR N ENTRANCE PARKING STRUCTURE,1300 E MEDICAL CENTER DR,<br>,A vehicle reportedly was struck by an unknown vehicle while parked in the structure between 5:30am and 4pm resulting in door damage.      ,CASE FOLDER #1890301177 - CLOSED AS OF 03/22/2018 ,42.28490630,-83.73248694
1800024730,2018-03-20 14:20:00.0,OBSTRUCTING JUSTICE,CAMPUS SAFETY SERVICES BUILDING,1239 KIPKE DR,<br>,A bench warrant was canceled for a subject who appeared in court (#11-2146 failure to appear assault).  ,CASE FOLDER #1890301174 - CLOSED AS OF 03/21/2018 WITH ARREST ON 03/20/2018,42.26519173,-83.74395283
1800024641,2018-03-20 08:56:00.0,OBSTRUCTING JUSTICE,CAMPUS SAFETY SERVICES BUILDING,1239 KIPKE DR,<br>,"A bench warrant was canceled for a subject who appeared in court (#08-1642 failure to appear traffic offense).  
",CASE FOLDER #1890301171 - CLOSED AS OF 03/21/2018 WITH ARREST ON 03/20/2018,42.26519173,-83.74395283
1800024631,2018-03-20 08:36:00.0,TRAFFIC VIOLATION,,E MADISON ST / S STATE ST,CITATION<br>,"During a traffic stop, the driver was cited for disregarding a stop sign.  ",  ,42.27422566,-83.74066599
1800024628,2018-03-20 08:33:00.0,PROPERTY DAMAGE - MDOP,UNIVERSITY HOSPITAL,1500 E MEDICAL CENTER DR,ASSISTANCE PROVIDED<br>,"Initial report that damage was found on a locked cabinet door consistent with an attempt to pry it open. No timeframe.
",  ,42.28463232,-83.72943174
1800024576,2018-03-20 02:35:00.0,TRESPASS,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,1540 E HOSPITAL DR,UTL/GOA<br>,A subject was found sleeping in the building and refused to provide identification. The subject left the area prior to the arrival of police.,  ,42.28202194,-83.72749663
1800024571,2018-03-20 01:46:00.0,SUSPICIOUS INCIDENT OR PERSON,BURSLEY JOSEPH A & MARGUERITE K HALL,1931 DUFFIELD ST,<br>,A subject was located around 1:45 am using burglary tools in an attempt to enter a locked room. The tools were confiscated and the subject was released pending prosecutor review.,CASE FOLDER #1890301163 - CLOSED AS OF 07/25/2018 ,42.29374213,-83.72094855
1800024571,2018-03-20 01:46:00.0,SUSPICIOUS INCIDENT OR PERSON,BURSLEY JOSEPH A & MARGUERITE K HALL,1931 DUFFIELD ST,<br>,A subject was located around 1:45 am using burglary tools in an attempt to enter a locked room. The tools were confiscated and the subject was released pending prosecutor review.,CASE FOLDER #1890301163 - CLOSED AS OF 07/25/2018 WITH ARREST ON 07/06/2018,42.29374213,-83.72094855
1800025177,2018-03-21 22:02:00.0,DRUG VIOLATION - VCSA,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,105 S STATE ST,UTL/GOA<br>,Report of smell of marijuana.  Source could not be located.,  ,42.28076718,-83.74007351
1800025166,2018-03-21 21:15:00.0,DISORDERLY CONDUCT,LLOYD ALICE CROCKER HALL,100 S OBSERVATORY ST,ASSISTANCE PROVIDED<br>,Subjects reportedly refused to leave a room that was reserved by another group. Issue was resolved.,  ,42.28127172,-83.73167473
1800025144,2018-03-21 19:16:00.0,LARCENY,ELBEL FIELD,336 HILL ST,CASE FOLDER #1890301201<br>,Suspect found in possession of stolen identification. Connected with Case Folder #1890301199.,CASE FOLDER #1890301201 - CLOSED AS OF 06/07/2018 ,42.27140825,-83.74585145
1800025117,2018-03-21 16:57:00.0,LARCENY,COLISEUM,721 S FIFTH AVE,<br>,"Cash reportedly was taken from a backpack around 4:30 pm. Suspects were located in the area shortly after the incident. They were arrested, processed, and released.",CASE FOLDER #1890301199 - CLOSED AS OF 04/18/2018 WITH ARREST ON 03/21/2018,42.27203898,-83.74592513
1800025102,2018-03-21 16:19:00.0,LARCENY,ALUMNI MEMORIAL HALL,525 S STATE ST,<br>,A wallet reportedly was taken while left unattended on Mar. 10 between 10:40 and 11:10 pm. No suspects.,CASE FOLDER #1890301197 - CLOSED AS OF 03/22/2018 ,42.27558914,-83.73982515
1800025071,2018-03-21 14:58:00.0,CRASH - NO INJURY,,FULLER ST / GLEN CT,ASSISTANCE PROVIDED<br>,"Three-vehicle crash resulted in no injuries and minor damage to the vehicles. 
",  ,42.28562626,-83.73573102
1800025068,2018-03-21 14:42:00.0,CRASH - NO INJURY,,FULLER/E MEDICAL CENTER,ASSISTANCE PROVIDED<br>,Two-vehicle accident resulted in no injuries. Report taken by other agency.,  ,0.00000000,0.00000000
1800025027,2018-03-21 12:19:00.0,LARCENY,BURSLEY JOSEPH A & MARGUERITE K HALL,1931 DUFFIELD ST,<br>,"Two campus wall phones reportedly were taken some time between Dec. 1, 2017 and Jan. 10, 2018. No suspects.",CASE FOLDER #1890301191 - CLOSED AS OF 03/24/2018 ,42.29374213,-83.72094855
1800024943,2018-03-21 05:46:00.0,CRASH - FAIL TO REPORT,MEDICAL CENTER DR PARKING STRUCT,1600 E MEDICAL CENTER DR,<br>,A vehicle reportedly was struck by an unknown vehicle while parked in the structure between 11:30pm March 20 and 5:40am March 21 resulting in minor damage. No suspects. ,CASE FOLDER #1890301189 - CLOSED AS OF 03/22/2018 ,42.28264733,-83.72719383
1800024908,2018-03-21 01:50:00.0,TRAFFIC VIOLATION,,S FOREST AVE / S UNIVERSITY AVE,CITATION<br>,"During a traffic stop, the driver was cited for impeding traffic.",  ,42.27504343,-83.73308861
1800024901,2018-03-21 00:57:00.0,LARCENY,,S STATE ST / S UNIVERSITY AVE,<br>,"Two subjects dropped an item as they fled from police officers. The item was determined to be a section of security gating owned by the Facilities Department. The subjects were not located. Unknown time or location of theft. 
",CASE FOLDER #1890301185 - CLOSED AS OF 05/01/2018 ,42.27495513,-83.74069181
1800024897,2018-03-21 00:43:00.0,MINOR IN POSSESSION,WEST QUADRANGLE,541 THOMPSON ST,DISCIPLINARY REFERRAL<br>,Eight subjects were found with alcohol. Two were of age but in violation of the Housing regulation. ,CASE FOLDER #1890301186 - CLOSED AS OF 03/21/2018 ,42.27493073,-83.74257361
1800025444,2018-03-22 21:22:00.0,MINOR IN POSSESSION,,S FOREST AVE / S UNIVERSITY AVE,CITATION<br>,Intoxicated subject harassing pedestrians and walking into traffic. He was cited for minor in possession of alcohol and taken by ambulance to Mott Hospital Emergency.  ,CASE FOLDER #1890301225 - CLOSED AS OF 05/02/2018 WITH ARREST ON 03/22/2018,42.27504343,-83.73308861
1800025388,2018-03-22 16:38:00.0,EMBEZZLEMENT,MICHIGAN UNION,530 S STATE ST,UNFOUNDED<br>,Cash missing from the Computer Showcase safe. Occurred between March 15 and 22. Later the manager reported that the cash was located. No crime occurred. ,CASE FOLDER #1890301223 - CLOSED AS OF 03/24/2018 ,42.27511571,-83.74160190
1800025369,2018-03-22 14:55:00.0,PROPERTY DAMAGE - MDOP,MEDICAL CENTER DR PARKING STRUCT,1600 E MEDICAL CENTER DR,<br>,"Vehicle door found damaged, likely from an attempted break-in, while valet-parked between 7pm March 20 and 1am March 22. No suspects.",CASE FOLDER #1890301218 - CLOSED AS OF 06/29/2018 ,42.28335515,-83.72753209
1800025340,2018-03-22 13:13:00.0,WEAPONS OFFENSE,TAUBMAN A ALFRED HEALTH CARE CTR,1620 E MEDICAL CENTER DR,<br>,Handgun confiscated from valet-parked vehicle. Owner located in hospital as a visitor and confirmed he didn&#39;t have a valid permit. ,CASE FOLDER #1890301222 - CLOSED AS OF 11/26/2018 ,42.28362067,-83.72811556
1800025340,2018-03-22 13:13:00.0,WEAPONS OFFENSE,TAUBMAN A ALFRED HEALTH CARE CTR,1620 E MEDICAL CENTER DR,<br>,Handgun confiscated from valet-parked vehicle. Owner located in hospital as a visitor and confirmed he didn&#39;t have a valid permit. ,CASE FOLDER #1890301222 - CLOSED AS OF 11/26/2018 WITH ARREST ON 11/24/2018,42.28362067,-83.72811556
1800025324,2018-03-22 12:28:00.0,LARCENY,UNIVERSITY HOSPITAL,1500 E MEDICAL CENTER DR,UNFOUNDED INCIDENT<br>,"Initial report of the theft of a purse. However it was determined a family member had possession of the purse. No theft.
",  ,42.28463232,-83.72943174
1800025319,2018-03-22 12:09:00.0,UNLAWFUL DRIVING AWAY,LOT C5,900 S UNIVERSITY AVE,<br>,Report that a moped had been stolen from the lot between 9:50 and 11:30am. However it was determined the moped had been impounded due to unpaid parking tickets. ,CASE FOLDER #1890301231 - CLOSED AS OF 03/23/2018 ,42.27572994,-83.73751935
1800025307,2018-03-22 11:25:00.0,CRASH - FAIL TO REPORT,,4270 PLYMOUTH RD,<br>,Vehicle reportedly was struck by another vehicle that left the scene between 9 and 11:20am resulting in minor damage. ,CASE FOLDER #1890301221 - CLOSED AS OF 03/28/2018 ,42.30954573,-83.67651433
1800025303,2018-03-22 11:18:00.0,CRASH - FAILURE TO REPORT,EAST ANN ARBOR HEALTH AND GERIATRICS CENTER,4260 PLYMOUTH RD,<br>,Vehicle was struck by an unknown vehicle while parked in the lot between 9:15am March 19 and 5:40pm March 21 resulting in fender damage. No suspects.,CASE FOLDER #1890301217 - CLOSED AS OF 03/23/2018 ,42.30819075,-83.67375798
1800025291,2018-03-22 10:02:00.0,LARCENY,MED-INN,1495 SIMPSON RD,<br>,A pair of ear buds reportedly was taken from an office between 3pm March 20 and 7am March 21. No suspects.,CASE FOLDER #1890301209 - CLOSED AS OF 03/24/2018 ,42.28368978,-83.73016196
1800025281,2018-03-22 09:26:00.0,HARASSMENT,BROWN GEORGE GRANGER MEMORIAL LABORATORIES,2350 HAYWARD ST,<br>,A visitor reportedly arrived in the building after being denied a meeting. The subject was advised to leave and cease communications. ,CASE FOLDER #1890301211 - CLOSED AS OF 03/23/2018 ,42.29325627,-83.71388627
1800025263,2018-03-22 08:11:00.0,LARCENY,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,1540 E HOSPITAL DR,<br>,Subject&#39;s ID reportedly was taken from a nurse &#39; s station between midnight and 5am. No suspects.,CASE FOLDER #1890301206 - CLOSED AS OF 04/02/2018 ,42.28202194,-83.72749663
1800025834,2018-03-23 23:45:00.0,TRAFFIC VIOLATION,,E ANN ST / ZINA PITCHER PL,CITATION<br>,"During a traffic stop, the driver was cited for expired vehicle registration.
",  ,42.28230623,-83.73352011
1800025830,2018-03-23 23:37:00.0,DRUG VIOLATION - VCSA,WEST QUADRANGLE,541 THOMPSON ST,UTL/GOA<br>,Report of smell of marijuana.  Source could not be located.,  ,42.27493073,-83.74257361
1800025824,2018-03-23 23:12:00.0,TRAFFIC VIOLATION,,2100 S STATE ST,CITATION<br>,"During a traffic stop, the driver was cited for speeding.",  ,42.25681151,-83.74002636
1800025814,2018-03-23 22:41:00.0,TRAFFIC VIOLATION,,1000 BLK ISLAND DR,CITATION<br>,"During a traffic stop, the driver was cited for a prohibited turn. 
",  ,42.28693831,-83.73410854
1800025733,2018-03-23 18:19:00.0,TRAFFIC VIOLATION,,S OBSERVATORY ST / E MEDICAL CENTER DR,CITATION<br>,"During a traffic stop, the driver was cited for an expired vehicle registration.",  ,42.28140913,-83.73107757
1800025676,2018-03-23 14:55:00.0,LARCENY,FRANKEL SAMUEL AND JEAN CARDIOVASCULAR CENTER,1425 E ANN ST,<br>,A bicycle reportedly was taken from an exterior bicycle rack between 12:30 and 2:30pm. The cut cable bike lock was found on the ground. No suspects.,CASE FOLDER #1890301236 - CLOSED AS OF 03/28/2019 ,42.28333530,-83.73110523
1800025675,2018-03-23 14:44:00.0,FIRE,,PLYMOUTH RD / GREEN RD,NO REPORT FILED<br>,Fire occurred during testing of equipment March 17 around 3pm which caught nearby grass on fire. A fire extinguisher was used to put out the fire. No injuries and no other damage other than the grass.,  ,42.30439860,-83.69268018
1800025635,2018-03-23 12:20:00.0,LARCENY,UPJOHN RACHEL BUILDING,4250 PLYMOUTH RD,<br>,A iPhone power cord reportedly was taken from an office between 5pm March 21 and 9am March 22.,CASE FOLDER #1890301233 - CLOSED AS OF 05/29/2018 ,42.30767061,-83.67526924
1800025598,2018-03-23 10:03:00.0,OBSTRUCTING JUSTICE,CAMPUS SAFETY SERVICES BUILDING,1239 KIPKE DR,<br>,A bench warrant was canceled for a subject who appeared in court (#16-4619 failure to appear traffic offense).  ,CASE FOLDER #1890301234 - CLOSED AS OF 03/23/2018 WITH ARREST ON 03/23/2018,42.26519173,-83.74395283
1800025592,2018-03-23 09:41:00.0,PROPERTY DAMAGE - MDOP,THOMPSON ST PARKING STRUCTURE,508 THOMPSON ST,ASSISTANCE PROVIDED<br>,Vehicle reportedly was intentionally scratched while parked in the structure March 22 between 9am and 6pm. No suspect.,CASE FOLDER #1890301232 - CLOSED AS OF 03/23/2018 ,42.27555358,-83.74364483
1800025558,2018-03-23 07:45:00.0,LARCENY,WEST QUADRANGLE,541 THOMPSON ST,<br>,"Two internal building signs were found missing. Likely occurred March 22. No suspects. 
",CASE FOLDER #1890301230 - CLOSED AS OF 03/27/2018 ,42.27493073,-83.74257361
1800025535,2018-03-23 06:01:00.0,TRAFFIC VIOLATION,,S STATE ST / STIMSON ST,CITATION<br>,"During a traffic stop, the driver was cited for expired vehicle registration and suspended license. 
",CASE FOLDER #1890301228 - CLOSED AS OF 04/07/2018 WITH ARREST ON 03/23/2018,42.26049630,-83.74037425
1800025488,2018-03-23 00:25:00.0,DRUG VIOLATION - VCSA,STOCKWELL MADELON LOUISA HALL,324 S OBSERVATORY ST,UTL/GOA<br>,Report of smell of marijuana.  Source could not be located.,  ,42.27878190,-83.73163472
1800025483,2018-03-23 00:04:00.0,LARCENY,MOSHER ELIZA M HALL & JORDAN MYRA B HALL,200 S OBSERVATORY ST,<br>,"Personal property, including headphones, reportedly were taken between 9 and 11pm. No suspects.",CASE FOLDER #1890301226 - CLOSED AS OF 03/24/2018 ,42.28007133,-83.73153362
1800026093,2018-03-24 23:09:00.0,NOISE COMPLAINT / ALCOHOL VIOLATION,WEST QUADRANGLE,541 THOMPSON ST,DISCIPLINARY REFERRAL<br>,"Six subjects found with alcohol, which was poured out.  To be handled internally by staff.  ",CASE FOLDER #1890301248 - CLOSED AS OF 03/30/2018 ,42.27493073,-83.74257361
1800026092,2018-03-24 23:04:00.0,TRAFFIC VIOLATION/ OWI,,N UNIVERSITY AVE / FLETCHER ST,<br>,"During a traffic stop for disregarding a stop sign, the driver was arrested for operating while impaired. He also was warned for disregarding the stop sign. He was processed and released.",CASE FOLDER #1890301249 - CLOSED AS OF 05/10/2018 WITH ARREST ON 03/24/2018,42.27863860,-83.73706111
1800026081,2018-03-24 22:34:00.0,TRAFFIC VIOLATION,,N UNIVERSITY AVE / S THAYER ST,CITATION<br>,"During a traffic stop, the driver was cited for disregarding a stop sign. ",  ,42.27861459,-83.73952247
1800026074,2018-03-24 22:10:00.0,TRAFFIC VIOLATION,,N UNIVERSITY AVE / S THAYER ST,"CITATION, VERBAL WARNING<br>","During a traffic stop, the driver was cited for never acquiring a driver&#39;s license and warned for not registering the vehicle, which was impounded. 
",CASE FOLDER #1890301251 - CLOSED AS OF 03/27/2018 WITH ARREST ON 03/24/2018,42.27861459,-83.73952247
1800026070,2018-03-24 21:44:00.0,CRASH - FAIL TO REPORT,MEDICAL CENTER DR PARKING STRUCT,1600 E MEDICAL CENTER DR,<br>,A vehicle reportedly backed into a parked vehicle resulting in vehicle damage and then left the scene without reporting. ,CASE FOLDER #1890301247 - CLOSED AS OF 03/27/2018 ,42.28335515,-83.72753209
1800026064,2018-03-24 20:21:00.0,TRAFFIC VIOLATION,,FULLER/E MEDICAL CENTER,CITATION<br>,"During a traffic stop, the driver was cited for disregarding a traffic control device.",  ,0.00000000,0.00000000
1800026056,2018-03-24 20:02:00.0,TRAFFIC VIOLATION,,200 BLK PACKARD ST,CITATION<br>,"During a traffic stop, the driver was cited for an expired vehicle registration and warned for no proof of insurance and not having possession of driver&#39;s license. 
",  ,42.27603900,-83.74751885
1800026020,2018-03-24 17:22:00.0,DRUG VIOLATION - VCSA,MOSHER ELIZA M HALL & JORDAN MYRA B HALL,200 S OBSERVATORY ST,UTL/GOA<br>,Report of smell of marijuana.  Source could not be located.,  ,42.28007133,-83.73153362
1800026012,2018-03-24 16:43:00.0,CRIMINAL SEXUAL CONDUCT,SOUTH QUADRANGLE,600 E MADISON ST,<br>,"Subject reported that she had been assaulted between 10pm March 23 and 12:30am March 24 in a common area by a known subject. 
",CASE FOLDER #1890301246 - CLOSED AS OF 08/01/2018 ,42.27370450,-83.74213790
1800025925,2018-03-24 09:08:00.0,LARCENY,SOUTH QUADRANGLE,600 E MADISON ST,<br>,A wallet reportedly was taken from the dining center between 7 and 10pm. Unauthorized charges were made to a credit card. No initial suspect. ,CASE FOLDER #1890301244 - CLOSED AS OF 11/26/2018 ,42.27370450,-83.74213790
1800025925,2018-03-24 09:08:00.0,LARCENY,SOUTH QUADRANGLE,600 E MADISON ST,<br>,A wallet reportedly was taken from the dining center between 7 and 10pm. Unauthorized charges were made to a credit card. No initial suspect. ,CASE FOLDER #1890301244 - CLOSED AS OF 11/26/2018 WITH ARREST ON 11/23/2018,42.27370450,-83.74213790
1800025873,2018-03-24 03:04:00.0,MINOR IN POSSESSION,BAITS VERA II ZIWET HOUSE,1441 HUBBARD RD,DISCIPLINARY REFERRAL<br>,"Five subjects found with alcohol, which was poured out.  To be handled internally by staff.  ",CASE FOLDER #1890301239 - CLOSED AS OF 03/27/2018 ,42.29435953,-83.72460052
1800026364,2018-03-25 23:23:00.0,BURGLARY,SOUTH QUADRANGLE,600 E MADISON ST,<br>,"Laptop and wallet stolen from unoccupied resident&#39;s room between 10:45 and 11:10pm. The door had been left open. The laptop was located in the lower level of the Michigan Union along with other abandoned or stolen property, all of which was confiscated. ",CASE FOLDER #1890301264 - CLOSED AS OF 07/09/2018 ,42.27370450,-83.74213790
1800026364,2018-03-25 23:23:00.0,BURGLARY,SOUTH QUADRANGLE,600 E MADISON ST,<br>,"Laptop and wallet stolen from unoccupied resident&#39;s room between 10:45 and 11:10pm. The door had been left open. The laptop was located in the lower level of the Michigan Union along with other abandoned or stolen property, all of which was confiscated. ",CASE FOLDER #1890301264 - CLOSED AS OF 07/09/2018 WITH ARREST ON 04/07/2018,42.27370450,-83.74213790
1800026350,2018-03-25 22:14:00.0,DRUG VIOLATION - VCSA,STOCKWELL MADELON LOUISA HALL,324 S OBSERVATORY ST,UTL/GOA<br>,Report of smell of marijuana.  Source could not be located.,  ,42.27878190,-83.73163472
1800026344,2018-03-25 21:52:00.0,TRESPASS,UH ADULT EMERGENCY SERVICES,1500 E MEDICAL CENTER DR,VERBAL WARNING<br>,"Subject was found loitering in the building with no medical business. He was issued a trespass warning not to return without a medical need. 
",CASE FOLDER #1890301261 - CLOSED AS OF 03/26/2018 ,42.28468705,-83.72847253
1800026335,2018-03-25 21:12:00.0,DRUG VIOLATION - VCSA,STOCKWELL MADELON LOUISA HALL,324 S OBSERVATORY ST,UTL/GOA<br>,Report of smell of marijuana.  Source could not be located.,  ,42.27878190,-83.73163472
1800026334,2018-03-25 21:07:00.0,TRAFFIC VIOLATION,,E MEDICAL CENTER DR / W MEDICAL CENTER DR,VERBAL WARNING<br>,"During a traffic stop for driving at night without headlights on, the vehicle was impounded for an invalid vehicle registration/license plate. The driver was warned for the traffic violation. ",CASE FOLDER #1890301262 - CLOSED AS OF 03/27/2018 ,42.28559739,-83.73179024
1800026298,2018-03-25 16:47:00.0,DRUG VIOLATION - VCSA / ASSIST OTHER AGENCY,UH ADULT EMERGENCY SERVICES,1500 E MEDICAL CENTER DR,<br>,"Medication that wasn&#39;t prescribed to the subject was confiscated from a patient&#39;s belongings. Once the subject was discharged, he was taken to jail on warrants from other agencies. ",CASE FOLDER #1890301260 - CLOSED AS OF 08/16/2018 WITH ARREST ON 03/25/2018,42.28468705,-83.72847253
1800026243,2018-03-25 12:27:00.0,TRAFFIC VIOLATION,,PLYMOUTH RD / BISHOP AVE,CITATION<br>,"During a traffic stop, the driver was cited for disregarding a stop sign and no proof of insurance.
",  ,42.29926140,-83.71648544
