Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log	Number Cited	Misc Information	Added to Clery Wall Map	Greek Row	Alcohol/Drug Transport	Residence Life	IR # from DOS	DOS ID	Clery Case #	Referral Count	AC ID	Confirmed with MPD	Double Checked/Complete	Question for MPD	Clery Reportable/Not in Advocate
336	03/11/19 @07:05	Monday	Same	19-M02076	Found Property	975 S Line St; UI Commons	Two DL's - Owners notified	CLO				NO										0			0				
337	03/11/19 @22:06	Monday	Same	19-M02104	Parking Problem	Sweet Ave: PL 60	N/A	CLO				NO										0			0				
338	03/12/19 @11:53	Tuesday	Same	19-M02117	Alarm; Elevator	1080 W 6th ST; Elev South	Accidental activation	CLO				NO										0			0				
339	03/13/19 @10:00	Wednesday	Same	19-M02130	Other Calls	Moscow	Not on campus or related	CLO				NO	x									0			0				
340	03/13/19 @11:22	Wednesday	Same	19-M02134	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
341	03/13/19 @12:57	Wednesday	Same	19-M02138	Animal; Stray	1016 Deakin Ave;	Golden lab captured and taken to HSOP	CLO				NO										0			0				
342	03/13/19 @14:18	Wednesday	Same	19-M02141	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO										0			0				
343	03/13/19 @14:39	Wednesday	Same	19-M02142	Welfare Check	UI	"Occurred at Super 8, regarding Roman Adams making suicidal statement"	CLO				NO										0			0				
344	03/13/19 @15:49	Wednesday	Same	19-M02145	Accident; Hit Run	711 Rayburn ST; Menard Law	Hit and run with no suspect	ACT				NO										0			0				
345	03/15/19 @17:45	Friday	Same	19-M02191	Traffic Offense	421 Sweet Ave; Parking Lot	Report of child not wearing safey restraint	CLO				NO										0			0				
346	03/15/19 @19:00	Friday	Same	19-M02193	Drugs	1 UI CAMPUS	Second party report of someone selling drugs on campus (more to follow)	CLO				NEED MORE										0			0				
347	03/16/19 @20:19	Saturday	Same	19-M02210	Alarm; Fire	901 Paradise Creek St; 6	UTL	CLO				NO										0			0				
348	03/16/19 @22:44	Saturday	Same	19-M02215	Alarm; Elevator	975 W 6th ST; Elev College	Accidental activation	CLO				NO										0			0				
349	03/16/19 @22:55	Saturday	Same	19-M02216	Noise Complaint	303 Sweet Ave; 2	Two drunk females yelling and being loud	CLO				NEED MORE										0			0				
350	03/17/19 @08:10	Sunday	Same	19-M02224	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
351	03/17/19 @12:59	Sunday	Same	19-M02228	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
352	03/17/19 @15:04	Sunday	Same	19-M02232	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
353	03/17/19 @15:29	Sunday	Same	19-M02233	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
354	03/17/19 @16:05	Sunday	Same	19-M02236	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
355	03/17/19 @19:15	Sunday	Same	19-M02241	Suspicious	628 Deakin Ave; Catholic Church	Unfounded	CLO				NO										0			0				
356	03/17/19 @20:38	Sunday	Same	19-M02244	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
357	03/18/19 @09:39	Monday	Same	19-M02256	Harassment	UI	Not on campus and is unfounded	ACT				NO	x									0			0				
358	03/18/19 @10:59	Monday	Same	19-M02260	Alarm; Elevator	840 W 7th St; Jansen Engineering	Accidental activation	CLO				NO										0			0				
359	03/18/19 @16:23	Monday	Same	19-M02277	Noise Complaint	831 Ash St; Student Health; Area	FIJI's warned for loud music	WRN				NO										0			0				
360	03/19/19 @12:39	Tuesday	Same	19-M02297	Traffic Offense	W 6th ST & Elm ST	"Bicyclist and motorist issues, no traffic or criminal violations"	CLO				NO										0			0				
361	03/19/19 @14:58	Tuesday	Same	19-M02302	Weapons Offense	918 Blake Ave; Kappa Sigma	"Members of KS shooting at each other with air soft, they were warned"	CLO				NO									00160-2019	0			0				
362	03/20/19 @12:16	Wednesday	Same	19-M02335	Alarm; Elevator	1080 W 6th ST; Elev North	Accidental activation	CLO				NO										0			0				
363	03/20/19 @12:58	Wednesday	Same	19-M02338	Fraud	1080 W 6th St; Wallace Complex	Unfounded	CLO				NO										0			0				
364	03/20/19 @13:30	Wednesday	Same	19-M02339	Civil	706 Deakin Ave; UI Bookstore	Rude customer	CLO				NO										0			0				
365	03/20/19 @14:54	Wednesday	Same	19-M02340	Lost Property	711 Rayburn St; College of	Items were located and returned to owner	CLO				NO										0			0				
366	03/20/19 @15:44	Wednesday	Same	19-M02342	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
367	03/20/19 @18:28	Wednesday	Same	19-M02349	Alarm; Elevator	921 Campus Dr; College Of	Accidental activation	CLO				NO										0			0				
368	03/20/19 @21:13	Wednesday	Same	19-M02358	Agency Assist	Perimeter Dr; Paradise Creek	Check creek levels	CLO				NO										0			0				
369	03/20/19 @22:21	Wednesday	Same	19-M02359	Noise Complaint	735 Nez Perce Dr; Sigma Chi	Sigma Chi warned for loud music	WRN				NO										0			0				
370	03/21/19 @09:01	Thursday	Same	19-M02366	Found Property	1000 Stadium Dr; Kibbie Dome	"Found cash, booked in"	CLO				NO										0			0				
371	03/21/19 @09:41	Thursday	Same	19-M02370	Accident; Hit Run	Moscow	Not on campus	ACT				NO	x									0			0				
372	03/21/19 @13:20	Thursday	Same	19-M02377	Harassment	403 College Ave; H	Unfounded	CLO				NO										0			0				
373	03/21/19 @14:56	Thursday	Same	19-M02381	Noise Complaint	735 Nez Perce Dr; Sigma Chi	Unfounded	CLO				NO										0			0				
374	03/21/19 @15:29	Thursday	Same	19-M02383	Theft; Automobile	777 Deakin Ave; Purple Lot	"Unfounded, forgot where he parked"	CLO				NO										0			0				
375	03/21/19 @16:55	Thursday	Same	19-M02387	Citizen Assist	Moscow	Not on campus	CLO				NO	x									0			0				
376	03/21/19 @17:37	Thursday	Same	19-M02390	Theft; Other	Moscow	Not on campus	CLO				NO	x									0			0				
377	03/21/19 @21:56	Thursday	Same	19-M02397	Drugs	1080 W 6th ST; Wallace Complex	UTL odor of marijuana	CLO	OC OCH	Drug - Referral	4	YES									00151-2019	20	R00018-2019	4	0				
378	03/22/19 @08:42	Friday	Same	19-M02404	Alarm; Elevator	901 University Ave; A&A	Student was rescued from elevator	CLO				NO										0			0				
379	03/22/19 @12:12	Friday	Same	19-M02416	Accident; Hit Run	851 Campus Dr; UI Administration	"RP says car might have been hit within the last month, no suspects"	CLO				NO										0			0				
380	03/22/19 @12:13	Friday	Same	19-M02415	Theft; Other	875 Campus Dr; Albertsons	"Lost wallet in class, when he returned it was gone, no suspects"	ACT				NO										0			0				
381	03/22/19 @13:22	Friday	Same	19-M02418	Malicious Mischief	918 Blake Ave; Kappa Sigma	Member broke another members electric toothbrush	CLO				NO									00164-2019	0			0				
382	03/22/19 @14:01	Friday	Same`	19-M02420	Fraud	1080 W 6th ST; UI Housing	Not on campus or related	ACT				NO	x									0			0				
383	03/22/19 @14:29	Friday	Same	19-M02424	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
384	03/22/19 @14:57	Friday	Same	19-M02426	Theft; Other	Moscow	Not on campus	ACT				NO	x									0			0				
385	03/22/19 @17:11	Friday	Same	19-M02433	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO										0			0				
386	03/22/19 @21:15	Friday	Same	19-M02441	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
387	03/22/19 @23:40	Friday	Same	19-M02445	Drugs	1001 Paradise Creek ST; Theophilus Tower	"Unfounded, it was tobacco smoke"	CLO				NO									00154-2019	0			0				
388	03/23/19 @01:04	Saturday	Same	19-M02446	Alarm; Elevator	901 Paradise Creek St; LLC	Students were rescued from elevator	CLO				NO										0			0				
389	03/23/19 @09:57	Saturday	Same	19-M02451	Accident; Non-Injury	1000 Stadium Dr; Kibbie Dome	Minor damage	CLO				NO										0			0				
390	03/23/19 @16:16	Saturday	Same	19-M02465	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
391	03/23/19 @18:17	Saturday	Same	19-M02468	Other Calls	901 Paradise Creek St; 402	Unfounded	CLO				NO										0			0				
392	03/23/19 @22:04	Saturday	Same	19-M02473	Domestic Dispute	W 6th St & Rayburn ST	"Two subjects arguing, they were warned, nothing criminal"	CLO				NO										0			0				
393	03/24/19 @13:06	Sunday	Same	19-M02489	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO										0			0				
394	03/24/19 @14:54	Sunday	Same	19-M02491	Domestic Dispute	Moscow	Not on campus	ACT				NO	x									0			0				
395	03/24/19 @15:00	Sunday	Same	19-M02492	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
396	03/24/19 @18:33	Sunday	Same	19-M02501	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
397	03/24/19 @18:47	Sunday	Same	19-M02502	Other Calls	Moscow	Not on campus	CLO				NO	x									0			0				
398	03/24/19 @19:43	Sunday	Same	19-M02505	Drugs	901 Paradise Creek St; McConnell	"Found marijuana, booked to be destroyed"	CLO				NO										0			0				
399	03/25/19 @09:40	Monday	Same	19-M02521	No Contact	604 Elm St	No contact order served	CLO				NO										0			0				
400	03/25/19 @11:06	Monday	Same	19-M02524	Alarm; Elevator	840 W 7th St; Jansen Engineering	"One person trapped, called elevator company"	CLO				NO										0			0				
401	03/25/19 @14:09	Monday	Same	19-M02533	Malicious Mischief	1101 Blake Ave	"Report that 1 male slashed fraternity brothers tire, they handled it through fraternity"	CLO				NO									00181-2019	23			23				
402	03/26/19 @13:10	Tuesday	Same	19-M02567	Parking Problem	1006 Railroad St; Transit	Parking problem	CLO				NO										0			0				
403	03/26/19 @13:48	Tuesday	Same	19-M02569	Child Abuse	Moscow	Not on campus or related	CLO				NO	x									0			0				
404	03/26/19 @14:47	Tuesday	Same	19-M02573	Fraud	901 Paradise Creek St; MSC	"Report of facebook scam, apparently the suspect is UI student investigation on-going"	CLO				NO										0			24				
405	03/26/19 @18:52	Tuesday	Same	19-M02578	Communications	850 Rayburn ST;	911 employee error	CLO				NO										0			0				
406	03/27/19 @07:33	Wednesday	Same	19-M02585	Alarm; Elevator	901 Campus Dr; College of	Accidental activation	ACT				NO										0			0				
407	03/27/19 @09:33	Wednesday	Same	19-M02590	Abandoned Vehicle	Sweet Ave; Blue Lot	Abandon vehicle	CLO				NO										0			0				
408	03/27/19 @14:26	Wednesday	Same	19-M02601	Harassment	804 Elm ST; Phi Delta Theta	Male is suspected of stalking Male	ACT				YES										0			25				
409	03/27/19 @14:32	Wednesday	Same	19-M02603	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
410	03/28/19 @01:33	Thursday	Same	19-M02621	Noise Complaint	727 Elm St; Beta Theta Pi	Warned Betas for loud music	WRN				NO										0			0				
411	03/28/19 @10:34	Thursday	Same	19-M02645	Threatening	1080 W 6th ST; Wallace Complex	"Problem between two males both counseled, NR"	ACT				NO										0			26				
412	03/28/19 @12:25	Thursday	Same	19-M02652	Accident; Hit Run	Stadium Dr & W 6th ST; Orange	Driver of pickup tore front bumper off car	ACT				NO										0			0				
413	03/28/19 @15:40	Thursday	Same	19-M02661	Fire Other	620 Idaho Ave; To the Left	"Delts lit a couch on fire, they were warned by police and fire"					NO										0			0				
414	03/28/19 @16:54	Thursday	Same	19-M02666	Lost Property	975 S Line St; UI Commons	Wallet returned to owner	CLO				NO										0			0				
415	03/28/19 @18:16	Thursday	Same	19-M02668	Welfare Check	Moscow	Welfare check	CLO				NO										0			0				
416	03/28/19 @18:38	Thursday	Same	19-M02670	Drugs	777 Deakin Ave; Pi Kappa Phi	"Marijuana and paraphernalia found in males  room, he was warned"	ACT	NC	Drug - Referral		YES									00179-2019	22	R00020-2019		27				
417	03/22/19 @12:10	Friday	Same	N/A	Alcohol Offense	Wallace; Willey; 312	RA's ONLY - NO MPD-4 referred	CLO	OC OCH	Alcohol - Referral	3	YES									00156-2019	16	R00015-2019	3	0				
418	03/29/19 @14:01	Friday	Same	19-M02700	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO										0			0				
419	03/29/19 @16:47	Friday	Same	19-M02710	Other Calls	Moscow	Unfounded	CLO				NO										0			0				
420	03/29/19 @16:48	Friday	Same	19-M02712	Theft; Other	1 UI Campus; UI	"Stolen bicycle, no suspects"	ACT				NO										0			0				
421	03/29/19 @19:40	Friday	Same	19-M02717	Sex Offense	918 Blake Ave; Kappa Sigma	This was reported in Moscow but occurred several years ago in another city	CLO				NO										0			0				
422	03/29/19 @19:53	Friday	Same	19-M02720	Welfare Check	401 W 6th St; Taco Time	Not on campus or related	CLO				NO	x									0			0				
423	03/29/19 @21;04	Friday	Same	19-M02721	Drugs	709 Elm Deakin Aly; Theta Chi	"Marijuana found in male's room, he was warned"	CLO	OC OCH	Drug - Referral	1	YES									00178-2019	17	R00016-2019	1	22				
424	03/30/19 @08:14	Saturday	Same	19-M02732	Hemorrhage	1000 Stadium Dr; South Concourse	HS student cut hand on a railing in Kibbie Dome	CLO				NO										0			0				
425	03/30/19 @11:13	Saturday	Same	19-M02739	Welfare Check	Moscow	Not on campus or related	CLO				NO	x									0			0				
426	03/30/19 @11:49	Saturday	Same	19-M02741	Malicious Mischief	614 Ash St	"Someone threw a rock through a window, this is not on campus"	ACT				NO										0			0				
427	03/30/19 @23:02	Saturday	Same	19-M02758	Drugs	1080 W 6th ST; Wallace	"Ryan Grover, Curtis Moses, Jordan Kessler and Danica Ward warned for marijuana"	WRN	OC OCH	Drug - Referral	5	YES									00172-2019	18	R00017-2019	5	0				
428	03/31/19 @00:53	Sunday	Same	19-M02759	Suspicious	609 Elm ST; Delta Delta Delta	Someone threw the breaker at Tri-Delta	CLO				NO										0			0				
429	03/31/19 @03:00	Sunday	Same	19-M02761	Trespassing	1101 Blake Ave; Farmhouse	"Report of ""Creepy male' who showed up during bonfire, he was GOA"	UTL				NO										0			0				
430	03/31/19 @08:08	Sunday	Same	19-M02764	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
431	03/31/19 @14:42	Sunday	Same	19-M02771	Other Calls	327 College Ave; Behind	"Report of beaver traps, apparently  they have UI persmission"	ACT				NO										0			0				
432	03/31/19 @16:33	Sunday	Same	19-M02775	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
433	03/31/19 @19:16	Sunday	Same	19-M02776	DWLS	1000 Stadium Dr; Kibbie Dome	non-student cited for DWP	ACT				NO										0			0				
434	04/01/19 @04:47	Monday	Same	19-M02782	Communications	685 S Line ST; IRIC	Accidental 911 at IRIC	CLO				NO										0			0				
435	04/01/19 @12:16	Monday	Same	19-M02786	Accident; Hit Run	Stadium Dr & Idaho Ave; PL	Accidental activation	CLO				NO										0			0				
436	04/01/19 @13:44	Monday	Same	19-M02790	Noise Complaint	918 Blake Ave; Kappa Sigma	Unfounded	UNF				NO										0			0				
437	04/01/19 @14:02	Monday	Same	19-M02792	Theft; Other	875 S Line St; Einstein Bagels	"Reported as stolen, likely found it's way into a trash can, Find my phone pinged at the Latah Sanitation on HWY 8"	ACT				NO										0			0				
438	04/01/19 @14:49	Monday	Same	19-M02793	Communications	1006 Railraod St; Intermobile	Accidental 911	CLO				NO										0			0				
439	04/01/19 @18:46	Monday	Same	19-M02803	Accident; Hit Run	876 W 6th St; UI Steam Plant	"Hit and run, no suspects"	ACT				NO										0			0				
440	04/01/19 @20:07	Monday	Same	19-M02807	Accident; Non-Injury	607 Urquhart St; Buchanan	Information exchange	CLO				NO										0			0				
441	04/02/19 @14:44	Tuesday	Same	19-M02828	Noise Complaint	918 Blake Ave; Kappa Sigma	Unfounded	CLO				NO										0			0				
442	04/02/19 @16:43	Tuesday	Same	19-M02836	Civil	1080 W 6th ST; Wallace Complex	Ex-boyfriend issues	ACT				NO										0			0				
443	04/02/19 @17:43	Tuesday	Same	19-M02837	Other Calls	530 S Asbury St; St 5; OCRI	"Reports regarding Male and violence toward women, no women have / will report to MPD so we are unable to verify if complaints are true"	ACT				NEED MORE										0			28				
444	04/02/19 @18:56	Tuesday	Same	19-M02839	Welfare Check	UI Campus	"Welfare check on daughter, she was fine"	CLO				NO										0			0				
445	04/02/19 @23:33	Tuesday	Same	19-M02847	Alarm; Fire	920 Deakin Ave; Sigma Alpha	False alarm	CLO				NO										0			0				
446	04/02/19 @23;59	Tuesday	Same	19-M02849	Domestic Dispute	Moscow	Not on campus or related	CLO				NO	x									0			0				
447	03/22/2019 @21:53	Friday	Same	N/A	Alcohol Offense	LLC; Upham Bldg 4; 207	RA's ONLY -- 4 warned for Alcohol		OC OCH	Alcohol - Referral	4	YES									00153-2019	21	R00019-2019	4	0				
448	04/03/19 @13:39	Wednesday	Same	19-M02863	Alarm; Elevator	901 Paradise Creek St; Bldg	Accidental activation	CLO				NO										0			0				
449	04/03/19 @16:41	Wednesday	Same	19-M02869	Welfare Check	Moscow	Report of homeless people in Moscow	CLO				NO	x									0			0				
450	04/03/19 @17:09	Wednesday	Same	19-M02872	Harassment	1080 W 6th ST; Wallace	Ex-girlfriend with new boyfriend issues	CLO	OC OCH	Stalking		YES									00175-2019	0	R00022-2019		0				
451	04/03/19 @21:04	Wednesday	Same	19-M02879	Animal; Bites	Moscow	Not on campus or related	CLO				NO	x									0			0				
452	04/04/19 @10:47	Thursday	Same	19-M02901	Animal; Problem	1200 W Palouse River Dr; Arboretum	"Report of ""a fancy rooster"" hanging out at arboretum"	CLO				NO										0			0				
453	04/04/19 @14:00	Thursday	Same	19-M02910	Alarm; Fire	307 Sweet Ave; 5	Count as Fire - Cooking - Grease Fire - Burned some tiles and have smoke damage to the apartment itself.	CLO	OC OCH			YES									00184-2019	0	F00001-2019		0				
454	04/04/19 @23:16	Thursday	Same	19-M02938	Noise Complaint	509 University Ave; Perch	1 - warned for loud music	WRN				NO										0			29				
455	04/05/19 @00:07	Friday	Same	19-M02939	Domestic Dispute	709 Deakin Ave; Pittman	"Unfounded, BF and GF messing around"	CLO				NO										0			0				
456	04/05/19 @11:04	Friday	Same	19-M02946	Malicious Mischief	1 UI Campus	"Occurred off campus, Male kicked door in at ex-girlfriend's home."	ACT				NO										0			30				
457	04/05/19 @13:14	Friday	Same	19-M02950	Welfare Check	1080 W 6th ST; Wallace	Female transported to Gritman then St. Joseph for voluntary hold	CLO				NO										0			0				
458	04/05/19 @15:26	Friday	Same	19-M02955	Juvenile Problem	319 Sweet Ave	Unknown 10 YOM allegedly exposed penis to 2 YOF no suspectsI	ACT				NO										0			0				
459	04/05/19 @17:46	Friday	Same	19-M02959	Alarm; Elevator	1001 Paradise Creek St; Elev	"Report of malfunctioning elevator, it works now"	CLO				NO										0			0				
460	04/06/19 @00:20	Saturday	Same	19-M02968	Noise Complaint	727 Elm ST; Beta Theta Pi	Serveral houses had loud music on Elm	CLO				NO										0			0				
461	04/06/19 @02:54	Saturday	Same	19-M02969	Suspicious	604 Elm ST; Alpha Phi	UTL person on fire escape	CLO				NO										0			0				
462	04/06/19 @10:14	Saturday	Same	19-M02971	Parking Problem	804 Elm ST; Phi Delta Theta	Owner moved vehicle	CLO				NO										0			0				
463	04/06/19 @10:19	Saturday	Same	19-M02972	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
464	04/06/19 @12:36	Saturday	Same	19-M02977	Suspicious	1011 Deakin Ave; 4	"Heard woman crying on several occassions, UTL"	CLO				NO										0			0				
465	04/06/19 @22:17	Saturday	Same	19-M02992	Communications	1080 W 6th ST; University	UTL phone used to call 911	CLO				NO										0			0				
466	04/06/19 @22:41	Saturday	Same	19-M02994	Traumatic Injury	Deakin Ave; Catholic Church	"Transported via personal vehicle, unknown further"	CLO				NO										0			0				
467	04/06/19 @23:20	Saturday	Same	19-M02996	Battery	727 Elm ST; Beta Theta Pi	Report of a disruption between fraternity members who were trying to allow their friends into party. Two subjects left after MPD arrived -- Simple Assault if anything. Not battery	ACT				NO									00198-2019	24			0				
468	04/07/19 @03:01	Sunday	Same	19-M02999	Welfare Check	804 Elm St; Phi Delta Theta	"Unfounded, two intoxicated students, female was given ride home"	CLO	NC	Alcohol - Referral		YES									00196-2019	25	R00021-2019		0				
469	04/07/19 @09:07	Sunday	Same	19-M03005	Alarm; Elevator	1080 W 6th ST; Wallace Complex	Subjects escaped on their own	CLO				NO										0			0				
470	04/07/19 @10:26	Sunday	Same	19-M03007	Alarm; Elevator	1080 W 6th St; Wallace; Willey	"Same elevator, subjects escaped on own"	CLO				NO										0			0				
471	04/07/19 @13:45	Sunday	Same	19-M03012	Alarm; Elevator	1080 W 6th ST; Wallace Complex	Accidental activation	CLO				NO										0			0				
472	04/07/19 @14;15	Sunday	Same	19-M03013	Alarm; Elevator	1080 W 6th ST; RM 112; Wallace	Accidental activation	CLO				NO										0			0				
473	04/07/19 @14:47	Sunday	Same	19-M03015	Alarm; Elevator	1080 W 6th ST; Wallace Complex	"Same elevator, subjects escaped on own"	CLO				NO										0			0				
474	04/07/19 @14:47	Sunday	Same	19-M03015	Alarm; Elevator	1080 W 6th ST; Wallace		CLO				NO										0			0				
475	04/08/19 @10:00	Monday	Same	19-M03027	Theft; Other	711 Rayburn St; Menard Law	"Subject found an orange parking permit and was using it, not cited"	ACT				NO										0			31				
476	04/09/19 @10:22	Tuesday	Same	19-M03054	Drugs	Moscow	Not on campus or related	CLO				NO	x									0			0				
477	04/09/19 @15:15	Tuesday	Same	19-M03061	Traffic Hazard	Farm Rd; at W Pullman Rd	"Report of traffic lights not working, unfounded"	CLO				NO										0			0				
478	04/09/19 @20:14	Tuesday	Same	19-M03076	Other Calls	Moscow	Someone just trying to get to Viola	CLO				NO										0			0				
479	04/09/19 @22:07	Tuesday	Same	19-M03081	Traffic Hazard	W 6th st & W Farm Rd	"Report of stuck vehicle, UTL"	CLO				NO										0			0				
480	04/09/19 @22:34	Tuesday	Same	19-M03084	Extra Patrol	1080 W 6th ST; Behind in C	UI security called reference people who might swim in flooded creek	CLO				NO										0			0				
481	04/09/19 @23:03	Tuesday	Same	19-M03087	Disabled Vehicle	Perimeter Dr & W Pullman Rd	Vehicle stuck in flooded road	CLO				NO										0			0				
482	04/09/19 @23;19	Tuesday	Same	19-M03089	Traffic Hazard	Perimeter DR; Near Beef Center	Vehicles stuck due to flooded road	CLO				NO										0			0				
483	04/10/19 @07:48	Wednesday	Same	19-M03092	Alarm; Elevator	921 Campus Dr; College OF	Accidental activation	CLO				NO										0			0				
484	04/10/19 @09:02	Wednesday	Same	19-M03097	Vin Inspection	1601 W 6th ST	Vin check	CLO				NO										0			0				
485	04/10/19 @10:54	Wednesday	Same	19-M03105	Vin Inspection	255 arm Rd; UI Dairy	Vin check	CLO				NO										0			0				
486	04/10/19 @12;42	Wednesday	Same	19-M03113	Suspicious	1000 Paradise Creek St;	"Report of female standing under a tree near SRC, UTL"	UTL				NO										0			0				
487	04/10/19 @12:48	Wednesday	Same	19-M03114	Alarm; Elevator	901 Paradise Creek St; Bldg	Person stuck and 1st responder set him free	CLO				NO										0			0				
488	04/10/19 @14:33	Wednesday	Same	19-M03116	Suspicious	1601 W 6th ST;  Beef Center	"Report of suspicious person near beef barn, it was UI employee"	CLO				NO										0			0				
489	04/10/19 @15:47	Wednesday	Same	19-M03117	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
490	04/10/19 @18:43	Wednesday	Same	19-M03125	Accident; Non-Injury	Stadium Dr & W 6th ST	"Two-vehicle crash, state accident report"	ACT				NO										0			0				
491	04/10/19 @20:42	Wednesday	Same	19-M03128	Allergies	1001 Paradise Creek St;	"Person had an allergic reaction to something, EMTs on scene"	CLO				NO									00200-2019	0			0				
492	04/10/19 @21:23	Wednesday	Same	19-M03129	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
493	04/11/19 @15:46	Thursday	Same	19-M03150	Traumatic Injury	607 Urquhard St; Buchanan	"Unk female had her hip ""go out"" EMTs on scene"	CLO				NO										0			0				
494	04/12/19 @10:21	Friday	Same	19-M03172	Theft; Other	901 Paradise Creek St; Gault	Student had her amazon package stolen from general mail	ACT				NO										0			0				
495	04/12/19 @13:42	Friday	Same	19-M03185	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
496	04/12/19 @15:43	Friday	Same	19-M03195	Traffic Offense	S line St & W 6th ST; Moscow	Extra patrol requested for aggressive drivers	CLO				NO										0			0				
497	04/12/19 @15:54	Friday	Same	19-M03197	Alarm; Elevator	685 S Line St;	Accidental activation	CLO				NO										0			0				
498	04/12/19 @22:57	Friday	Same	19-M03207	Noise Complaint	620 Elm St; Theta Chi	Theta Chi warned for loud music	WRN				NO										0			0				
499	04/13/19 @07:21	Saturday	Same	19-M03214	Traffic Hazard	Perimeter DR & W Pullman Rd	"Traffic lights were in flash mode, streets resonded and reset"	CLO				NO										0			0				
500	04/14/19 @00:31	Sunday	Same	19-M03229	Drugs	Sweet ave; Lot 60	"1 - 21 YOM, cited for marijuana & paraphernalia"	ACT	OC	Drug - Arrest		YES									00217-2019	27	R00025-2019		32				
501	04/14/19 @01:13	Sunday	Same	19-M03231	DUI	728 Elm ST; Delta Gamma	"1 - 25 YOM,  arrested for DUI"	ACT				NO									00204-2019	26			33				
502	04/14/19 @01:41	Sunday	Same	19-M03232	Battery	720 Idaho Ave; Delta Tau Delta	Unknown male pushed fraternity member for not allowing him and friend into an event	ACT				NO										0			0				
503	04/14/19 @02:30	Sunday	Same	19-M03233	Suspicious	709 Deakin Ave; Pitman Center	"Sigma Nu member broke his own room window to gain entry, NR"	CLO				NO										0			0				
504	04/14/19 @02:33	Sunday	Same	19-M03234	Noise Complaint	509 University Ave; 2	1 - warned for loud noise	WRN				NO										0			34				
505	04/14/19 @09:29	Sunday	Same	19-M03237	Welfare Check	Moscow	Not on campus or related	CLO				NO	x									0			0				
506	04/14/19 @10:12	Sunday	Same	19-M03238	Accident; Hit Run	Blake Ave& Nez Perce DR	"One car rolled into another, ofc left information to get a hold of him"	CLO				NO										0			0				
507	04/14/19 @12:03	Sunday	Same	19-M03240	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
508	04/14/19 @12:18	Sunday	Same	19-M03242	Accident; Injury	Perimeter DR & W Pullman RD	"One transported to GMC for neck pain, state report"	ACT				NO										0			0				
509	04/14/19 @14:44	Sunday	Same	19-M03248	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
510	04/14/19 @17:57	Sunday	Same	19-M03251	Gun Check	861 Perimeter DR; UI Security	Gun check	CLO				NO										0			0				
511	04/15/19 @14:20	Monday	Same	19-M03267	Found Property	Sweet Avenue	Someone turned in a wallet	CLO				NO										0			0				
512	04/15/19 @17:38	Monday	Same	19-M03272	Other Calls	701 Nez Perce Drive	Lifting trespass orders against Ryan Kotiga at AKL	CLO				NO										0			0				
513	04/15/19 @1924	Monday	Same	19-M03276	Intoxication	1006 Railroad Street	Male walking with open container. Had an out of county arrest warrant	CAA				NO										0			0				
514	04/15/19 @19:43	Monday	Same	19-M03277	Alarm; Elevator	1080 West 6th Street	Accidental activation	CLO				NO										0			0				
515	04/15/19 @19:43	Monday	Same	19-M03277	Alarm; Elevator	1080 West 6th Street	Accidental activation (repeat)	CLO				NO										0			0				
516	04/16/19 @11:37	Tuesday	Same	19-M03292	Other Calls	118 East 4th Street	Not related to campus	CLO				NO										0			0				
