month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad,date,closure_1_rounded,closure_2_rounded,closure_1_end_rounded,closure_2_end_rounded,treatment_1,treatment_2,treatment_plus_1,treatment_plus_2,treatment_plus_3,treatment_plus_4,treatment_plus_5,treatment_plus_6,treatment_minus_1,treatment_minus_2,treatment_minus_3,treatment_minus_4,treatment_minus_5,treatment_minus_6
4,2015,East Carolina University,2,19,15,23,1,19,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-04-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0
5,2015,East Carolina University,0,7,5,17,0,7,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-05-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,0
6,2015,East Carolina University,0,3,4,7,1,3,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-06-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,0
7,2015,East Carolina University,1,2,0,6,1,2,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-07-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0
8,2015,East Carolina University,0,19,15,8,0,19,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-08-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0
9,2015,East Carolina University,1,18,13,29,1,18,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-09-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2015,East Carolina University,2,22,31,24,1,21,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-10-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2015,East Carolina University,0,12,15,17,1,12,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-11-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2015,East Carolina University,3,12,16,15,0,12,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23039,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.366199,35.606347,NA,28289,4497,806,16796,11493,9599,13440,3858,625,1436,6524,9055,19404,19336,8132,11204,23039,2015-12-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2016,East Carolina University,2,8,20,16,4,7,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-01-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2016,East Carolina University,2,11,19,19,0,10,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-02-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2016,East Carolina University,0,11,15,14,2,11,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-03-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2016,East Carolina University,5,20,25,21,0,20,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-04-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2016,East Carolina University,2,2,2,12,0,2,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-05-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2016,East Carolina University,0,5,5,4,0,5,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-06-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2016,East Carolina University,0,3,5,2,0,3,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-07-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2016,East Carolina University,2,19,19,8,2,19,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-08-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2016,East Carolina University,4,32,21,22,0,32,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-09-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2016,East Carolina University,1,28,31,18,2,28,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-10-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2016,East Carolina University,3,11,21,10,1,11,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-11-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2016,East Carolina University,0,10,14,11,0,10,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,61,22969,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28962,4488,838,17118,11844,9781,13188,3681,649,1475,6625,8846,19732,19754,8412,11342,22969,2016-12-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2017,East Carolina University,1,16,36,6,1,16,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-01-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2017,East Carolina University,3,12,31,6,1,12,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-02-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2017,East Carolina University,0,7,16,6,0,7,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-03-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2017,East Carolina University,0,11,19,8,1,11,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-04-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2017,East Carolina University,2,0,8,6,0,0,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-05-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2017,East Carolina University,0,0,9,17,0,0,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-06-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2017,East Carolina University,0,3,10,3,0,3,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-07-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2017,East Carolina University,0,1,5,3,3,1,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-08-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2017,East Carolina University,3,20,39,20,2,19,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-09-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2017,East Carolina University,4,21,43,23,0,20,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-10-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2017,East Carolina University,0,10,23,16,0,10,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-11-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2017,East Carolina University,1,2,24,14,0,2,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,62,23265,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,29131,4639,805,17161,11970,9957,13308,3802,605,1537,6623,8849,19586,19999,8657,11342,23265,2017-12-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2018,East Carolina University,1,8,38,18,2,8,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-01-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2018,East Carolina University,3,16,42,17,0,16,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-02-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2018,East Carolina University,1,9,25,11,0,9,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-03-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2018,East Carolina University,2,14,25,19,0,14,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-04-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2018,East Carolina University,0,0,3,5,0,0,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-05-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2018,East Carolina University,0,1,1,7,1,1,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-06-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2018,East Carolina University,1,2,6,3,0,2,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-07-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2018,East Carolina University,0,10,22,6,0,10,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-08-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2018,East Carolina University,3,4,15,10,1,4,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-09-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2018,East Carolina University,2,11,35,13,1,11,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-10-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2018,East Carolina University,0,3,20,16,0,2,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-11-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2018,East Carolina University,0,7,13,10,1,7,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,65,23071,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28718,4559,766,16882,11836,9911,13160,3705,576,1564,6612,8668,19130,19562,8497,11065,23071,2018-12-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2019,East Carolina University,4,4,20,8,0,4,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-01-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2019,East Carolina University,3,8,17,9,0,8,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-02-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2019,East Carolina University,0,8,16,4,0,8,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-03-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2019,East Carolina University,0,11,20,14,0,11,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-04-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2019,East Carolina University,1,4,6,8,0,4,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-05-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2019,East Carolina University,1,1,1,3,0,1,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-06-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2019,East Carolina University,0,3,2,11,0,3,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-07-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2019,East Carolina University,1,8,28,8,2,8,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-08-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2019,East Carolina University,2,6,15,13,1,6,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-09-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2019,East Carolina University,0,9,20,22,1,9,0,2015-01-28T00:00:00Z,2015-03-07,NA,NA,0,NA,sexual assault,NA,198464,66,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.368291,35.607186,NA,28651,4561,785,16910,11741,9897,13184,3753,558,1722,6527,8555,18933,19204,8357,10847,23081,2019-10-01,2015-01-01T00:00:00Z,NA,2015-04-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
